
[Name]
symmetry 1

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ]
-7.39346445e-01, 2.47977638e+00, 4.99999970e-02, 4.28887866e-02, 1.08604145e+00, 9.87800732e-02
8.86628437e+00, -6.95368171e-01, 4.99999970e-02, 4.95756394e-05, 7.44005084e-01, 2.45501213e-02
-5.88670552e-01, -1.49918929e-01, 4.99999970e-02, 5.81575572e-01, 2.14954868e-01, -2.73773044e-01
-1.53513265e+00, -2.57406569e+00, 4.99999970e-02, 8.76912773e-02, 1.04282701e+00, -7.50722289e-02
5.37545395e+00, -1.19176114e+00, 4.99999970e-02, -2.72186976e-02, 9.88432825e-01, 4.89821695e-02
-5.80443859e-01, -1.79093570e-01, 4.99999970e-02, 5.49075365e-01, 2.41445839e-01, -3.21752757e-01
5.32907534e+00, -1.01262140e+00, 4.99999970e-02, -2.69586276e-02, 8.80025923e-01, 5.10943420e-02
-1.23078175e-01, -2.20275044e+00, 4.99999970e-02, -1.35284876e-02, 1.13838077e+00, -1.18681215e-01
-2.87180066e-01, -2.14074039e+00, 4.99999970e-02, -6.99041469e-04, 1.12524748e+00, -1.27759308e-01
-3.05875335e-02, -4.25975275e+00, 4.99999970e-02, 1.46267964e-02, 1.09603012e+00, -1.51990792e-02
-5.70730329e-01, -2.07762375e-01, 4.99999970e-02, 5.11629641e-01, 2.71709949e-01, -3.66082489e-01
2.43028450e+00, -2.91613626e+00, 4.99999970e-02, -6.53479919e-02, 1.18088913e+00, -1.81354734e-03
2.50832939e+00, -2.74613142e+00, 4.99999970e-02, -6.92546144e-02, 1.18682778e+00, 5.26958611e-04
4.36040115e+00, -3.43677235e+00, 4.99999970e-02, -4.36479039e-02, 1.15630043e+00, 1.59235951e-02
2.45839810e+00, -6.94045871e-02, 4.99999970e-02, -1.45158604e-01, -1.09547679e-03, 4.99293534e-03
2.09961510e+00, 6.06823027e-01, 4.99999970e-02, -1.71970800e-01, 4.30459052e-01, -5.06271087e-02
-5.59685767e-01, -2.35943303e-01, 4.99999970e-02, 4.69817042e-01, 3.05368364e-01, -4.06362236e-01
-4.09758854e+00, 1.34560621e+00, 4.99999970e-02, 1.51280358e-01, 9.97789085e-01, 1.19495271e-02
-4.27245426e+00, 1.27725351e+00, 4.99999970e-02, 1.51460037e-01, 9.98432994e-01, 9.16841161e-03
-7.73239255e-01, 2.87511778e+00, 4.99999970e-02, 4.26137522e-02, 1.08168375e+00, 7.44363964e-02
-5.93125761e-01, 2.88279104e+00, 4.99999970e-02, 3.15188728e-02, 1.09181118e+00, 7.48388618e-02
-6.68482363e-01, 3.06853938e+00, 4.99999970e-02, 3.66803072e-02, 1.08541298e+00, 6.48548380e-02
-5.47279656e-01, -2.63563424e-01, 4.99999970e-02, 4.24074769e-01, 3.41944695e-01, -4.42259610e-01
-1.28583646e+00, -1.14126194e+00, 4.99999970e-02, 1.68573305e-01, 9.67948854e-01, -1.64731622e-01
-7.19408453e-01, 1.21379697e+00, 4.99999970e-02, 7.63430521e-02, 1.04317868e+00, 2.49349684e-01
-6.03858471e-01, 1.17809927e+00, 4.99999970e-02, 5.09616248e-02, 1.06443560e+00, 2.69877046e-01
-5.33442378e-01, -2.90517956e-01, 4.99999970e-02, 3.74655634e-01, 3.80794078e-01, -4.73274440e-01
7.07305384e+00, -4.13087320e+00, 4.99999970e-02, -1.84463765e-02, 1.10606194e+00, 8.07189755e-03
6.91078234e+00, -4.25191927e+00, 4.99999970e-02, -1.98263749e-02, 1.09914243e+00, 6.89875428e-03
-5.44135928e-01, 1.20631433e+00, 4.99999970e-02, 3.02423574e-02, 1.08404922e+00, 2.71952212e-01
-2.43614650e+00, 2.97746956e-01, 4.99999970e-02, 2.09357008e-01, 9.46845233e-01, 1.96213033e-02
-2.22481489e+00, 4.57459092e-01, 4.99999970e-02, 2.17924491e-01, 9.37952697e-01, 3.56365032e-02
-2.39897704e+00, 5.54110825e-01, 4.99999970e-02, 2.03369141e-01, 9.51599300e-01, 3.48300673e-02
-5.18271267e-01, -3.16711009e-01, 4.99999970e-02, 3.22384983e-01, 4.21263635e-01, -4.99000460e-01
-4.83249128e-01, 1.23164487e+00, 4.99999970e-02, 1.26400236e-02, 1.09973407e+00, 2.69183636e-01
-5.01898050e-01, -3.42176527e-01, 4.99999970e-02, 2.68268287e-01, 4.62939352e-01, -5.19395471e-01
4.98846769e+00, -2.80497074e+00, 4.99999970e-02, -3.79069895e-02, 1.15857935e+00, 2.36400645e-02
-4.84283030e-01, -3.66838634e-01, 4.99999970e-02, 2.12323368e-01, 5.05172908e-01, -5.34394860e-01
6.48540258e+00, -1.66899645e+00, 4.99999970e-02, -1.61599778e-02, 1.11090612e+00, 3.36941220e-02
6.70523739e+00, -1.60045922e+00, 4.99999970e-02, -1.36590786e-02, 1.09750247e+00, 3.35097164e-02
-4.65413183e-01, -3.90586972e-01, 4.99999970e-02, 1.54967263e-01, 5.46923935e-01, -5.43703914e-01
-4.45319414e-01, -4.13320184e-01, 4.99999970e-02, 9.72212553e-02, 5.87514102e-01, -5.47213912e-01
6.46302414e+00, 3.83354402e+00, 4.99999970e-02, -2.29087379e-02, 1.12807345e+00, -1.21936500e-02
-4.24149066e-01, -4.35027391e-01, 4.99999970e-02, 3.99567932e-02, 6.26366794e-01, -5.45164704e-01
8.93773270e+00, 1.54083180e+00, 4.99999970e-02, -1.02060870e-03, 1.06109810e+00, -2.53511649e-02
-2.47070622e+00, -2.62423635e-01, 4.99999970e-02, 2.07042202e-01, 9.48812068e-01, -1.60762127e-02
-2.24631715e+00, -2.98796475e-01, 4.99999970e-02, 2.18773738e-01, 9.34426486e-01, -2.33647786e-02
-4.01914537e-01, -4.55677450e-01, 4.99999970e-02, -1.60431657e-02, 6.62623525e-01, -5.37844539e-01
-3.78648520e-01, -4.75140721e-01, 4.99999970e-02, -7.03422055e-02, 6.95518613e-01, -5.25398850e-01
-3.54442626e-01, -4.93404359e-01, 4.99999970e-02, -1.22391008e-01, 7.24467814e-01, -5.08066058e-01
-3.29348117e-01, -5.10393679e-01, 4.99999970e-02, -1.71660528e-01, 7.49002099e-01, -4.86299813e-01
7.09558296e+00, 3.34637666e+00, 4.99999970e-02, -1.67622827e-02, 1.13279426e+00, -1.56237958e-02
5.86386442e+00, 4.00762224e+00, 4.99999970e-02, -2.90410724e-02, 1.12805831e+00, -1.11300042e-02
6.06247723e-01, -3.00387759e-02, 4.99999970e-02, -2.70023376e-01, -2.13957094e-02, -7.77931232e-03
7.30693293e+00, -7.14938879e-01, 4.99999970e-02, -4.96343384e-03, 7.21809864e-01, 3.20234746e-02
-3.03512692e-01, -5.26168764e-01, 4.99999970e-02, -2.17626229e-01, 7.68803120e-01, -4.60672230e-01
-4.24895334e+00, -1.20783997e+00, 4.99999970e-02, 1.52607247e-01, 9.98164475e-01, -8.89127702e-03
-6.82223022e-01, -1.94001663e+00, 4.99999970e-02, 4.03279066e-02, 1.08783495e+00, -1.44705966e-01
-6.61282361e-01, -1.71616173e+00, 4.99999970e-02, 4.03298549e-02, 1.08680010e+00, -1.71284020e-01
-2.76925534e-01, -5.40712118e-01, 4.99999970e-02, -2.59998590e-01, 7.83348441e-01, -4.31596577e-01
-1.99402380e+00, 3.28223896e+00, 4.99999970e-02, 9.01056752e-02, 1.03334987e+00, 4.04387973e-02
2.22405314e+00, -2.94433534e-01, 4.99999970e-02, -1.62721276e-01, 9.13266167e-02, 3.10108066e-02
-1.64042562e-01, -1.31250751e+00, 4.99999970e-02, -7.32292533e-02, 1.17858577e+00, -2.43332103e-01
-2.68021166e-01, -1.37948143e+00, 4.99999970e-02, -4.76696379e-02, 1.15184903e+00, -2.34404653e-01
-2.49587342e-01, -5.53803086e-01, 4.99999970e-02, -2.98446953e-01, 7.92016685e-01, -3.99543762e-01
-2.29186863e-01, -1.30247879e+00, 4.99999970e-02, -5.89860380e-02, 1.16500366e+00, -2.54023731e-01
-2.21675977e-01, -5.65526664e-01, 4.99999970e-02, -3.32631499e-01, 7.94607222e-01, -3.65240216e-01
-3.57657462e-01, -1.27321970e+00, 4.99999970e-02, -2.62720641e-02, 1.13362098e+00, -2.59536117e-01
-2.93775171e-01, -1.28939891e+00, 4.99999970e-02, -4.52138186e-02, 1.15249026e+00, -2.57124007e-01
6.41482162e+00, -7.73677766e-01, 4.99999970e-02, -1.20327557e-02, 7.39121258e-01, 3.95755731e-02
6.35060024e+00, -5.60924172e-01, 4.99999970e-02, -1.17450580e-02, 6.05078697e-01, 3.40800956e-02
6.26376486e+00, -7.39924550e-01, 4.99999970e-02, -1.33215915e-02, 7.14059949e-01, 4.04462926e-02
-1.93201765e-01, -5.75870335e-01, 4.99999970e-02, -3.62436324e-01, 7.91030288e-01, -3.29364926e-01
-1.46715236e+00, -4.36202335e+00, 4.99999970e-02, 6.52205721e-02, 1.04914546e+00, -1.31875500e-02
-1.38803899e+00, -4.22135115e+00, 4.99999970e-02, 6.31866008e-02, 1.05256486e+00, -1.75804105e-02
-1.58839226e+00, -4.22904682e+00, 4.99999970e-02, 6.91378415e-02, 1.04653227e+00, -1.67016182e-02
7.49008083e+00, 4.60601568e+00, 4.99999970e-02, -1.52514912e-02, 1.04789948e+00, -2.11195950e-03
-1.64260224e-01, -5.84736109e-01, 4.99999970e-02, -3.87742430e-01, 7.81200290e-01, -2.92587370e-01
3.08423042e+00, 1.77390969e+00, 4.99999970e-02, -8.50475580e-02, 1.20166051e+00, -2.99860500e-02
3.10934758e+00, 1.53638005e+00, 4.99999970e-02, -8.93391967e-02, 1.17969203e+00, -3.88134345e-02
-1.34925410e-01, -5.92191696e-01, 4.99999970e-02, -4.08561856e-01, 7.65274167e-01, -2.55631387e-01
-1.05256446e-01, -5.98180890e-01, 4.99999970e-02, -4.24989641e-01, 7.43488669e-01, -2.19161093e-01
-7.53270090e-02, -6.02704704e-01, 4.99999970e-02, -4.37218487e-01, 7.16128826e-01, -1.83784127e-01
1.18541390e-01, -1.75194180e+00, 4.99999970e-02, -6.93189800e-02, 1.18877256e+00, -1.53035805e-01
-4.51964289e-02, -6.05720699e-01, 4.99999970e-02, -4.45508033e-01, 6.83598399e-01, -1.50069386e-01
-1.49576087e-02, -6.07224762e-01, 4.99999970e-02, -4.50161964e-01, 6.46447062e-01, -1.18556604e-01
1.53263230e-02, -6.07215703e-01, 4.99999970e-02, -4.51548129e-01, 6.05361342e-01, -8.97388980e-02
1.78077638e+00, -1.38186729e+00, 4.99999970e-02, -1.50956661e-01, 1.22131288e+00, -4.52347891e-03
4.55638133e-02, -6.05685532e-01, 4.99999970e-02, -4.50077802e-01, 5.61135292e-01, -6.40223548e-02
1.65562123e-01, -1.96583009e+00, 4.99999970e-02, -5.67159057e-02, 1.17658436e+00, -1.28650576e-01
3.83751750e+00, -3.61764312e+00, 4.99999970e-02, -4.73935492e-02, 1.15751255e+00, 1.23512195e-02
7.56882727e-02, -6.02653861e-01, 4.99999970e-02, -4.46170896e-01, 5.14646411e-01, -4.16656174e-02
9.70724523e-01, 9.00562346e-01, 4.99999970e-02, -2.45625973e-01, 9.50158894e-01, 1.91749595e-02
9.24771130e-01, 9.48083937e-01, 4.99999970e-02, -2.41179138e-01, 1.05063832e+00, 3.47281620e-02
1.01373756e+00, 8.50438893e-01, 4.99999970e-02, -2.46406764e-01, 8.67655098e-01, 6.18446199e-03
1.05617456e-01, -5.98119795e-01, 4.99999970e-02, -4.40278322e-01, 4.66783702e-01, -2.27973778e-02
3.24187040e+00, -2.88658261e+00, 4.99999970e-02, -6.00526705e-02, 1.17712462e+00, 1.25183398e-02
3.12326837e+00, -2.70194221e+00, 4.99999970e-02, -6.45216182e-02, 1.18307340e+00, 1.25746503e-02
1.78169715e+00, -2.18644810e+00, 4.99999970e-02, -9.54998955e-02, 1.21589696e+00, -2.19941512e-02
1.35282978e-01, -5.92112005e-01, 4.99999970e-02, -4.32832599e-01, 4.18493092e-01, -7.51376059e-03
7.00080109e+00, 1.38035595e+00, 4.99999970e-02, -9.93479881e-03, 1.04105949e+00, -3.46297659e-02
7.14226198e+00, 1.52062607e+00, 4.99999970e-02, -9.60392877e-03, 1.07409060e+00, -3.21503133e-02
1.64635435e-01, -5.84717274e-01, 4.99999970e-02, -4.24195498e-01, 3.70643407e-01, 4.21705656e-03
8.44008160e+00, 1.00987887e+00, 4.99999970e-02, -1.27049792e-03, 8.88662457e-01, -2.92746592e-02
1.93622127e-01, -5.75832725e-01, 4.99999970e-02, -4.14687663e-01, 3.23797226e-01, 1.25787184e-02
2.22083509e-01, -5.65420330e-01, 4.99999970e-02, -4.04682606e-01, 2.78655767e-01, 1.77907981e-02
-3.25829554e+00, 4.60682344e+00, 4.99999970e-02, 1.04286224e-01, 1.01063406e+00, 3.76492017e-03
2.49972194e-01, -5.53593278e-01, 4.99999970e-02, -3.94769549e-01, 2.36045420e-01, 2.01373938e-02
2.43633091e-01, -1.40009606e+00, 4.99999970e-02, -1.42248154e-01, 1.24068415e+00, -1.80334866e-01
-3.65689063e+00, 4.02671623e+00, 4.99999970e-02, 1.11530900e-01, 1.00629044e+00, 8.52233823e-03
-3.81382418e+00, 3.92803454e+00, 4.99999970e-02, 1.13419376e-01, 1.00477374e+00, 8.19554925e-03
2.77263045e-01, -5.40492952e-01, 4.99999970e-02, -3.84988636e-01, 1.96460411e-01, 1.99117679e-02
3.29714584e+00, -3.32663178e-01, 4.99999970e-02, -9.20231193e-02, 2.27622345e-01, 3.75953726e-02
3.22116256e+00, -4.98102367e-01, 4.99999970e-02, -9.50455815e-02, 3.69525433e-01, 5.29458635e-02
3.03911924e-01, -5.26031792e-01, 4.99999970e-02, -3.75228524e-01, 1.60209611e-01, 1.75070241e-02
1.54608119e+00, 3.02898622e+00, 4.99999970e-02, -5.60121723e-02, 1.17141759e+00, 2.39858311e-02
3.37596869e+00, -8.93167913e-01, 4.99999970e-02, -8.53010342e-02, 8.03373039e-01, 6.51788935e-02
3.54202366e+00, -7.79341578e-01, 4.99999970e-02, -7.81062692e-02, 6.86594605e-01, 6.42239526e-02
3.42350817e+00, -6.62855029e-01, 4.99999970e-02, -8.21680576e-02, 5.68611443e-01, 6.22965246e-02
3.29735160e-01, -5.10173976e-01, 4.99999970e-02, -3.65822583e-01, 1.27514631e-01, 1.33761941e-02
-3.31170261e-01, -3.44808435e+00, 4.99999970e-02, 2.17433721e-02, 1.09676945e+00, -4.70171757e-02
-3.99758220e+00, 1.91994143e+00, 4.99999970e-02, 1.42425567e-01, 9.99377966e-01, 1.52751384e-02
-1.90681875e-01, -4.70986891e+00, 4.99999970e-02, 2.21612118e-02, 1.06635416e+00, -3.49294185e-03
8.69738197e+00, -2.99844980e+00, 4.99999970e-02, -4.37163049e-03, 1.12584317e+00, 1.54758971e-02
3.54721665e-01, -4.93058681e-01, 4.99999970e-02, -3.56860727e-01, 9.85447317e-02, 7.91618321e-03
1.55165985e-01, 3.59443235e+00, 4.99999970e-02, 1.57389557e-03, 1.11385131e+00, 3.69697548e-02
-2.91440892e+00, 1.90881371e-01, 4.99999970e-02, 1.88246340e-01, 9.68923628e-01, 7.49473413e-03
-2.78077388e+00, 4.70858589e-02, 4.99999970e-02, 1.93938524e-01, 9.62341309e-01, 2.42013461e-03
-1.51137218e-01, 1.36626279e+00, 4.99999970e-02, -7.15058669e-02, 1.18014526e+00, 2.31730446e-01
-9.88740921e-02, 1.31914890e+00, 4.99999970e-02, -8.46514180e-02, 1.19431579e+00, 2.36614034e-01
-9.71801206e-02, 1.43225348e+00, 4.99999970e-02, -7.73646161e-02, 1.18540514e+00, 2.14477912e-01
3.78854513e-01, -4.74786907e-01, 4.99999970e-02, -3.48401010e-01, 7.33740181e-02, 1.51564577e-03
-3.30180600e-02, 1.32248700e+00, 4.99999970e-02, -1.03994243e-01, 1.20881855e+00, 2.25956321e-01
4.02114958e-01, -4.55375701e-01, 4.99999970e-02, -3.40441793e-01, 5.18744364e-02, -5.47558255e-03
4.24366564e-01, -4.34774399e-01, 4.99999970e-02, -3.32990825e-01, 3.37822735e-02, -1.26998741e-02
4.45511609e-01, -4.13041294e-01, 4.99999970e-02, -3.26034963e-01, 1.88354738e-02, -1.97993554e-02
4.65491116e-01, -3.90251040e-01, 4.99999970e-02, -3.19554567e-01, 6.77946536e-03, -2.64760870e-02
2.04830146e+00, -3.00395799e+00, 4.99999970e-02, -6.25804290e-02, 1.17734683e+00, -1.06477262e-02
4.84302729e-01, -3.66536766e-01, 4.99999970e-02, -3.13512117e-01, -2.68068258e-03, -3.24773937e-02
2.11850047e+00, -2.79230142e+00, 4.99999970e-02, -6.83144853e-02, 1.18519211e+00, -9.48398653e-03
-3.31731296e+00, -1.82303762e+00, 4.99999970e-02, 1.44261166e-01, 9.98115420e-01, -2.88814995e-02
5.01971543e-01, -3.41961056e-01, 4.99999970e-02, -3.07838291e-01, -9.88201238e-03, -3.75614204e-02
6.19035578e+00, 3.68449426e+00, 4.99999970e-02, -2.53261812e-02, 1.13523293e+00, -1.41991349e-02
6.18675947e+00, 3.85738349e+00, 4.99999970e-02, -2.55651809e-02, 1.13062847e+00, -1.24136899e-02
5.18473625e-01, -3.16576570e-01, 4.99999970e-02, -3.02475154e-01, -1.51864905e-02, -4.15333994e-02
5.33627570e-01, -2.90305942e-01, 4.99999970e-02, -2.97474056e-01, -1.89020447e-02, -4.42398302e-02
-8.16122115e-01, -4.06879377e+00, 4.99999970e-02, 4.33269441e-02, 1.07203591e+00, -2.36424636e-02
7.01147795e+00, -3.41989279e+00, 4.99999970e-02, -1.75543353e-02, 1.13235462e+00, 1.51970470e-02
-4.62387085e+00, -4.77224588e+00, 4.99999970e-02, 1.14544109e-01, 1.00044405e+00, -4.25636186e-04
5.47349274e-01, -2.63316393e-01, 4.99999970e-02, -2.92836785e-01, -2.13262010e-02, -4.55647372e-02
8.22906590e+00, -2.39584327e+00, 4.99999970e-02, -6.07981067e-03, 1.13225913e+00, 1.99489463e-02
5.59849143e-01, -2.35741541e-01, 4.99999970e-02, -2.88445652e-01, -2.27204282e-02, -4.54083830e-02
5.70903242e-01, -2.07514957e-01, 4.99999970e-02, -2.84381390e-01, -2.33248342e-02, -4.37365621e-02
-1.93487597e+00, 2.96897817e+00, 4.99999970e-02, 9.37196091e-02, 1.03307319e+00, 5.08952364e-02
5.80458283e-01, -1.78792790e-01, 4.99999970e-02, -2.80732304e-01, -2.33991891e-02, -4.06066924e-02
5.88666737e-01, -1.49658918e-01, 4.99999970e-02, -2.77531266e-01, -2.31414884e-02, -3.61079685e-02
-2.03694010e+00, 2.83609676e+00, 4.99999970e-02, 9.92121696e-02, 1.02886927e+00, 5.23290820e-02
6.71876049e+00, 4.75653887e+00, 4.99999970e-02, -2.19796747e-02, 1.03202307e+00, -1.05705706e-03
5.95455825e-01, -1.20147005e-01, 4.99999970e-02, -2.74810523e-01, -2.27078274e-02, -3.03747226e-02
6.00707948e-01, -9.03001949e-02, 4.99999970e-02, -2.72613466e-01, -2.22188011e-02, -2.35806573e-02
3.26549864e+00, -1.51645944e-01, 4.99999970e-02, -9.29371789e-02, 1.22257233e-01, 1.78000461e-02
3.91433883e+00, 7.32823014e-01, 4.99999970e-02, -6.33985102e-02, 6.39922976e-01, -6.07844405e-02
6.04392648e-01, -6.02423772e-02, 4.99999970e-02, -2.71005124e-01, -2.17505619e-02, -1.59535389e-02
-4.70961666e+00, -4.47118807e+00, 4.99999970e-02, 1.15398884e-01, 1.00030017e+00, -9.23124142e-04
1.36382961e+00, -6.27287626e-01, 4.99999970e-02, -2.35639736e-01, 4.46001649e-01, 2.56858040e-02
1.19210517e+00, -5.73489666e-01, 4.99999970e-02, -2.48231605e-01, 3.63623202e-01, 1.39292153e-02
1.20690215e+00, -6.63138509e-01, 4.99999970e-02, -2.47666672e-01, 4.97478545e-01, 1.83748268e-02
1.16273701e+00, -6.32554173e-01, 4.99999970e-02, -2.50290513e-01, 4.33768928e-01, 1.26113947e-02
-3.10507083e+00, 3.67675662e+00, 4.99999970e-02, 1.07862413e-01, 1.01240015e+00, 1.74053088e-02
-3.07688570e+00, 3.85603929e+00, 4.99999970e-02, 1.05746597e-01, 1.01299703e+00, 1.49416625e-02
-3.25956678e+00, 3.78035307e+00, 4.99999970e-02, 1.09239601e-01, 1.01033998e+00, 1.44359143e-02
4.54744434e+00, -3.15004873e+00, 4.99999970e-02, -4.26640697e-02, 1.15870070e+00, 1.92725100e-02
1.18628287e+00, -7.91452467e-01, 4.99999970e-02, -2.42506370e-01, 7.30638146e-01, 1.24598602e-02
1.12970114e+00, -6.89794660e-01, 4.99999970e-02, -2.49543279e-01, 5.50756574e-01, 1.31859761e-02
2.01999521e+00, 1.42914057e+00, 4.99999970e-02, -1.38125375e-01, 1.21417332e+00, -8.26305524e-03
2.31534290e+00, 1.05891132e+00, 4.99999970e-02, -1.42304197e-01, 9.92052972e-01, -4.76181209e-02
5.78265786e-01, 3.18935832e-07, 4.99999970e-02, -2.68357545e-01, -1.34900566e-02, 5.06699434e-04
5.77815831e-01, 2.88216658e-02, 4.99999970e-02, -2.68751383e-01, -1.37026366e-02, 7.85899628e-03
1.57305455e+00, -4.66394567e+00, 4.99999970e-02, -2.92208176e-02, 1.09974778e+00, -3.28903552e-04
5.75685143e-01, 5.75738810e-02, 4.99999970e-02, -2.69851774e-01, -1.42276920e-02, 1.49547923e-02
3.32843423e+00, 4.24376059e+00, 4.99999970e-02, -4.60371263e-02, 1.14066374e+00, -6.46745181e-03
5.72145104e-01, 8.62020031e-02, 4.99999970e-02, -2.71625459e-01, -1.50137227e-02, 2.15361007e-02
-3.43027854e+00, -2.77346432e-01, 4.99999970e-02, 1.72866255e-01, 9.84511733e-01, -6.33485336e-03
-3.57224679e+00, -3.17038447e-01, 4.99999970e-02, 1.70137525e-01, 9.87514496e-01, -6.33830018e-03
-3.11573935e+00, -6.61414087e-01, 4.99999970e-02, 1.75519615e-01, 9.79845166e-01, -1.95899513e-02
-3.17712712e+00, -4.64598298e-01, 4.99999970e-02, 1.77046359e-01, 9.79162872e-01, -1.36948470e-02
5.67132175e-01, 1.14629425e-01, 4.99999970e-02, -2.74033308e-01, -1.59958508e-02, 2.73801498e-02
-1.98630953e+00, 7.65284002e-01, 4.99999970e-02, 2.11842224e-01, 9.38764751e-01, 6.89610541e-02
-1.94136202e+00, 9.59029317e-01, 4.99999970e-02, 1.97988048e-01, 9.51125205e-01, 8.15251544e-02
5.60670376e-01, 1.42741352e-01, 4.99999970e-02, -2.77015805e-01, -1.70761626e-02, 3.22955474e-02
5.52846670e-01, 1.70490891e-01, 4.99999970e-02, -2.80533165e-01, -1.81388557e-02, 3.61479148e-02
-1.96669316e+00, 4.53014183e+00, 4.99999970e-02, 7.97006935e-02, 1.03352654e+00, 8.01280234e-03
5.43719411e-01, 1.97840095e-01, 4.99999970e-02, -2.84537137e-01, -1.90369971e-02, 3.88325155e-02
-3.90814853e+00, 3.27404404e+00, 4.99999970e-02, 1.20572232e-01, 1.00340796e+00, 1.23030832e-02
-3.86693573e+00, 3.49583578e+00, 4.99999970e-02, 1.17805451e-01, 1.00399745e+00, 1.12198191e-02
5.33179283e-01, 2.24721417e-01, 4.99999970e-02, -2.88986742e-01, -1.96001809e-02, 4.02753465e-02
5.21277785e-01, 2.50988901e-01, 4.99999970e-02, -2.93818146e-01, -1.96608957e-02, 4.04556245e-02
5.08180797e-01, 2.76682884e-01, 4.99999970e-02, -2.99030691e-01, -1.90202408e-02, 3.93959545e-02
1.73261929e+00, -1.83390367e+00, 4.99999970e-02, -1.17426753e-01, 1.23767936e+00, -2.21020505e-02
1.87061310e+00, -1.98616600e+00, 4.99999970e-02, -1.05798669e-01, 1.22724390e+00, -1.63661446e-02
4.93738085e-01, 3.01699638e-01, 4.99999970e-02, -3.04521739e-01, -1.74119007e-02, 3.71703506e-02
-1.87626851e+00, 1.32436290e-01, 4.99999970e-02, 2.58555412e-01, 8.93172085e-01, 1.60600711e-02
3.96238613e+00, 1.16064465e+00, 4.99999970e-02, -6.12715259e-02, 1.00387764e+00, -5.93352690e-02
-3.52950644e+00, -9.03483927e-02, 4.99999970e-02, 1.71751305e-01, 9.86289561e-01, -1.93833490e-03
2.79240203e+00, 4.64238453e+00, 4.99999970e-02, -4.35151942e-02, 1.09810424e+00, -2.52461829e-03
4.78031605e-01, 3.25886041e-01, 4.99999970e-02, -3.10296685e-01, -1.46511225e-02, 3.39041352e-02
4.61196333e-01, 3.49291354e-01, 4.99999970e-02, -3.16541821e-01, -1.05031701e-02, 2.97138449e-02
6.78310728e+00, -4.21331310e+00, 4.99999970e-02, -2.06274521e-02, 1.10328794e+00, 7.43626524e-03
7.71401644e+00, -8.64632547e-01, 4.99999970e-02, -3.63025186e-03, 8.11168015e-01, 3.18144150e-02
4.43258941e-01, 3.71864319e-01, 4.99999970e-02, -3.23206365e-01, -4.67059761e-03, 2.47501172e-02
-2.26880503e+00, 9.38739479e-01, 4.99999970e-02, 1.89957574e-01, 9.61561203e-01, 5.81300035e-02
2.52821207e+00, -7.55793929e-01, 4.99999970e-02, -1.37264773e-01, 6.35052323e-01, 6.20517805e-02
2.39478397e+00, -8.89312506e-01, 4.99999970e-02, -1.42843872e-01, 8.07782531e-01, 5.75577617e-02
6.85440838e-01, 4.42180109e+00, 4.99999970e-02, -8.06120038e-03, 1.11043251e+00, 7.12576834e-03
5.90306222e-01, 4.22906780e+00, 4.99999970e-02, -6.68460503e-03, 1.11535966e+00, 1.22358920e-02
-1.62758648e+00, 3.11293054e+00, 4.99999970e-02, 8.07002932e-02, 1.04399812e+00, 5.21525182e-02
-1.38737237e+00, 3.53679037e+00, 4.99999970e-02, 6.76059648e-02, 1.05337000e+00, 3.99541669e-02
4.24206346e-01, 3.93552423e-01, 4.99999970e-02, -3.30319941e-01, 3.07164295e-03, 1.91687271e-02
4.04054701e-01, 4.14241314e-01, 4.99999970e-02, -3.37957948e-01, 1.29538141e-02, 1.31065091e-02
-3.58719110e+00, 1.65297663e+00, 4.99999970e-02, 1.48030445e-01, 9.97033775e-01, 2.24005822e-02
3.82860839e-01, 4.33863908e-01, 4.99999970e-02, -3.46176594e-01, 2.52145100e-02, 6.80401316e-03
4.62646008e+00, -3.27316785e+00, 4.99999970e-02, -4.15448509e-02, 1.15606999e+00, 1.81219932e-02
4.45056581e+00, -3.26270747e+00, 4.99999970e-02, -4.33320366e-02, 1.15802443e+00, 1.77879669e-02
-8.17872226e-01, 2.26800036e+00, 4.99999970e-02, 5.12852781e-02, 1.07941568e+00, 1.12763017e-01
3.60712230e-01, 4.52361703e-01, 4.99999970e-02, -3.54913652e-01, 4.01178971e-02, 5.18991146e-04
6.45820570e+00, -9.34786946e-02, 4.99999970e-02, -9.55225993e-03, 4.15050983e-01, 6.39285007e-03
6.59320641e+00, -2.02265114e-01, 4.99999970e-02, -8.61139130e-03, 4.44588155e-01, 1.22545036e-02
3.37721765e-01, 4.69761223e-01, 4.99999970e-02, -3.64107072e-01, 5.78857288e-02, -5.49615128e-03
3.86166739e+00, -1.31947136e+00, 4.99999970e-02, -6.49866760e-02, 1.07915342e+00, 5.44263609e-02
-1.32081199e+00, 6.56626299e-02, 4.99999970e-02, 3.51569057e-01, 7.77831435e-01, 2.01858878e-02
-1.36930466e+00, 3.56028154e-02, 4.99999970e-02, 3.45275134e-01, 7.94189394e-01, 1.12653822e-02
-1.32244492e+00, -2.18234083e-04, 4.99999970e-02, 3.48889381e-01, 7.79496670e-01, -2.34904513e-03
3.13909113e-01, 4.86045152e-01, 4.99999970e-02, -3.73803347e-01, 7.86691830e-02, -1.09451171e-02
-4.33014107e+00, 2.97463822e+00, 4.99999970e-02, 1.26383111e-01, 1.00102103e+00, 8.17455910e-03
