
[Name]
symmetry 1

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ]
-6.64979875e-01, 3.19977313e-01, 4.99999970e-02, 4.12584722e-01, 5.43991625e-01, 4.21173096e-01
-6.33397102e-01, 3.04780245e-01, 4.99999970e-02, 4.17287260e-01, 5.02608955e-01, 4.43778127e-01
5.60236454e-01, 4.24300432e-01, 4.99999970e-02, -3.03372443e-01, 5.25781363e-02, 2.92435586e-02
5.33641696e-01, 4.04158682e-01, 4.99999970e-02, -3.06887805e-01, 2.89597176e-02, 3.18059623e-02
-6.79989219e-01, 2.86394835e-01, 4.99999970e-02, 4.47122604e-01, 5.10473907e-01, 3.83875996e-01
-6.47705734e-01, 2.72797883e-01, 4.99999970e-02, 4.54663485e-01, 4.66970354e-01, 4.05086756e-01
5.38503885e-01, 4.51768070e-01, 4.99999970e-02, -3.07618827e-01, 7.75473416e-02, 2.18059011e-02
5.12927353e-01, 4.30311322e-01, 4.99999970e-02, -3.11698020e-01, 4.80565131e-02, 2.45326329e-02
-6.93376601e-01, 2.52150476e-01, 4.99999970e-02, 4.78466332e-01, 4.80044574e-01, 3.43338192e-01
-6.60461307e-01, 2.40180567e-01, 4.99999970e-02, 4.88621861e-01, 4.34538037e-01, 3.62781286e-01
5.15428841e-01, 4.78182584e-01, 4.99999970e-02, -3.12204093e-01, 1.07179582e-01, 1.40831191e-02
4.90931541e-01, 4.55455691e-01, 4.99999970e-02, -3.16873550e-01, 7.11440369e-02, 1.67695247e-02
-7.05244482e-01, 2.17346519e-01, 4.99999970e-02, 5.06302178e-01, 4.53075200e-01, 2.99849093e-01
-6.71747446e-01, 2.07023084e-01, 4.99999970e-02, 5.18808544e-01, 4.05722409e-01, 3.17196250e-01
4.90964353e-01, 5.03341854e-01, 4.99999970e-02, -3.17200333e-01, 1.41717970e-01, 6.59073796e-03
4.67624933e-01, 4.79414076e-01, 4.99999970e-02, -3.22478324e-01, 9.85195041e-02, 8.95122439e-03
-7.15244770e-01, 1.81903005e-01, 4.99999970e-02, 5.30429006e-01, 4.29664314e-01, 2.53840566e-01
-6.81268632e-01, 1.73262149e-01, 4.99999970e-02, 5.44982314e-01, 3.80672485e-01, 2.68781334e-01
4.65179920e-01, 5.27149498e-01, 4.99999970e-02, -3.22667301e-01, 1.81273952e-01, -1.26753177e-04
4.43073779e-01, 5.02098262e-01, 4.99999970e-02, -3.28568131e-01, 1.30389035e-01, 1.54888246e-03
-7.23248422e-01, 1.45999759e-01, 4.99999970e-02, 5.50540745e-01, 4.10022795e-01, 2.05734745e-01
-6.88911080e-01, 1.39068305e-01, 4.99999970e-02, 5.66803515e-01, 3.59647095e-01, 2.17995673e-01
4.38206792e-01, 5.49546540e-01, 4.99999970e-02, -3.28614831e-01, 2.25957677e-01, -5.52006625e-03
4.17397022e-01, 5.23449183e-01, 4.99999970e-02, -3.35159868e-01, 1.66947365e-01, -4.94801346e-03
-7.29579926e-01, 1.09781094e-01, 4.99999970e-02, 5.66395879e-01, 3.94533306e-01, 1.55870438e-01
-6.94947779e-01, 1.04570001e-01, 4.99999970e-02, 5.84016860e-01, 3.43049228e-01, 1.65252134e-01
4.10266399e-01, 5.70668697e-01, 4.99999970e-02, -3.34986001e-01, 2.75886536e-01, -9.03474540e-03
3.90786022e-01, 5.43572128e-01, 4.99999970e-02, -3.42222035e-01, 2.08405301e-01, -1.00387819e-02
-7.34141111e-01, 7.32984170e-02, 4.99999970e-02, 5.77827454e-01, 3.83408904e-01, 1.04647234e-01
-6.99292898e-01, 6.98191077e-02, 4.99999970e-02, 5.96434295e-01, 3.31110090e-01, 1.10998541e-01
3.81372511e-01, 5.90502441e-01, 4.99999970e-02, -3.41752261e-01, 3.30796272e-01, -1.01289600e-02
3.63256127e-01, 5.62451959e-01, 4.99999970e-02, -3.49697709e-01, 2.54748315e-01, -1.32058002e-02
-7.36881018e-01, 3.66339535e-02, 4.99999970e-02, 5.84732115e-01, 3.76712501e-01, 5.25256656e-02
-7.01902747e-01, 3.48950215e-02, 4.99999970e-02, 6.03937387e-01, 3.23915809e-01, 5.57320900e-02
3.51505220e-01, 6.08880818e-01, 4.99999970e-02, -3.48894745e-01, 3.89814943e-01, -8.33708607e-03
3.34800750e-01, 5.79945147e-01, 4.99999970e-02, -3.57586712e-01, 3.05426985e-01, -1.39643662e-02
-7.37791061e-01, -1.21488934e-04, 4.99999970e-02, 5.87042034e-01, 3.74506056e-01, -4.84529883e-05
-7.02769578e-01, -1.15716299e-04, 4.99999970e-02, 6.06448829e-01, 3.21538866e-01, -4.26662154e-05
3.05407941e-01, 5.95850050e-01, 4.99999970e-02, -3.65836233e-01, 3.59655470e-01, -1.18985102e-02
-7.36868978e-01, -3.68766561e-02, 4.99999970e-02, 5.84735096e-01, 3.76817703e-01, -5.26246876e-02
-7.01891243e-01, -3.51261869e-02, 4.99999970e-02, 6.03941262e-01, 3.24010104e-01, -5.58203384e-02
2.75314033e-01, 6.10260010e-01, 4.99999970e-02, -3.74200791e-01, 4.16944921e-01, -6.62915828e-03
-7.34117270e-01, -7.35403076e-02, 4.99999970e-02, 5.77830851e-01, 3.83621573e-01, -1.04754068e-01
-6.99270129e-01, -7.00494871e-02, 4.99999970e-02, 5.96439421e-01, 3.31299067e-01, -1.11096248e-01
2.44581342e-01, 6.23312414e-01, 4.99999970e-02, -3.82463306e-01, 4.76725757e-01, 2.21811631e-03
-7.29544103e-01, -1.10021599e-01, 4.99999970e-02, 5.66394508e-01, 3.94854128e-01, -1.55993924e-01
-6.94913626e-01, -1.04799069e-01, 4.99999970e-02, 5.84018350e-01, 3.43331367e-01, -1.65367275e-01
2.13212967e-01, 6.34796917e-01, 4.99999970e-02, -3.90414864e-01, 5.37753344e-01, 1.48527278e-02
-7.23200738e-01, -1.46238118e-01, 4.99999970e-02, 5.50527215e-01, 4.10445392e-01, -2.05886424e-01
-6.88865721e-01, -1.39295384e-01, 4.99999970e-02, 5.66794753e-01, 3.60016316e-01, -2.18137354e-01
1.81250557e-01, 6.44551039e-01, 4.99999970e-02, -3.97780627e-01, 5.98608136e-01, 3.12966295e-02
-7.15183914e-01, -1.82138279e-01, 4.99999970e-02, 5.30394495e-01, 4.30172712e-01, -2.54031956e-01
-6.81210816e-01, -1.73486337e-01, 4.99999970e-02, 5.44954777e-01, 3.81116331e-01, -2.68958330e-01
1.48884982e-01, 6.52649343e-01, 4.99999970e-02, -4.04161274e-01, 6.58366323e-01, 5.15624769e-02
-7.05172956e-01, -2.17578471e-01, 4.99999970e-02, 5.06237090e-01, 4.53644216e-01, -3.00087810e-01
-6.71679199e-01, -2.07244009e-01, 4.99999970e-02, 5.18753648e-01, 4.06223118e-01, -3.17414373e-01
1.16187021e-01, 6.59259915e-01, 4.99999970e-02, -4.09146637e-01, 7.16256559e-01, 7.55997673e-02
-6.93294168e-01, -2.52379447e-01, 4.99999970e-02, 4.78362441e-01, 4.80640888e-01, -3.43626231e-01
-6.60382628e-01, -2.40398586e-01, 4.99999970e-02, 4.88531679e-01, 4.35071826e-01, -3.63042384e-01
8.31998140e-02, 6.64254189e-01, 4.99999970e-02, -4.12351429e-01, 7.71169484e-01, 1.03175476e-01
-6.79892123e-01, -2.86617845e-01, 4.99999970e-02, 4.46977258e-01, 5.11062145e-01, -3.84207904e-01
-6.47613645e-01, -2.73010433e-01, 4.99999970e-02, 4.54534441e-01, 4.67511147e-01, -4.05387223e-01
4.99968007e-02, 6.67589307e-01, 4.99999970e-02, -4.13390815e-01, 8.21976364e-01, 1.33911401e-01
-6.64873600e-01, -3.20195198e-01, 4.99999970e-02, 4.12399381e-01, 5.44543028e-01, -4.21535313e-01
-6.33296072e-01, -3.04987848e-01, 4.99999970e-02, 4.17119652e-01, 5.03134847e-01, -4.44107980e-01
1.66693833e-02, 6.69270992e-01, 4.99999970e-02, -4.11875337e-01, 8.67786407e-01, 1.67365760e-01
-6.48048520e-01, -3.52933884e-01, 4.99999970e-02, 3.75000119e-01, 5.80578625e-01, -4.55396593e-01
-6.17273390e-01, -3.36173385e-01, 4.99999970e-02, 3.76706213e-01, 5.41379571e-01, -4.78933305e-01
-1.67092048e-02, 6.69270098e-01, 4.99999970e-02, -4.07443315e-01, 9.07849252e-01, 2.03012928e-01
-6.29581213e-01, -3.84731561e-01, 4.99999970e-02, 3.35225940e-01, 6.18830323e-01, -4.85490054e-01
-5.99691391e-01, -3.66466224e-01, 4.99999970e-02, 3.33794445e-01, 5.81841648e-01, -5.09551167e-01
-5.00373505e-02, 6.67598665e-01, 4.99999970e-02, -3.99770319e-01, 9.41588819e-01, 2.40266159e-01
-6.09750628e-01, -4.15706128e-01, 4.99999970e-02, 2.93449581e-01, 6.59002066e-01, -5.11502981e-01
-5.80788374e-01, -3.95960957e-01, 4.99999970e-02, 2.88773507e-01, 6.24172151e-01, -5.35658658e-01
-8.32449123e-02, 6.64257348e-01, 4.99999970e-02, -3.88582855e-01, 9.68600094e-01, 2.78502524e-01
-5.88438094e-01, -4.45734203e-01, 4.99999970e-02, 2.50095725e-01, 7.00621247e-01, -5.33318758e-01
-5.60467422e-01, -4.24547076e-01, 4.99999970e-02, 2.42122605e-01, 6.67843401e-01, -5.57152390e-01
-1.16228648e-01, 6.59248650e-01, 4.99999970e-02, -3.73673737e-01, 9.88661468e-01, 3.17086339e-01
-5.65559268e-01, -4.74631935e-01, 4.99999970e-02, 2.05551147e-01, 7.43099689e-01, -5.50864577e-01
-5.38664520e-01, -4.52061325e-01, 4.99999970e-02, 1.94122463e-01, 7.12087929e-01, -5.73911190e-01
-1.48925826e-01, 6.52635157e-01, 4.99999970e-02, -3.54884297e-01, 1.00172734e+00, 3.55398148e-01
-5.41127622e-01, -5.02243876e-01, 4.99999970e-02, 1.60348535e-01, 7.85971940e-01, -5.64104497e-01
-5.15397847e-01, -4.78363007e-01, 4.99999970e-02, 1.45377710e-01, 7.56326675e-01, -5.86024225e-01
-1.81254908e-01, 6.44408584e-01, 4.99999970e-02, -3.32127213e-01, 1.00787187e+00, 3.92822862e-01
-5.15407741e-01, -5.28626442e-01, 4.99999970e-02, 1.14886403e-01, 8.28811526e-01, -5.72942853e-01
-4.90899742e-01, -5.03489912e-01, 4.99999970e-02, 9.63463485e-02, 8.00277054e-01, -5.93069196e-01
-2.13157743e-01, 6.34651005e-01, 4.99999970e-02, -3.05413336e-01, 1.00721443e+00, 4.28740382e-01
-4.88403916e-01, -5.53736150e-01, 4.99999970e-02, 6.92627877e-02, 8.70953798e-01, -5.77307284e-01
-4.65176672e-01, -5.27401865e-01, 4.99999970e-02, 4.78544831e-02, 8.43139231e-01, -5.94858706e-01
-3.75465870e+00, -1.10344028e+00, 4.99999970e-02, 1.57202676e-01, 9.94442463e-01, -1.54398531e-02
-3.92988372e+00, -1.20854950e+00, 4.99999970e-02, 1.54492661e-01, 9.96257067e-01, -1.34042380e-02
-3.80189800e+00, -1.28640246e+00, 4.99999970e-02, 1.53999835e-01, 9.95772839e-01, -1.61848012e-02
4.29249859e+00, -4.66721916e+00, 4.99999970e-02, -4.17244546e-02, 1.07571316e+00, 3.11485981e-03
4.49072504e+00, -4.71130180e+00, 4.99999970e-02, -4.06072028e-02, 1.06299329e+00, 2.43973685e-03
4.43665457e+00, -4.47605705e+00, 4.99999970e-02, -4.07957584e-02, 1.10515249e+00, 5.60982758e-03
4.15143347e+00, -4.49043465e+00, 4.99999970e-02, -4.25466709e-02, 1.10723984e+00, 5.45632234e-03
-2.44540140e-01, 6.23242557e-01, 4.99999970e-02, -2.74816543e-01, 9.99940932e-01, 4.62525338e-01
1.80165708e+00, 2.35657454e+00, 4.99999970e-02, -8.62515345e-02, 1.20570147e+00, 2.07641795e-02
1.58805704e+00, 2.35503650e+00, 4.99999970e-02, -8.56182501e-02, 1.20497084e+00, 2.97603831e-02
1.72414255e+00, 2.17167926e+00, 4.99999970e-02, -9.63569507e-02, 1.21652567e+00, 2.45997515e-02
-4.54272938e+00, 2.62491226e+00, 4.99999970e-02, 1.31624028e-01, 1.00033379e+00, 6.33747270e-03
-4.40932512e+00, 2.78399968e+00, 4.99999970e-02, 1.29215956e-01, 1.00061560e+00, 7.68323429e-03
-4.59306908e+00, 2.76794577e+00, 4.99999970e-02, 1.29616559e-01, 1.00030732e+00, 5.13781700e-03
-4.43472195e+00, -8.18414271e-01, 4.99999970e-02, 1.56159982e-01, 9.98570859e-01, -4.80361097e-03
-4.62265635e+00, -9.69192266e-01, 4.99999970e-02, 1.54018208e-01, 9.99401391e-01, -3.71812168e-03
-4.40128565e+00, -1.07306206e+00, 4.99999970e-02, 1.53863221e-01, 9.98649478e-01, -6.32958207e-03
-4.60105658e-01, -5.77356160e-01, 4.99999970e-02, 2.42162235e-02, 9.11746562e-01, -5.77267051e-01
-4.38230157e-01, -5.49905837e-01, 4.99999970e-02, 6.83651771e-04, 8.84113252e-01, -5.91990173e-01
6.17119122e+00, 6.68478668e-01, 4.99999970e-02, -1.37601141e-02, 6.62913501e-01, -3.86898853e-02
6.22165966e+00, 4.63773489e-01, 4.99999970e-02, -1.27146170e-02, 5.35346210e-01, -3.00044045e-02
6.39111376e+00, 6.13201737e-01, 4.99999970e-02, -1.09067596e-02, 6.36127174e-01, -3.52766514e-02
-1.70359087e+00, 4.99881953e-01, 4.99999970e-02, 2.53463924e-01, 8.93837929e-01, 7.32923746e-02
-1.91503096e+00, 4.59277004e-01, 4.99999970e-02, 2.38450900e-01, 9.12122905e-01, 5.17571829e-02
-1.79422402e+00, 3.05248350e-01, 4.99999970e-02, 2.60093987e-01, 8.89124393e-01, 4.33354080e-02
-1.37366927e+00, -9.57983255e-01, 4.99999970e-02, 2.03050509e-01, 9.35075521e-01, -1.51866212e-01
-1.22389436e+00, -7.74808049e-01, 4.99999970e-02, 2.42568895e-01, 8.95728827e-01, -1.78447112e-01
-1.46310067e+00, -7.44001210e-01, 4.99999970e-02, 2.40580797e-01, 9.02411282e-01, -1.28440827e-01
8.01497555e+00, 2.12454367e+00, 4.99999970e-02, -6.67861989e-03, 1.12994063e+00, -2.23852638e-02
8.13832283e+00, 2.27567601e+00, 4.99999970e-02, -6.37223758e-03, 1.13188994e+00, -2.09076852e-02
7.96172905e+00, 2.29974174e+00, 4.99999970e-02, -7.64185237e-03, 1.13366842e+00, -2.11074650e-02
-2.75305271e-01, 6.10324085e-01, 4.99999970e-02, -2.40501538e-01, 9.86428201e-01, 4.93613720e-01
4.38373137e+00, 1.63467991e+00, 4.99999970e-02, -4.94396836e-02, 1.14883196e+00, -4.40897867e-02
4.28162575e+00, 1.86265028e+00, 4.99999970e-02, -5.11753485e-02, 1.17123497e+00, -3.80933173e-02
4.14597368e+00, 1.71070492e+00, 4.99999970e-02, -5.53825684e-02, 1.16541529e+00, -4.16589864e-02
-2.67662239e+00, -3.39832520e+00, 4.99999970e-02, 1.04198933e-01, 1.01838255e+00, -2.70764027e-02
-2.88642311e+00, -3.43054938e+00, 4.99999970e-02, 1.08135559e-01, 1.01476371e+00, -2.35765353e-02
-2.79115367e+00, -3.67204881e+00, 4.99999970e-02, 1.03058308e-01, 1.01729763e+00, -2.08159499e-02
-4.30659115e-01, -5.99502802e-01, 4.99999970e-02, -1.94898583e-02, 9.50726390e-01, -5.73021472e-01
-4.10191685e-01, -5.71010590e-01, 4.99999970e-02, -4.51962240e-02, 9.22798455e-01, -5.84583640e-01
-1.73365569e+00, 2.78437781e+00, 4.99999970e-02, 9.10333395e-02, 1.03775311e+00, 6.16648309e-02
-1.86894786e+00, 2.84061456e+00, 4.99999970e-02, 9.45663899e-02, 1.03359532e+00, 5.60414977e-02
-1.90432620e+00, 2.67131257e+00, 4.99999970e-02, 1.00307181e-01, 1.03023338e+00, 6.06990382e-02
5.77136517e+00, -2.54547071e+00, 4.99999970e-02, -2.78655570e-02, 1.15251601e+00, 2.57343929e-02
5.59171581e+00, -2.53073907e+00, 4.99999970e-02, -3.00835166e-02, 1.15493596e+00, 2.64334884e-02
5.69022989e+00, -2.72541618e+00, 4.99999970e-02, -2.93738358e-02, 1.15179217e+00, 2.40357574e-02
6.58938980e+00, 2.65311629e-01, 4.99999970e-02, -8.48937035e-03, 4.66257215e-01, -1.70066319e-02
6.62100220e+00, 4.16628160e-02, 4.99999970e-02, -8.23664200e-03, 4.22880888e-01, -2.44519510e-03
6.76832533e+00, 2.07120582e-01, 4.99999970e-02, -7.19955657e-03, 4.58135158e-01, -1.30382450e-02
-3.05447280e-01, 5.95909894e-01, 4.99999970e-02, -2.02695504e-01, 9.67050314e-01, 5.21494508e-01
4.29943085e+00, 2.01050591e+00, 4.99999970e-02, -5.04454896e-02, 1.17529356e+00, -3.47114876e-02
4.11265039e+00, 1.97398221e+00, 4.99999970e-02, -5.45182601e-02, 1.17809963e+00, -3.52766886e-02
8.66400909e+00, -3.92867041e+00, 4.99999970e-02, -5.19500580e-03, 1.10189712e+00, 8.40005744e-03
8.64316845e+00, -4.13631582e+00, 4.99999970e-02, -5.60306059e-03, 1.08786345e+00, 6.27700798e-03
8.87731743e+00, -4.04527998e+00, 4.99999970e-02, -3.63516039e-03, 1.09221160e+00, 7.04487087e-03
-4.00114983e-01, -6.20062411e-01, 4.99999970e-02, -6.17295690e-02, 9.87498760e-01, -5.64727783e-01
-3.81111652e-01, -5.90612471e-01, 4.99999970e-02, -8.94601345e-02, 9.58658993e-01, -5.72729051e-01
6.07615757e+00, 1.50300086e-01, 4.99999970e-02, -1.30766146e-02, 3.98540288e-01, -1.11059835e-02
6.25899649e+00, 2.37549946e-01, 4.99999970e-02, -1.16445431e-02, 4.36155468e-01, -1.71448421e-02
6.06325245e+00, 3.63888800e-01, 4.99999970e-02, -1.40128564e-02, 4.73387152e-01, -2.54671946e-02
-1.44993886e-01, 2.26031399e+00, 4.99999970e-02, -9.33317468e-03, 1.13490903e+00, 1.14576869e-01
-2.43741259e-01, 2.11273098e+00, 4.99999970e-02, -6.23617182e-03, 1.13029671e+00, 1.28930539e-01
-7.61133954e-02, 2.05912900e+00, 4.99999970e-02, -2.43073143e-02, 1.14867079e+00, 1.30449519e-01
-1.89609838e+00, 2.16357613e+00, 4.99999970e-02, 1.17255576e-01, 1.01889729e+00, 7.56390020e-02
-2.10268927e+00, 2.10363436e+00, 4.99999970e-02, 1.25128612e-01, 1.01225185e+00, 6.91802651e-02
-1.95176232e+00, 1.98373652e+00, 4.99999970e-02, 1.26987860e-01, 1.01147175e+00, 7.86053091e-02
-3.34730178e-01, 5.79837143e-01, 4.99999970e-02, -1.61751524e-01, 9.42269444e-01, 5.45639157e-01
1.55754220e+00, -1.92960036e+00, 4.99999970e-02, -1.12762004e-01, 1.23278952e+00, -3.37963775e-02
1.55876970e+00, -2.18336058e+00, 4.99999970e-02, -9.62186381e-02, 1.21590579e+00, -3.26886848e-02
1.69836795e+00, -2.02678967e+00, 4.99999970e-02, -1.05629720e-01, 1.22593236e+00, -2.56035831e-02
-2.20713973e+00, 1.51093554e+00, 4.99999970e-02, 1.56332031e-01, 9.88742352e-01, 7.02391937e-02
-2.43527246e+00, 1.51137495e+00, 4.99999970e-02, 1.57620206e-01, 9.88661587e-01, 5.84154092e-02
-2.31859398e+00, 1.34159458e+00, 4.99999970e-02, 1.65816635e-01, 9.81758118e-01, 6.39490262e-02
8.85628223e+00, -1.12625265e+00, 4.99999970e-02, -4.41607961e-04, 9.34588552e-01, 2.80755665e-02
8.97315788e+00, -9.70963061e-01, 4.99999970e-02, -2.16646862e-04, 8.72048676e-01, 2.73529328e-02
8.83930683e+00, -9.13899302e-01, 4.99999970e-02, -1.50522654e-04, 8.44702065e-01, 2.76365262e-02
-3.68728638e-01, -6.39226615e-01, 4.99999970e-02, -1.02238327e-01, 1.02160120e+00, -5.52387953e-01
-3.51215929e-01, -6.08866692e-01, 4.99999970e-02, -1.31736636e-01, 9.91115928e-01, -5.56597352e-01
3.53938389e+00, 1.12263691e+00, 4.99999970e-02, -7.73266703e-02, 9.83232021e-01, -6.11850023e-02
3.61177111e+00, 1.28134012e+00, 4.99999970e-02, -7.36121535e-02, 1.07536638e+00, -5.55890389e-02
3.44249582e+00, 1.31188345e+00, 4.99999970e-02, -7.99452588e-02, 1.09510136e+00, -5.34598380e-02
-4.69819450e+00, 2.32632542e+00, 4.99999970e-02, 1.35791838e-01, 1.00009072e+00, 4.27628309e-03
-4.53456593e+00, 2.38377833e+00, 4.99999970e-02, 1.34961978e-01, 1.00021219e+00, 6.58341357e-03
-4.67871428e+00, 2.50356507e+00, 4.99999970e-02, 1.33524746e-01, 1.00009537e+00, 4.45002550e-03
-1.78335035e+00, 3.71794009e+00, 4.99999970e-02, 7.84773380e-02, 1.04090738e+00, 3.01131997e-02
-1.89420867e+00, 3.50157738e+00, 4.99999970e-02, 8.38469490e-02, 1.03726888e+00, 3.55489403e-02
-1.64260972e+00, 3.57077527e+00, 4.99999970e-02, 7.53203109e-02, 1.04494870e+00, 3.67868803e-02
-3.63198906e-01, 5.62437773e-01, 4.99999970e-02, -1.17888138e-01, 9.12796021e-01, 5.65678239e-01
-3.14084888e+00, -1.21924925e+00, 4.99999970e-02, 1.61889613e-01, 9.88514125e-01, -2.96482462e-02
-3.05213642e+00, -1.41155386e+00, 4.99999970e-02, 1.56950235e-01, 9.90838706e-01, -3.42910476e-02
-2.92161846e+00, -1.21918428e+00, 4.99999970e-02, 1.64458096e-01, 9.85636890e-01, -3.61128114e-02
-3.36462200e-01, -6.56960428e-01, 4.99999970e-02, -1.40588388e-01, 1.05245912e+00, -5.36198258e-01
-3.20474327e-01, -6.25743270e-01, 4.99999970e-02, -1.71508744e-01, 1.01956058e+00, -5.36394477e-01
6.11505079e+00, -5.24859689e-02, 4.99999970e-02, -1.24585358e-02, 3.83994550e-01, 3.82171222e-03
6.23818588e+00, 6.43443540e-02, 4.99999970e-02, -1.15201445e-02, 3.94081771e-01, -4.56007337e-03
-4.17505980e+00, 1.14812970e+00, 4.99999970e-02, 1.53653383e-01, 9.97643292e-01, 9.70892701e-03
-4.14965963e+00, 9.11054790e-01, 4.99999970e-02, 1.56976506e-01, 9.96953011e-01, 8.37263279e-03
-3.96976042e+00, 1.03380656e+00, 4.99999970e-02, 1.56973064e-01, 9.95828390e-01, 1.16886729e-02
2.98494864e+00, -4.58654356e+00, 4.99999970e-02, -4.42805663e-02, 1.10584807e+00, 3.17124324e-03
2.98057079e+00, -4.78502941e+00, 4.99999970e-02, -4.40060794e-02, 1.06671774e+00, 1.45785359e-03
3.98303598e-01, 2.41139841e+00, 4.99999970e-02, -4.46036085e-02, 1.16611934e+00, 8.55419114e-02
3.31483662e-01, 2.55620885e+00, 4.99999970e-02, -3.30910049e-02, 1.15417516e+00, 8.04826394e-02
2.21035197e-01, 2.34188318e+00, 4.99999970e-02, -3.70083265e-02, 1.15809739e+00, 9.65670496e-02
2.30225801e+00, -1.31069696e+00, 4.99999970e-02, -1.32924423e-01, 1.16028297e+00, 2.93104034e-02
2.26579499e+00, -1.50338542e+00, 4.99999970e-02, -1.25618011e-01, 1.21545100e+00, 1.61060076e-02
2.47949481e+00, -1.42984414e+00, 4.99999970e-02, -1.20391123e-01, 1.18508446e+00, 2.91106366e-02
-3.90877098e-01, 5.43739319e-01, 4.99999970e-02, -7.14069158e-02, 8.79233718e-01, 5.81318319e-01
6.65223885e+00, -1.80176556e+00, 4.99999970e-02, -1.53339515e-02, 1.12491715e+00, 3.10070068e-02
6.60325193e+00, -2.00571847e+00, 4.99999970e-02, -1.66934729e-02, 1.13889575e+00, 2.86985058e-02
6.82477903e+00, -1.94210577e+00, 4.99999970e-02, -1.44594461e-02, 1.13307667e+00, 2.85766665e-02
3.10855532e+00, -4.69020557e+00, 4.99999970e-02, -4.43710983e-02, 1.08601308e+00, 2.25262064e-03
-2.18950224e+00, 2.67337769e-01, 4.99999970e-02, 2.26467311e-01, 9.29326057e-01, 2.26865578e-02
-1.99174440e+00, 2.79019445e-01, 4.99999970e-02, 2.40850449e-01, 9.11370575e-01, 2.98429038e-02
-2.08241963e+00, 4.01355475e-01, 4.99999970e-02, 2.29049265e-01, 9.24412727e-01, 3.80450711e-02
-3.03222716e-01, -6.72813594e-01, 4.99999970e-02, -1.76688716e-01, 1.07938623e+00, -5.16457140e-01
-2.88819760e-01, -6.40855014e-01, 4.99999970e-02, -2.08575249e-01, 1.04328346e+00, -5.12475073e-01
-4.17566627e-01, 5.23617506e-01, 4.99999970e-02, -2.29183435e-02, 8.42112541e-01, 5.92233241e-01
-2.69301742e-01, -6.87027037e-01, 4.99999970e-02, -2.10070640e-01, 1.10187840e+00, -4.93422896e-01
-2.56512791e-01, -6.54400408e-01, 4.99999970e-02, -2.42599607e-01, 1.06175721e+00, -4.85205173e-01
-9.21048641e-01, 1.55889070e+00, 4.99999970e-02, 8.83374065e-02, 1.04500127e+00, 1.75990790e-01
-1.12920785e+00, 1.53471029e+00, 4.99999970e-02, 1.13470979e-01, 1.02309120e+00, 1.57094270e-01
-1.00978994e+00, 1.39111745e+00, 4.99999970e-02, 1.13514535e-01, 1.02131140e+00, 1.86864391e-01
8.10227013e+00, 4.16969347e+00, 4.99999970e-02, -9.89214610e-03, 1.09150732e+00, -6.40291208e-03
8.04027081e+00, 3.99278712e+00, 4.99999970e-02, -1.01752225e-02, 1.10505235e+00, -8.36037006e-03
8.19931030e+00, 3.96098542e+00, 4.99999970e-02, -9.00147203e-03, 1.10459685e+00, -8.42968654e-03
-4.43217278e-01, 5.02169073e-01, 4.99999970e-02, 2.71143205e-02, 8.02039981e-01, 5.98373830e-01
7.91818333e+00, 4.06268501e+00, 4.99999970e-02, -1.10854227e-02, 1.10178399e+00, -7.74030574e-03
-2.34706700e-01, -6.99583352e-01, 4.99999970e-02, -2.40568087e-01, 1.11944294e+00, -4.67404783e-01
-2.23561525e-01, -6.66363001e-01, 4.99999970e-02, -2.73318559e-01, 1.07455587e+00, -4.54963624e-01
-2.95575213e+00, 3.76937556e+00, 4.99999970e-02, 1.04744673e-01, 1.01484680e+00, 1.75964776e-02
-2.79888821e+00, 3.80811119e+00, 4.99999970e-02, 1.02228351e-01, 1.01747036e+00, 1.83849819e-02
-2.92340159e+00, 3.90166521e+00, 4.99999970e-02, 1.03326105e-01, 1.01548982e+00, 1.57257933e-02
-1.22421548e-01, -2.56002522e+00, 4.99999970e-02, -3.39529850e-03, 1.12686849e+00, -9.14724097e-02
-3.05147432e-02, -2.34350538e+00, 4.99999970e-02, -1.70567427e-02, 1.14099348e+00, -1.04882658e-01
-2.26980492e-01, -2.33090878e+00, 4.99999970e-02, -1.42130454e-03, 1.12592936e+00, -1.09732419e-01
-4.67715561e-01, 4.79393214e-01, 4.99999970e-02, 7.88182616e-02, 7.59588838e-01, 5.99431276e-01
-1.99533865e-01, -7.10304558e-01, 4.99999970e-02, -2.68088579e-01, 1.13151574e+00, -4.38733280e-01
-1.90062106e-01, -6.76586449e-01, 4.99999970e-02, -3.00586998e-01, 1.08117998e+00, -4.22228456e-01
6.71953106e+00, -4.03009272e+00, 4.99999970e-02, -2.09002811e-02, 1.11656880e+00, 9.75818466e-03
6.88096094e+00, -4.12048054e+00, 4.99999970e-02, -1.98558271e-02, 1.10966444e+00, 8.43503047e-03
6.94813919e+00, -3.94998789e+00, 4.99999970e-02, -1.91106461e-02, 1.11836481e+00, 1.02998419e-02
6.92526054e+00, -2.49139690e+00, 4.99999970e-02, -1.58782396e-02, 1.14186192e+00, 2.28504073e-02
6.89600706e+00, -2.71511960e+00, 4.99999970e-02, -1.67502165e-02, 1.14078295e+00, 2.10724846e-02
7.08523369e+00, -2.60894608e+00, 4.99999970e-02, -1.49803096e-02, 1.14004219e+00, 2.13956386e-02
