Points:0,Points:1,U:0,U:1,p
1.8787,0.061353,-0.07641,-0.0050342,-0.19809
1.9411,0.061251,-0.071174,-0.0052955,-0.19307
2.0036,0.06115,-0.065681,-0.0055286,-0.18807
2.066,0.061048,-0.059959,-0.0057362,-0.18311
2.1284,0.060946,-0.05403,-0.0059209,-0.17819
2.1908,0.060845,-0.047916,-0.0060849,-0.17332
2.2533,0.060743,-0.041635,-0.00623,-0.1685
2.3157,0.060641,-0.035206,-0.0063579,-0.16375
2.3781,0.06054,-0.028644,-0.00647,-0.15906
2.4405,0.060438,-0.021965,-0.0065677,-0.15444
2.503,0.060336,-0.015182,-0.0066519,-0.14989
2.5654,0.060235,-0.0083081,-0.0067237,-0.14543
2.6278,0.060133,-0.001355,-0.0067842,-0.14104
2.6902,0.060031,0.0056662,-0.006834,-0.13674
2.7527,0.05993,0.012745,-0.0068739,-0.13252
2.8151,0.059828,0.019873,-0.0069047,-0.12839
2.8775,0.059726,0.027039,-0.006927,-0.12435
2.9399,0.059625,0.034237,-0.0069413,-0.12039
3.0024,0.059523,0.041458,-0.0069483,-0.11653
3.0648,0.059421,0.048695,-0.0069484,-0.11276
3.1272,0.05932,0.05594,-0.0069421,-0.10908
3.1897,0.059218,0.063189,-0.0069299,-0.10548
3.2521,0.059116,0.070434,-0.0069122,-0.10198
3.3145,0.059015,0.07767,-0.0068894,-0.098574
3.3769,0.058913,0.084892,-0.0068618,-0.095253
3.4394,0.058811,0.092095,-0.0068298,-0.092022
3.5018,0.05871,0.099275,-0.0067938,-0.088879
3.5642,0.058608,0.10643,-0.006754,-0.085823
3.6266,0.058506,0.11355,-0.0067107,-0.082854
3.6891,0.058405,0.12063,-0.0066643,-0.079969
3.7515,0.058303,0.12768,-0.006615,-0.077168
3.8139,0.058201,0.13468,-0.0065629,-0.074449
3.8763,0.0581,0.14164,-0.0065085,-0.071812
3.9388,0.057998,0.14856,-0.0064518,-0.069253
4.0012,0.057896,0.15542,-0.0063932,-0.066773
4.0636,0.057795,0.16223,-0.0063328,-0.064368
4.126,0.057693,0.16899,-0.0062707,-0.062038
4.1885,0.057591,0.1757,-0.0062072,-0.059781
4.2509,0.05749,0.18234,-0.0061424,-0.057595
4.3133,0.057388,0.18893,-0.0060766,-0.055479
4.3757,0.057286,0.19545,-0.0060097,-0.05343
4.4382,0.057185,0.20192,-0.005942,-0.051448
4.5006,0.057083,0.20832,-0.0058737,-0.049529
4.563,0.056981,0.21466,-0.0058047,-0.047673
4.6254,0.05688,0.22094,-0.0057352,-0.045878
4.6879,0.056778,0.22715,-0.0056654,-0.044142
4.7503,0.056676,0.2333,-0.0055953,-0.042464
4.8127,0.056575,0.23938,-0.005525,-0.040841
4.8751,0.056473,0.24539,-0.0054546,-0.039272
4.9376,0.056371,0.25134,-0.0053837,-0.037758
5,0.05627,0.25723,-0.0053184,-0.036288
1.2496,0.12457,-0.090615,0.00091581,-0.24765
1.3121,0.12437,-0.090405,-0.0010806,-0.24289
1.3746,0.12417,-0.089124,-0.0026753,-0.23825
1.4371,0.12397,-0.087235,-0.0040539,-0.23347
1.4997,0.12377,-0.084754,-0.0052569,-0.2286
1.5622,0.12357,-0.081749,-0.0063109,-0.22365
1.6247,0.12337,-0.078278,-0.0072393,-0.21866
1.6872,0.12317,-0.074393,-0.008061,-0.21363
1.7497,0.12297,-0.070137,-0.0087904,-0.20857
1.8122,0.12277,-0.065547,-0.0094396,-0.20352
1.8747,0.12257,-0.060657,-0.010018,-0.19846
1.9372,0.12237,-0.055497,-0.010535,-0.19343
1.9997,0.12216,-0.050093,-0.010995,-0.18842
2.0622,0.12196,-0.04447,-0.011406,-0.18344
2.1247,0.12176,-0.038649,-0.011771,-0.17851
2.1872,0.12156,-0.03265,-0.012096,-0.17363
2.2497,0.12136,-0.026491,-0.012384,-0.1688
2.3122,0.12116,-0.020189,-0.012637,-0.16403
2.3747,0.12096,-0.013759,-0.01286,-0.15933
2.4372,0.12076,-0.0072159,-0.013054,-0.1547
2.4998,0.12056,-0.00057222,-0.013221,-0.15015
2.5623,0.12036,0.0061596,-0.013364,-0.14567
2.6248,0.12016,0.012968,-0.013484,-0.14128
2.6873,0.11996,0.019843,-0.013583,-0.13696
2.7498,0.11976,0.026774,-0.013663,-0.13273
2.8123,0.11956,0.033751,-0.013724,-0.12859
2.8748,0.11936,0.040767,-0.013768,-0.12454
2.9373,0.11916,0.047814,-0.013797,-0.12058
2.9998,0.11896,0.054883,-0.013811,-0.11671
3.0623,0.11876,0.061967,-0.013812,-0.11293
3.1248,0.11856,0.06906,-0.0138,-0.10924
3.1873,0.11835,0.076156,-0.013776,-0.10564
3.2498,0.11815,0.083249,-0.013741,-0.10213
3.3123,0.11795,0.090333,-0.013696,-0.098712
3.3748,0.11775,0.097403,-0.013641,-0.095384
3.4373,0.11755,0.10445,-0.013578,-0.092146
3.4999,0.11735,0.11148,-0.013507,-0.088997
3.5624,0.11715,0.11849,-0.013428,-0.085935
3.6249,0.11695,0.12546,-0.013342,-0.082959
3.6874,0.11675,0.13239,-0.01325,-0.080069
3.7499,0.11655,0.13929,-0.013152,-0.077262
3.8124,0.11635,0.14615,-0.013049,-0.074538
3.8749,0.11615,0.15297,-0.012941,-0.071896
3.9374,0.11595,0.15974,-0.012829,-0.069332
3.9999,0.11575,0.16646,-0.012712,-0.066847
4.0624,0.11555,0.17313,-0.012593,-0.064438
4.1249,0.11535,0.17975,-0.012469,-0.062104
4.1874,0.11515,0.18631,-0.012343,-0.059843
4.2499,0.11495,0.19282,-0.012215,-0.057653
4.3124,0.11475,0.19927,-0.012084,-0.055533
4.3749,0.11454,0.20566,-0.011951,-0.053481
4.4374,0.11434,0.212,-0.011817,-0.051495
4.5,0.11414,0.21827,-0.011681,-0.049574
4.5625,0.11394,0.22448,-0.011544,-0.047715
4.625,0.11374,0.23062,-0.011407,-0.045917
4.6875,0.11354,0.23671,-0.011268,-0.044178
4.75,0.11334,0.24273,-0.011129,-0.042497
4.8125,0.11314,0.24869,-0.010989,-0.040872
4.875,0.11294,0.25458,-0.01085,-0.039301
4.9375,0.11274,0.2604,-0.010709,-0.037787
5,0.11254,0.26618,-0.010579,-0.036312
1.2416,0.18644,-0.065611,0.001004,-0.24874
1.3042,0.18614,-0.06514,-0.0019107,-0.24372
1.3669,0.18585,-0.063462,-0.0042077,-0.23906
1.4295,0.18555,-0.061333,-0.0062002,-0.23425
1.4922,0.18526,-0.058698,-0.0079459,-0.22934
1.5548,0.18497,-0.055604,-0.0094786,-0.22437
1.6174,0.18467,-0.052101,-0.010831,-0.21934
1.6801,0.18438,-0.04823,-0.012031,-0.21429
1.7427,0.18409,-0.044025,-0.013098,-0.20922
1.8054,0.18379,-0.039518,-0.014049,-0.20414
1.868,0.1835,-0.034738,-0.014898,-0.19906
1.9306,0.1832,-0.029711,-0.015657,-0.19401
1.9933,0.18291,-0.024459,-0.016334,-0.18898
2.0559,0.18262,-0.019004,-0.016939,-0.18398
2.1186,0.18232,-0.013365,-0.017479,-0.17903
2.1812,0.18203,-0.0075593,-0.017958,-0.17413
2.2438,0.18174,-0.0016042,-0.018383,-0.16928
2.3065,0.18144,0.0044856,-0.018759,-0.1645
2.3691,0.18115,0.010696,-0.019088,-0.15978
2.4318,0.18085,0.017013,-0.019375,-0.15513
2.4944,0.18056,0.023426,-0.019624,-0.15056
2.557,0.18027,0.029923,-0.019836,-0.14607
2.6197,0.17997,0.036492,-0.020014,-0.14166
2.6823,0.17968,0.043125,-0.020162,-0.13733
2.745,0.17939,0.049812,-0.020281,-0.13308
2.8076,0.17909,0.056543,-0.020373,-0.12893
2.8702,0.1788,0.063312,-0.020439,-0.12486
2.9329,0.1785,0.070109,-0.020483,-0.12088
2.9955,0.17821,0.076928,-0.020505,-0.117
3.0582,0.17792,0.083763,-0.020506,-0.1132
3.1208,0.17762,0.090606,-0.020489,-0.1095
3.1834,0.17733,0.097452,-0.020455,-0.10589
3.2461,0.17703,0.10429,-0.020404,-0.10237
3.3087,0.17674,0.11113,-0.020337,-0.098939
3.3714,0.17645,0.11795,-0.020257,-0.0956
3.434,0.17615,0.12476,-0.020164,-0.092351
3.4966,0.17586,0.13154,-0.020059,-0.089191
3.5593,0.17557,0.1383,-0.019943,-0.086119
3.6219,0.17527,0.14503,-0.019816,-0.083133
3.6846,0.17498,0.15172,-0.01968,-0.080233
3.7472,0.17468,0.15838,-0.019536,-0.077418
3.8098,0.17439,0.165,-0.019383,-0.074685
3.8725,0.1741,0.17158,-0.019224,-0.072034
3.9351,0.1738,0.17811,-0.019057,-0.069463
3.9978,0.17351,0.1846,-0.018885,-0.06697
4.0604,0.17322,0.19104,-0.018708,-0.064554
4.123,0.17292,0.19743,-0.018526,-0.062213
4.1857,0.17263,0.20377,-0.018339,-0.059945
4.2483,0.17233,0.21005,-0.018149,-0.057749
4.311,0.17204,0.21628,-0.017955,-0.055623
4.3736,0.17175,0.22246,-0.017759,-0.053566
4.4362,0.17145,0.22857,-0.01756,-0.051574
4.4989,0.17116,0.23463,-0.017359,-0.049648
4.5615,0.17087,0.24063,-0.017156,-0.047784
4.6242,0.17057,0.24656,-0.016952,-0.045981
4.6868,0.17028,0.25244,-0.016746,-0.044238
4.7494,0.16998,0.25826,-0.01654,-0.042553
4.8121,0.16969,0.26401,-0.016333,-0.040924
4.8747,0.1694,0.2697,-0.016126,-0.039349
4.9374,0.1691,0.27533,-0.015918,-0.037835
5,0.16881,0.28091,-0.015725,-0.036353
1.2304,0.2478,-0.030957,0.00070017,-0.25014
1.2932,0.24742,-0.030176,-0.0030506,-0.24477
1.3561,0.24704,-0.028,-0.0059432,-0.24008
1.4189,0.24666,-0.025577,-0.0084605,-0.23525
1.4817,0.24628,-0.022768,-0.010682,-0.2303
1.5445,0.2459,-0.019584,-0.012638,-0.2253
1.6074,0.24553,-0.016064,-0.01437,-0.22025
1.6702,0.24515,-0.012234,-0.01591,-0.21516
1.733,0.24477,-0.0081218,-0.017284,-0.21006
1.7958,0.24439,-0.0037487,-0.018512,-0.20496
1.8587,0.24401,0.00086289,-0.019611,-0.19986
1.9215,0.24363,0.0056931,-0.020594,-0.19478
1.9843,0.24325,0.010723,-0.021475,-0.18972
2.0471,0.24287,0.015936,-0.022262,-0.1847
2.11,0.2425,0.021315,-0.022966,-0.17973
2.1728,0.24212,0.026846,-0.023592,-0.1748
2.2356,0.24174,0.032514,-0.024148,-0.16993
2.2985,0.24136,0.038306,-0.024639,-0.16513
2.3613,0.24098,0.044209,-0.025072,-0.16039
2.4241,0.2406,0.050212,-0.025449,-0.15572
2.4869,0.24022,0.056304,-0.025776,-0.15112
2.5498,0.23985,0.062475,-0.026055,-0.14661
2.6126,0.23947,0.068714,-0.026291,-0.14217
2.6754,0.23909,0.075013,-0.026487,-0.13782
2.7382,0.23871,0.081363,-0.026644,-0.13356
2.8011,0.23833,0.087756,-0.026767,-0.12938
2.8639,0.23795,0.094184,-0.026856,-0.1253
2.9267,0.23757,0.10064,-0.026915,-0.1213
2.9895,0.2372,0.10712,-0.026946,-0.1174
3.0524,0.23682,0.11361,-0.02695,-0.11358
3.1152,0.23644,0.12011,-0.026929,-0.10986
3.178,0.23606,0.12662,-0.026885,-0.10623
3.2409,0.23568,0.13312,-0.02682,-0.1027
3.3037,0.2353,0.13962,-0.026735,-0.099251
3.3665,0.23492,0.1461,-0.026631,-0.095897
3.4293,0.23454,0.15257,-0.026511,-0.092633
3.4922,0.23417,0.15902,-0.026374,-0.089458
3.555,0.23379,0.16544,-0.026223,-0.086372
3.6178,0.23341,0.17184,-0.026058,-0.083373
3.6806,0.23303,0.1782,-0.025881,-0.080461
3.7435,0.23265,0.18454,-0.025692,-0.077633
3.8063,0.23227,0.19084,-0.025493,-0.074888
3.8691,0.23189,0.19709,-0.025284,-0.072226
3.9319,0.23152,0.20331,-0.025067,-0.069644
3.9948,0.23114,0.20948,-0.024842,-0.067141
4.0576,0.23076,0.21561,-0.02461,-0.064715
4.1204,0.23038,0.22169,-0.024371,-0.062364
4.1833,0.23,0.22772,-0.024127,-0.060087
4.2461,0.22962,0.2337,-0.023878,-0.057883
4.3089,0.22924,0.23963,-0.023625,-0.055749
4.3717,0.22887,0.24551,-0.023367,-0.053683
4.4346,0.22849,0.25133,-0.023107,-0.051684
4.4974,0.22811,0.2571,-0.022843,-0.04975
4.5602,0.22773,0.26281,-0.022578,-0.04788
4.623,0.22735,0.26846,-0.02231,-0.046071
4.6859,0.22697,0.27406,-0.022041,-0.044322
4.7487,0.22659,0.2796,-0.021771,-0.042632
4.8115,0.22621,0.28508,-0.0215,-0.040997
4.8743,0.22584,0.2905,-0.021229,-0.039416
4.9372,0.22546,0.29585,-0.020956,-0.037902
5,0.22508,0.30118,-0.020702,-0.03641
1.2161,0.30849,0.013068,-4.63E-05,-0.25176
1.2791,0.30804,0.014157,-0.0045318,-0.24593
1.3422,0.30758,0.016855,-0.0078936,-0.24123
1.4053,0.30713,0.019581,-0.010823,-0.2364
1.4683,0.30668,0.022539,-0.013435,-0.23142
1.5314,0.30623,0.025779,-0.015748,-0.22638
1.5944,0.30578,0.029272,-0.017803,-0.22131
1.6575,0.30532,0.033003,-0.019639,-0.2162
1.7206,0.30487,0.036962,-0.021283,-0.21107
1.7836,0.30442,0.041134,-0.022758,-0.20594
1.8467,0.30397,0.045505,-0.024081,-0.20081
1.9098,0.30351,0.050061,-0.02527,-0.19571
1.9728,0.30306,0.054791,-0.026336,-0.19063
2.0359,0.30261,0.059679,-0.027292,-0.18558
2.099,0.30216,0.064715,-0.028148,-0.18058
2.162,0.3017,0.069886,-0.028912,-0.17563
2.2251,0.30125,0.07518,-0.029592,-0.17073
2.2882,0.3008,0.080587,-0.030194,-0.1659
2.3512,0.30035,0.086096,-0.030725,-0.16113
2.4143,0.29989,0.091697,-0.031189,-0.15643
2.4774,0.29944,0.097381,-0.031592,-0.15181
2.5404,0.29899,0.10314,-0.031937,-0.14727
2.6035,0.29854,0.10896,-0.03223,-0.14281
2.6666,0.29809,0.11484,-0.032473,-0.13844
2.7296,0.29763,0.12076,-0.032669,-0.13415
2.7927,0.29718,0.12673,-0.032823,-0.12995
2.8558,0.29673,0.13273,-0.032937,-0.12584
2.9188,0.29628,0.13876,-0.033013,-0.12182
2.9819,0.29582,0.14481,-0.033054,-0.11789
3.045,0.29537,0.15088,-0.033062,-0.11406
3.108,0.29492,0.15695,-0.03304,-0.11032
3.1711,0.29447,0.16304,-0.03299,-0.10667
3.2342,0.29401,0.16912,-0.032913,-0.10311
3.2972,0.29356,0.17519,-0.032812,-0.099643
3.3603,0.29311,0.18125,-0.032688,-0.09627
3.4234,0.29266,0.18731,-0.032543,-0.092987
3.4864,0.2922,0.19334,-0.032378,-0.089795
3.5495,0.29175,0.19935,-0.032195,-0.086691
3.6126,0.2913,0.20534,-0.031995,-0.083676
3.6756,0.29085,0.2113,-0.03178,-0.080747
3.7387,0.2904,0.21723,-0.031551,-0.077904
3.8017,0.28994,0.22313,-0.031309,-0.075145
3.8648,0.28949,0.22899,-0.031055,-0.072468
3.9279,0.28904,0.23482,-0.030791,-0.069873
3.9909,0.28859,0.2406,-0.030517,-0.067357
4.054,0.28813,0.24635,-0.030234,-0.064918
4.1171,0.28768,0.25205,-0.029943,-0.062556
4.1801,0.28723,0.2577,-0.029645,-0.060268
4.2432,0.28678,0.26331,-0.029341,-0.058053
4.3063,0.28632,0.26887,-0.029031,-0.055908
4.3693,0.28587,0.27438,-0.028717,-0.053833
4.4324,0.28542,0.27984,-0.028399,-0.051825
4.4955,0.28497,0.28525,-0.028077,-0.049882
4.5585,0.28451,0.29061,-0.027752,-0.048003
4.6216,0.28406,0.29591,-0.027425,-0.046187
4.6847,0.28361,0.30116,-0.027096,-0.04443
4.7477,0.28316,0.30636,-0.026766,-0.042732
4.8108,0.28271,0.31151,-0.026435,-0.041091
4.8739,0.28225,0.3166,-0.026104,-0.039503
4.9369,0.2818,0.32162,-0.02577,-0.037989
5,0.28135,0.32663,-0.025458,-0.036484
1.1986,0.36835,0.066181,-0.001231,-0.25351
1.262,0.36784,0.067499,-0.0063231,-0.24709
1.3253,0.36732,0.070646,-0.010015,-0.24241
1.3887,0.36681,0.073619,-0.01323,-0.23762
1.452,0.3663,0.076645,-0.016139,-0.23261
1.5154,0.36579,0.079855,-0.018733,-0.22756
1.5787,0.36528,0.083235,-0.021052,-0.22246
1.6421,0.36476,0.086781,-0.023134,-0.21734
1.7054,0.36425,0.090495,-0.025008,-0.21219
1.7688,0.36374,0.094374,-0.026697,-0.20703
1.8322,0.36323,0.098413,-0.028219,-0.20189
1.8955,0.36272,0.1026,-0.029591,-0.19675
1.9589,0.3622,0.10694,-0.030826,-0.19165
2.0222,0.36169,0.11141,-0.031938,-0.18658
2.0856,0.36118,0.11602,-0.032935,-0.18155
2.1489,0.36067,0.12074,-0.033828,-0.17657
2.2123,0.36015,0.12557,-0.034625,-0.17165
2.2757,0.35964,0.1305,-0.035333,-0.16678
2.339,0.35913,0.13553,-0.035959,-0.16199
2.4024,0.35862,0.14064,-0.036507,-0.15727
2.4657,0.35811,0.14583,-0.036985,-0.15262
2.5291,0.35759,0.15109,-0.037396,-0.14805
2.5924,0.35708,0.15641,-0.037745,-0.14356
2.6558,0.35657,0.16178,-0.038037,-0.13916
2.7192,0.35606,0.16721,-0.038274,-0.13484
2.7825,0.35554,0.17267,-0.038461,-0.13061
2.8459,0.35503,0.17816,-0.038601,-0.12648
2.9092,0.35452,0.18369,-0.038697,-0.12243
2.9726,0.35401,0.18924,-0.038751,-0.11848
3.0359,0.3535,0.1948,-0.038767,-0.11462
3.0993,0.35298,0.20037,-0.038748,-0.11085
3.1627,0.35247,0.20596,-0.038694,-0.10718
3.226,0.35196,0.21154,-0.03861,-0.10359
3.2894,0.35145,0.21712,-0.038497,-0.10011
3.3527,0.35093,0.2227,-0.038356,-0.096711
3.4161,0.35042,0.22826,-0.038191,-0.093407
3.4794,0.34991,0.23381,-0.038002,-0.090194
3.5428,0.3494,0.23935,-0.037792,-0.087071
3.6062,0.34889,0.24486,-0.037562,-0.084036
3.6695,0.34837,0.25035,-0.037314,-0.081089
3.7329,0.34786,0.25581,-0.037049,-0.078228
3.7962,0.34735,0.26125,-0.036769,-0.075452
3.8596,0.34684,0.26665,-0.036475,-0.072759
3.9229,0.34633,0.27202,-0.036167,-0.070147
3.9863,0.34581,0.27736,-0.035849,-0.067616
4.0496,0.3453,0.28266,-0.03552,-0.065163
4.113,0.34479,0.28791,-0.035181,-0.062787
4.1764,0.34428,0.29313,-0.034834,-0.060486
4.2397,0.34376,0.29831,-0.03448,-0.058258
4.3031,0.34325,0.30344,-0.034119,-0.056101
4.3664,0.34274,0.30853,-0.033753,-0.054014
4.4298,0.34223,0.31357,-0.033382,-0.051995
4.4931,0.34172,0.31857,-0.033006,-0.050042
4.5565,0.3412,0.32352,-0.032627,-0.048153
4.6199,0.34069,0.32842,-0.032245,-0.046327
4.6832,0.34018,0.33328,-0.031861,-0.044561
4.7466,0.33967,0.33809,-0.031476,-0.042855
4.8099,0.33915,0.34284,-0.031089,-0.041206
4.8733,0.33864,0.34755,-0.030702,-0.03961
4.9366,0.33813,0.35219,-0.030313,-0.038093
5,0.33762,0.35684,-0.029946,-0.036575
1.1781,0.42721,0.12811,-0.002765,-0.25531
1.2418,0.42666,0.12947,-0.0083185,-0.24816
1.3055,0.4261,0.13288,-0.012195,-0.24351
1.3692,0.42555,0.13596,-0.015566,-0.23882
1.4329,0.42499,0.1389,-0.018676,-0.23381
1.4966,0.42444,0.14194,-0.021478,-0.22875
1.5603,0.42388,0.14507,-0.023999,-0.22366
1.624,0.42333,0.1483,-0.02628,-0.21852
1.6877,0.42277,0.15164,-0.028346,-0.21336
1.7514,0.42222,0.15511,-0.030219,-0.20819
1.8151,0.42166,0.15871,-0.031915,-0.20303
1.8788,0.4211,0.16242,-0.033451,-0.19788
1.9425,0.42055,0.16626,-0.034841,-0.19275
2.0062,0.41999,0.17022,-0.036096,-0.18766
2.0699,0.41944,0.17428,-0.037226,-0.18261
2.1336,0.41888,0.17846,-0.038242,-0.1776
2.1973,0.41833,0.18273,-0.039152,-0.17265
2.261,0.41777,0.1871,-0.039963,-0.16776
2.3247,0.41722,0.19156,-0.040682,-0.16294
2.3884,0.41666,0.1961,-0.041315,-0.15819
2.4521,0.41611,0.20071,-0.041868,-0.15351
2.5157,0.41555,0.20539,-0.042346,-0.14891
2.5794,0.41499,0.21013,-0.042754,-0.14439
2.6431,0.41444,0.21493,-0.043097,-0.13996
2.7068,0.41388,0.21977,-0.043378,-0.13561
2.7705,0.41333,0.22465,-0.043602,-0.13136
2.8342,0.41277,0.22957,-0.043772,-0.12719
2.8979,0.41222,0.23452,-0.043892,-0.12312
2.9616,0.41166,0.2395,-0.043965,-0.11914
3.0253,0.41111,0.24449,-0.043993,-0.11525
3.089,0.41055,0.2495,-0.043981,-0.11145
3.1527,0.41,0.25453,-0.04393,-0.10775
3.2164,0.40944,0.25955,-0.043843,-0.10415
3.2801,0.40888,0.26458,-0.043723,-0.10063
3.3438,0.40833,0.26961,-0.043571,-0.097215
3.4075,0.40777,0.27463,-0.043391,-0.093887
3.4712,0.40722,0.27964,-0.043184,-0.090651
3.5349,0.40666,0.28464,-0.042953,-0.087506
3.5986,0.40611,0.28962,-0.042698,-0.084449
3.6623,0.40555,0.29458,-0.042422,-0.081482
3.726,0.405,0.29953,-0.042127,-0.078601
3.7897,0.40444,0.30445,-0.041814,-0.075805
3.8534,0.40389,0.30934,-0.041485,-0.073093
3.9171,0.40333,0.31421,-0.041141,-0.070464
3.9808,0.40277,0.31904,-0.040784,-0.067916
4.0445,0.40222,0.32385,-0.040414,-0.065446
4.1082,0.40166,0.32862,-0.040034,-0.063055
4.1719,0.40111,0.33335,-0.039643,-0.060738
4.2356,0.40055,0.33805,-0.039244,-0.058496
4.2993,0.4,0.34271,-0.038838,-0.056326
4.363,0.39944,0.34734,-0.038425,-0.054225
4.4267,0.39889,0.35192,-0.038006,-0.052194
4.4904,0.39833,0.35646,-0.037582,-0.050229
4.5541,0.39778,0.36096,-0.037154,-0.048329
4.6178,0.39722,0.36542,-0.036723,-0.046492
4.6815,0.39666,0.36984,-0.03629,-0.044716
4.7452,0.39611,0.37421,-0.035854,-0.043
4.8089,0.39555,0.37854,-0.035417,-0.041342
4.8726,0.395,0.38283,-0.034979,-0.039737
4.9363,0.39444,0.38704,-0.03454,-0.038216
5,0.39389,0.39128,-0.034123,-0.036684
1.1546,0.48493,0.1986,-0.0044382,-0.25709
1.2186,0.48435,0.19966,-0.010313,-0.24904
1.2827,0.48377,0.20302,-0.014237,-0.24445
1.3468,0.48319,0.20596,-0.017648,-0.23992
1.4109,0.48261,0.20858,-0.020872,-0.23493
1.475,0.48203,0.21123,-0.023816,-0.22989
1.5391,0.48145,0.21393,-0.026489,-0.22481
1.6032,0.48087,0.21667,-0.028929,-0.21969
1.6673,0.48029,0.21949,-0.031156,-0.21453
1.7314,0.47971,0.2224,-0.033189,-0.20937
1.7955,0.47913,0.22541,-0.035041,-0.2042
1.8596,0.47855,0.22852,-0.036728,-0.19904
1.9236,0.47797,0.23174,-0.038262,-0.1939
1.9877,0.47739,0.23506,-0.039654,-0.18879
2.0518,0.47681,0.23849,-0.040914,-0.18371
2.1159,0.47623,0.24201,-0.042051,-0.17869
2.18,0.47565,0.24564,-0.043073,-0.17371
2.2441,0.47507,0.24935,-0.043987,-0.1688
2.3082,0.4745,0.25315,-0.044802,-0.16395
2.3723,0.47392,0.25704,-0.045522,-0.15917
2.4364,0.47334,0.26099,-0.046154,-0.15447
2.5005,0.47276,0.26502,-0.046704,-0.14984
2.5646,0.47218,0.2691,-0.047176,-0.14529
2.6286,0.4716,0.27325,-0.047575,-0.14083
2.6927,0.47102,0.27745,-0.047906,-0.13645
2.7568,0.47044,0.28169,-0.048172,-0.13217
2.8209,0.46986,0.28597,-0.048379,-0.12797
2.885,0.46928,0.29029,-0.048529,-0.12387
2.9491,0.4687,0.29463,-0.048626,-0.11986
3.0132,0.46812,0.29901,-0.048674,-0.11594
3.0773,0.46754,0.3034,-0.048675,-0.11212
3.1414,0.46696,0.30781,-0.048633,-0.10839
3.2055,0.46638,0.31222,-0.048551,-0.10476
3.2695,0.4658,0.31665,-0.04843,-0.10122
3.3336,0.46522,0.32108,-0.048275,-0.097772
3.3977,0.46464,0.32551,-0.048087,-0.094419
3.4618,0.46406,0.32994,-0.047868,-0.091158
3.5259,0.46349,0.33436,-0.047622,-0.087989
3.59,0.46291,0.33877,-0.047349,-0.08491
3.6541,0.46233,0.34317,-0.047052,-0.081919
3.7182,0.46175,0.34755,-0.046734,-0.079017
3.7823,0.46117,0.35192,-0.046395,-0.0762
3.8464,0.46059,0.35626,-0.046037,-0.073468
3.9105,0.46001,0.36059,-0.045663,-0.07082
3.9745,0.45943,0.36489,-0.045273,-0.068253
4.0386,0.45885,0.36917,-0.04487,-0.065766
4.1027,0.45827,0.37341,-0.044454,-0.063357
4.1668,0.45769,0.37763,-0.044027,-0.061024
4.2309,0.45711,0.38182,-0.043589,-0.058766
4.295,0.45653,0.38598,-0.043144,-0.05658
4.3591,0.45595,0.3901,-0.04269,-0.054466
4.4232,0.45537,0.39419,-0.04223,-0.05242
4.4873,0.45479,0.39825,-0.041764,-0.050442
4.5514,0.45421,0.40227,-0.041293,-0.04853
4.6155,0.45363,0.40626,-0.040819,-0.046681
4.6795,0.45305,0.41021,-0.040341,-0.044894
4.7436,0.45248,0.41412,-0.039862,-0.043167
4.8077,0.4519,0.41799,-0.03938,-0.041498
4.8718,0.45132,0.42184,-0.038898,-0.039883
4.9359,0.45074,0.4256,-0.038415,-0.038357
5,0.45016,0.42941,-0.037951,-0.036811
1.1281,0.54133,0.27728,-0.0059069,-0.2588
1.1926,0.54075,0.27758,-0.011989,-0.24968
1.2572,0.54017,0.28044,-0.015856,-0.24515
1.3217,0.53958,0.28288,-0.019222,-0.24085
1.3862,0.539,0.28488,-0.022497,-0.23593
1.4507,0.53842,0.28686,-0.025538,-0.23091
1.5153,0.53784,0.28888,-0.028329,-0.22588
1.5798,0.53726,0.29091,-0.030902,-0.22079
1.6443,0.53668,0.29301,-0.033273,-0.21565
1.7089,0.53609,0.29518,-0.035453,-0.2105
1.7734,0.53551,0.29745,-0.037454,-0.20534
1.8379,0.53493,0.29981,-0.039287,-0.20018
1.9025,0.53435,0.30228,-0.040964,-0.19504
1.967,0.53377,0.30485,-0.042493,-0.18992
2.0315,0.53318,0.30752,-0.043885,-0.18483
2.0961,0.5326,0.3103,-0.045146,-0.17979
2.1606,0.53202,0.31317,-0.046285,-0.1748
2.2251,0.53144,0.31614,-0.04731,-0.16987
2.2897,0.53086,0.3192,-0.048226,-0.165
2.3542,0.53028,0.32235,-0.049041,-0.16019
2.4187,0.52969,0.32557,-0.04976,-0.15546
2.4833,0.52911,0.32887,-0.050389,-0.15081
2.5478,0.52853,0.33225,-0.050933,-0.14624
2.6123,0.52795,0.33568,-0.051397,-0.14175
2.6769,0.52737,0.33917,-0.051786,-0.13734
2.7414,0.52679,0.34272,-0.052104,-0.13303
2.8059,0.5262,0.34631,-0.052356,-0.1288
2.8704,0.52562,0.34994,-0.052545,-0.12467
2.935,0.52504,0.35362,-0.052675,-0.12063
2.9995,0.52446,0.35732,-0.05275,-0.11668
3.064,0.52388,0.36105,-0.052774,-0.11283
3.1286,0.5233,0.36481,-0.052749,-0.10908
3.1931,0.52271,0.36858,-0.052679,-0.10541
3.2576,0.52213,0.37237,-0.052567,-0.10185
3.3222,0.52155,0.37617,-0.052416,-0.098374
3.3867,0.52097,0.37998,-0.052228,-0.094995
3.4512,0.52039,0.38379,-0.052006,-0.091709
