x,y,u,v,p
-5.0,-5.0,0.9965545535087584,-0.0046316017396748075,-0.13547292351722715
-4.94268,-5.0,0.9969057440757751,-0.0047446307726204395,-0.13500486314296722
-4.8853599999999995,-5.0,0.9972470998764038,-0.004860150627791882,-0.13453252613544464
-4.8280400000000006,-5.0,0.9975784420967102,-0.004978402052074671,-0.13405567407608032
-4.77072,-5.0,0.9979011416435242,-0.005099152214825153,-0.13357444107532498
-4.7134,-5.0,0.9982125163078308,-0.005222449079155922,-0.133088618516922
-4.65608,-5.0,0.9985146522521972,-0.005348181817680597,-0.1325984001159668
-4.5987599999999995,-5.0,0.9988062381744384,-0.005476366728544235,-0.13210341334342954
-4.541440000000001,-5.0,0.9990875720977784,-0.005607015918940307,-0.13160398602485654
-4.48412,-5.0,0.9993594884872437,-0.005739890504628421,-0.13109973073005676
-4.4268,-5.0,0.9996206164360046,-0.005875032395124435,-0.13059094548225406
-4.36948,-5.0,0.999872386455536,-0.006012202240526676,-0.13007724285125732
-4.3121599999999995,-5.0,1.0001143217086792,-0.006151532288640738,-0.12955881655216214
-4.25484,-5.0,1.0003459453582764,-0.006292843725532293,-0.1290355920791626
-4.19752,-5.0,1.000568985939026,-0.006435981020331383,-0.1285073459148407
-4.1402,-5.0,1.0007823705673218,-0.006580784451216459,-0.12797442078590393
-4.08288,-5.0,1.0009865760803225,-0.006727335974574089,-0.1274363398551941
-4.02556,-5.0,1.001181960105896,-0.00687525887042284,-0.12689340114593506
-3.96824,-5.0,1.0013688802719116,-0.007024624850600958,-0.1263454258441925
-3.9109199999999995,-5.0,1.0015469789505005,-0.007175094448029995,-0.12579241394996646
-3.8536,-5.0,1.0017178058624268,-0.007326682098209858,-0.12523436546325686
-3.7962800000000003,-5.0,1.001880407333374,-0.007479087915271521,-0.1246711015701294
-3.73896,-5.0,1.0020356178283691,-0.007632142398506403,-0.1241026297211647
-3.6816400000000002,-5.0,1.0021837949752808,-0.007785781752318144,-0.12352917343378067
-3.6243199999999995,-5.0,1.0023252964019775,-0.00793967954814434,-0.1229504495859146
-3.5669999999999997,-5.0,1.0024603605270386,-0.008093695156276226,-0.12236657738685608
-3.5096800000000004,-5.0,1.002588987350464,-0.008247646503150463,-0.12177739292383195
-3.45236,-5.0,1.0027120113372805,-0.008401141501963139,-0.12118307501077652
-3.3950400000000003,-5.0,1.0028300285339355,-0.008554202504456043,-0.1205834448337555
-3.3377199999999996,-5.0,1.0029424428939822,-0.008706239052116871,-0.1199786216020584
-3.2804,-5.0,1.0030499696731567,-0.008857326582074165,-0.11936847865581512
-3.22308,-5.0,1.0031534433364868,-0.009007004089653492,-0.11875304579734802
-3.16576,-5.0,1.0032525062561035,-0.009155131876468658,-0.11813249439001085
-3.1084400000000003,-5.0,1.0033479928970337,-0.009301356039941313,-0.117506705224514
-3.05112,-5.0,1.0034394264221191,-0.00944548286497593,-0.11687546968460084
-2.9938,-5.0,1.0035277605056765,-0.009586990810930729,-0.11623923480510713
-2.93648,-5.0,1.0036129951477049,-0.009725716896355152,-0.11559773981571198
-2.87916,-5.0,1.0036959648132324,-0.009861517697572708,-0.11495110392570496
-2.8218400000000003,-5.0,1.0037764310836792,-0.009993720799684523,-0.11429918557405473
-2.76452,-5.0,1.003854513168335,-0.01012227963656187,-0.1136423796415329
-2.7072,-5.0,1.0039303302764893,-0.01024669036269188,-0.11298025399446487
-2.64988,-5.0,1.0040042400360107,-0.01036678534001112,-0.11231335252523422
-2.59256,-5.0,1.0040768384933472,-0.010482047684490679,-0.11164125055074693
-2.53524,-5.0,1.0041476488113403,-0.01059229765087366,-0.1109643504023552
-2.47792,-5.0,1.0042173862457275,-0.010697061195969582,-0.1102825254201889
-2.4206,-5.0,1.0042855739593506,-0.010796036571264269,-0.10959576815366744
-2.36328,-5.0,1.0043529272079468,-0.010888725519180298,-0.10890432447195053
-2.30596,-5.0,1.0044184923171997,-0.010974963195621969,-0.10820823907852173
-2.24864,-5.0,1.004483342170715,-0.011054355651140213,-0.10750746726989746
-2.19132,-5.0,1.004546880722046,-0.01112651452422142,-0.10680212825536728
-2.134,-5.0,1.0046098232269287,-0.011191220954060556,-0.10609226673841476
-2.07668,-5.0,1.0046710968017578,-0.01124783605337143,-0.10537801682949066
-2.01936,-5.0,1.0047321319580078,-0.011296195909380913,-0.10465946793556212
-1.9620400000000002,-5.0,1.004791259765625,-0.011335974559187887,-0.10393664240837096
-1.90472,-5.0,1.0048490762710571,-0.011366906575858593,-0.1032094806432724
-1.8474,-5.0,1.0049059391021729,-0.011388449929654598,-0.10247828811407088
-1.7900799999999997,-5.0,1.0049613714218142,-0.011400450952351092,-0.10174330323934556
-1.73276,-5.0,1.0050148963928225,-0.011402612552046776,-0.10100432485342026
-1.67544,-5.0,1.0050675868988037,-0.011394597589969637,-0.10026153922080994
-1.6181199999999998,-5.0,1.0051172971725464,-0.01137614157050848,-0.09951501339673996
-1.5608,-5.0,1.0051658153533936,-0.01134701445698738,-0.09876491874456406
-1.5034799999999997,-5.0,1.0052115917205808,-0.0113070672377944,-0.0980113446712494
-1.4461600000000001,-5.0,1.0052554607391355,-0.011255817487835884,-0.09725432097911836
-1.3888399999999996,-5.0,1.0052962303161619,-0.011193270795047285,-0.0964941307902336
-1.3315199999999998,-5.0,1.005334496498108,-0.011119230650365351,-0.09573065489530563
-1.2742,-5.0,1.005370020866394,-0.011033586226403713,-0.09496418386697768
-1.2168799999999995,-5.0,1.0054020881652832,-0.010936019942164421,-0.0941946730017662
