"Points:0","Points:1","Points:2","U:0","U:1","U:2","p"
10.671,-4.3888,0.005,1.0629,0.010417,5.4608e-21,-0.008881
18.542,3.3559,0.005,1.0556,-0.0055253,-3.4926e-21,-0.00043911
-1.2469,1.9234,0.005,0.99709,0.13155,-9.9346e-19,0.056145
16.702,3.7367,0.005,1.0571,-0.0059946,-2.9469e-21,-0.0013685
-0.42877,0.37495,0.005,0.39239,0.40756,-1.6476e-20,0.081335
19.07,0.48924,0.005,0.72737,-0.0055596,0,0.00042714
-3.8806,4.6836,0.005,1.0085,0.028309,5.3274e-19,0.045729
-2.746,-1.901,0.005,0.97199,-0.058716,-5.0571e-18,0.087658
4.7897,1.7304,0.005,1.0732,-0.034287,-8.8127e-19,-0.04883
0.53911,0.1725,0.005,-0.01401,0.029803,1.7678e-19,-0.2631
6.7655,-3.7929,0.005,1.0777,0.014026,1.0518e-20,-0.022897
7.3324,-2.7618,0.005,1.0762,0.020048,4.7415e-19,-0.019382
1.7532,-3.1846,0.005,1.1126,-0.039366,6.1512e-19,-0.060032
-0.50642,0.62373,0.005,0.87434,0.50957,-1.1973e-20,0.035073
4.012,-1.9709,0.005,1.1117,0.023746,5.9265e-19,-0.063999
-3.8124,1.6263,0.005,0.97498,0.030267,1.0297e-18,0.086383
3.1342,0.16377,0.005,0.071487,-0.016439,2.129e-18,-0.10973
16.982,-0.0060871,0.005,0.66237,2.5174e-05,-9.0248e-21,0.00047386
-0.90162,0.87059,0.005,0.88338,0.26522,-3.8295e-19,0.13776
19.526,-0.73678,0.005,0.77115,0.0071221,5.6835e-21,0.00021119
16.88,-0.45017,0.005,0.69784,0.0061417,6.3769e-21,0.00047851
16.795,-0.13529,0.005,0.66308,0.0019873,8.9113e-22,0.00048064
9.7531,-0.10006,0.005,0.49896,0.0035565,6.6201e-20,-0.0033901
10.198,-3.7891,0.005,1.0649,0.012239,-3.8204e-19,-0.0092865
4.6726,-3.499,0.005,1.0938,0.0085481,-7.4844e-19,-0.039462
-0.38429,0.62082,0.005,0.93138,0.53361,2.1997e-19,-0.096739
10.947,2.9062,0.005,1.0628,-0.013077,6.5785e-20,-0.0062654
-1.1722,-3.6515,0.005,1.0366,-0.067839,3.6976e-19,0.018404
-1.2503,-3.4958,0.005,1.0335,-0.071092,-8.7863e-19,0.021713
-1.0542,-3.5894,0.005,1.0392,-0.070076,2.9417e-19,0.015726
-1.2766,-3.7205,0.005,1.0344,-0.065423,-4.2336e-19,0.020671
-0.43816,-3.0961,0.005,1.0593,-0.087877,-1.4067e-20,-0.0052927
10.139,-2.9877,0.005,1.0651,0.01428,-2.993e-19,-0.0081793
-0.14221,-0.67852,0.005,0.97619,-0.34371,7.782e-20,-0.32103
0.086537,-0.95367,0.005,1.1791,-0.258,-5.1332e-19,-0.24165
-0.42055,0.45182,0.005,0.617,0.51766,-1.7766e-20,-0.0066815
16.352,-0.16811,0.005,0.65847,0.0025876,3.6941e-21,0.00043179
1.125,0.50059,0.005,0.19307,-0.0044709,7.3668e-20,-0.2385
5.187,-1.2874,0.005,0.93587,0.045238,1.4324e-18,-0.041161
5.4588,2.5629,0.005,1.0923,-0.021605,-1.5635e-18,-0.03626
5.9636,2.9031,0.005,1.0864,-0.019204,-4.8164e-19,-0.030156
5.4894,2.4621,0.005,1.0919,-0.022896,1.2366e-21,-0.036175
5.6461,2.5844,0.005,1.0902,-0.021743,-1.0787e-18,-0.034039
5.4222,2.6979,0.005,1.0924,-0.020075,-5.1971e-19,-0.03624
-1.1831,2.6757,0.005,1.0258,0.098636,5.0115e-19,0.029364
18.561,-0.28755,0.005,0.69741,0.0035148,-7.6174e-21,0.00044802
13.38,-2.1045,0.005,1.0288,0.011731,4.1625e-20,-0.0018128
-3.3379,1.0277,0.005,0.95736,0.029589,2.3024e-18,0.10413
-3.0261,0.88849,0.005,0.94663,0.0329,-7.2967e-22,0.11444
1.504,0.86463,0.005,0.72712,-0.015057,3.5944e-18,-0.20342
-5.5855,-1.6546,0.005,0.98959,-0.012541,4.9476e-18,0.072351
9.1867,1.9031,0.005,1.0325,-0.021347,-1.0088e-19,-0.0083239
9.7093,1.0311,0.005,0.7997,-0.024058,-5.1649e-21,-0.0047185
0.63552,0.55547,0.005,0.23226,0.0092394,-9.7396e-19,-0.27411
11.855,3.0103,0.005,1.0615,-0.011423,9.4044e-20,-0.0049124
19.794,-3.589,0.005,1.0554,0.0052408,4.5058e-22,-7.6744e-05
0.22591,0.49288,0.005,0.064526,-0.014398,5.2304e-19,-0.38892
19.595,-1.0341,0.005,0.83066,0.0085018,3.8011e-22,-0.00016092
19.568,-0.93666,0.005,0.81017,0.0081494,6.0414e-21,8.2664e-05
8.7158,-3.3888,0.005,1.0697,0.015268,-6.9728e-20,-0.013324
8.6045,-3.5444,0.005,1.0699,0.014859,-6.7428e-20,-0.013928
-2.9104,0.63151,0.005,0.93697,0.027044,3.5565e-18,0.12385
15.245,-1.8848,0.005,0.99733,0.010556,-9.0694e-22,-0.00060379
17.671,-2.8476,0.005,1.0512,0.0063259,-7.79e-22,-0.00054024
8.4255,-1.4916,0.005,0.96391,0.027682,4.008e-20,-0.0097629
8.3172,-1.4758,0.005,0.96063,0.028246,6.4397e-19,-0.010461
5.4278,-3.6245,0.005,1.087,0.011787,-2.8686e-19,-0.032359
11.973,-0.48742,0.005,0.63439,0.011855,6.8221e-23,-0.00073339
7.9893,-3.7966,0.005,1.0718,0.014316,-3.1107e-19,-0.016669
5.0365,0.01899,0.005,0.22499,-0.0020413,0,-0.042354
12.461,3.9932,0.005,1.0606,-0.009195,-1.5684e-20,-0.0053622
8.7626,0.38277,0.005,0.51907,-0.015686,2.2307e-19,-0.0056944
6.3535,-0.22472,0.005,0.35524,0.014089,-6.8388e-19,-0.02148
1.6558,-0.67404,0.005,0.44221,0.029774,-5.8589e-18,-0.19899
-0.89513,3.7439,0.005,1.0439,0.066878,-1.9105e-19,0.010671
0.23937,1.098,0.005,1.1971,0.21175,1.8743e-18,-0.20935
-0.97258,-1.4672,0.005,0.98356,-0.18506,6.5585e-19,0.06181
11.999,2.7586,0.005,1.0593,-0.011706,1.0362e-20,-0.0043101
1.9054,-0.64551,0.005,0.40207,0.038326,-3.5945e-18,-0.18279
-2.2633,0.35192,0.005,0.89541,0.028267,6.1572e-19,0.16207
-2.3638,0.40088,0.005,0.90409,0.029103,7.6501e-19,0.15415
-2.3613,0.18323,0.005,0.89919,0.013679,-3.1392e-21,0.15898
-2.1585,0.2906,0.005,0.88529,0.026145,-9.9872e-19,0.17111
5.4188,-6.2517,0.005,1.0694,0.0019102,1.2367e-18,-0.02072
-0.050266,-0.69802,0.005,0.94275,-0.25236,-2.0352e-19,-0.35265
0.13472,-0.63309,0.005,0.52813,-0.034605,-4.8659e-19,-0.38547
8.156,4.7223,0.005,1.0688,-0.010899,3.8505e-19,-0.016063
2.0316,-1.417,0.005,1.1341,-0.0081917,1.6757e-18,-0.14221
15.865,1.8976,0.005,0.99664,-0.0098858,-1.1183e-20,-0.00042897
1.1343,0.9084,0.005,0.83182,0.013656,3.0397e-18,-0.22108
9.6118,4.2148,0.005,1.0657,-0.011804,7.3947e-20,-0.011311
-4.2392,3.7343,0.005,1.0008,0.029204,-2.3735e-19,0.056107
0.96725,-2.7715,0.005,1.116,-0.070125,-3.5133e-19,-0.064617
0.50434,-1.2148,0.005,1.1985,-0.15583,-5.3886e-18,-0.19506
-0.77629,1.7403,0.005,1.023,0.17148,-2.6475e-19,0.024164
8.5398,4.1724,0.005,1.069,-0.012664,2.4176e-19,-0.014642
9.4395,1.4899,0.005,0.95628,-0.023687,-2.1308e-19,-0.0063298
9.3801,1.5836,0.005,0.9778,-0.023239,-1.697e-19,-0.0067576
8.2906,-2.96,0.005,1.0714,0.017589,-7.435e-21,-0.014418
-2.2913,2.8602,0.005,1.0014,0.066254,-6.7576e-19,0.056105
6.0145,-3.2769,0.005,1.0846,0.016194,-1.9655e-19,-0.028938
7.9641,0.82051,0.005,0.68938,-0.03022,-3.8701e-19,-0.0098649
0.57946,-1.409,0.005,1.193,-0.14273,-1.4361e-18,-0.16338
0.64096,-1.4684,0.005,1.1897,-0.13339,5.8359e-19,-0.15672
4.0968,4.8716,0.005,1.0822,0.0026894,-7.9887e-19,-0.030726
2.3673,-0.075793,0.005,-0.024806,0.0075687,-6.8403e-18,-0.15449
-4.5937,-4.3134,0.005,1.0033,-0.024154,-3.6072e-19,0.052124
2.0619,-9.5223,0.005,1.0359,-0.00049939,1.1306e-18,-0.0055753
8.3307,-2.7701,0.005,1.0708,0.01838,-1.0168e-19,-0.013969
0.12139,-4.138,0.005,1.0656,-0.054385,7.0794e-20,-0.01251
-2.2045,-0.61882,0.005,0.90188,-0.049301,-3.0079e-18,0.15521
-2.1151,-0.77259,0.005,0.90495,-0.063848,-1.554e-18,0.15152
-2.7745,6.0948,0.005,1.0209,0.024597,2.4572e-18,0.029605
5.0721,-1.4271,0.005,0.99448,0.042333,-1.2835e-18,-0.043742
-0.34865,0.52657,0.005,0.75497,0.49473,-9.3964e-20,-0.14761
-1.8149,1.9009,0.005,0.97629,0.099673,1.0231e-18,0.08032
-2.9441,3.7732,0.005,1.0081,0.044426,-7.3849e-19,0.048191
-0.58143,4.6214,0.005,1.0485,0.04824,1.8877e-19,0.0043328
9.2142,3.6941,0.005,1.0677,-0.013673,-2.0484e-19,-0.011955
9.1778,3.5801,0.005,1.0679,-0.014064,3.172e-20,-0.011932
0.58749,-0.57766,0.005,0.2679,-0.0045905,5.0948e-19,-0.28034
15.638,-1.8456,0.005,0.99057,0.010211,-2.6166e-21,-0.0003252
-1.9066,-0.52478,0.005,0.87369,-0.060003,9.3464e-18,0.17959
14.569,-1.4541,0.005,0.92414,0.012824,2.2935e-20,-0.00058626
2.835,0.6828,0.005,0.46792,-0.051884,1.9981e-18,-0.12608
9.4199,3.455,0.005,1.0673,-0.014124,-2.0611e-19,-0.01099
2.9425,-0.15216,0.005,0.049695,0.014843,2.7848e-18,-0.11967
8.6919,-3.6039,0.005,1.0695,0.014539,8.7887e-20,-0.013657
3.9718,0.8865,0.005,0.68668,-0.054446,9.5244e-20,-0.072779
17.957,-2.9509,0.005,1.0526,0.0060878,-5.1438e-21,-0.00048318
6.4489,-3.0833,0.005,1.082,0.018204,-8.2855e-19,-0.025789
6.5325,-2.8709,0.005,1.0818,0.019832,-7.5647e-20,-0.025232
-3.1579,1.9893,0.005,0.97631,0.047054,1.549e-18,0.083861
6.6081,3.6855,0.005,1.079,-0.014473,-6.9443e-20,-0.023991
6.9348,3.6198,0.005,1.0774,-0.015162,4.5271e-19,-0.022073
-3.054,1.725,0.005,0.96894,0.048017,-1.721e-18,0.091351
-0.17933,2.4765,0.005,1.0776,0.11613,-1.124e-18,-0.026362
-0.48018,2.7557,0.005,1.0588,0.1028,-2.1427e-20,-0.0054261
-0.84632,2.8408,0.005,1.0421,0.097093,-4.239e-20,0.01239
-0.87694,2.7456,0.005,1.04,0.10092,3.0977e-19,0.014519
-0.55539,2.8255,0.005,1.0549,0.099336,3.3283e-20,-0.0012394
-0.10412,2.4067,0.005,1.0834,0.11921,9.6904e-19,-0.032831
0.12152,2.1974,0.005,1.1041,0.12658,-1.2068e-18,-0.055828
0.30605,2.536,0.005,1.1023,0.10141,7.442e-19,-0.051637
-0.32975,2.6161,0.005,1.0673,0.10967,-8.8574e-19,-0.014823
5.6989,1.6447,0.005,1.0375,-0.036,1.9697e-19,-0.033459
6.3032,1.4165,0.005,0.96611,-0.038185,3.8054e-20,-0.025222
0.46545,-0.94759,0.005,1.0735,-0.12045,-1.3202e-18,-0.25162
4.2714,-5.0352,0.005,1.0803,-0.0017411,2.8688e-18,-0.029077
1.0989,-7.4742,0.005,1.051,-0.012114,-7.625e-20,-0.0040758
1.0208,4.9504,0.005,1.0698,0.033417,1.8536e-19,-0.018384
9.8985,-1.1398,0.005,0.84129,0.023538,9.5356e-21,-0.004366
15.681,3.3405,0.005,1.0577,-0.0069049,5.8948e-20,-0.0016815
0.34887,-4.61,0.005,1.0645,-0.044028,-1.1211e-18,-0.012214
13.483,-1.5462,0.005,0.94829,0.014041,-4.0947e-20,-0.001055
6.4199,1.6787,0.005,1.0311,-0.033103,1.0514e-18,-0.024708
7.8809,-2.1707,0.005,1.0625,0.023028,6.7545e-20,-0.0148
7.2937,4.9363,0.005,1.071,-0.0096702,-3.0059e-19,-0.018963
5.7831,-3.0217,0.005,1.0876,0.017786,8.1069e-19,-0.031563
1.3958,-5.1872,0.005,1.0704,-0.027546,-2.4458e-18,-0.019494
7.598,0.67492,0.005,0.60789,-0.029055,-7.7471e-20,-0.011329
1.5354,-3.8404,0.005,1.0939,-0.038721,3.2659e-19,-0.04123
17.17,-1.9063,0.005,0.99314,0.0089358,4.0978e-21,-0.00023199
-3.4877,-1.428,0.005,0.96767,-0.033855,-3.5375e-18,0.093627
19.898,-2.2611,0.005,1.0201,0.0071081,3.0184e-21,-3.1056e-05
19.797,-0.98939,0.005,0.82258,0.0082228,-1.8379e-22,0.00010818
-2.7055,3.857,0.005,1.0114,0.046607,9.9518e-19,0.0446
14.056,1.2316,0.005,0.86993,-0.013932,-5.3223e-21,-0.0004544
-3.7446,-3.6497,0.005,1.0018,-0.034952,-1.1114e-18,0.055156
3.1208,-8.4597,0.005,1.0562,-0.0023189,-1.3853e-18,-0.01118
0.14565,1.9299,0.005,1.1178,0.14502,6.3671e-19,-0.073092
0.036012,-0.54196,0.005,0.21704,-0.0066113,3.6201e-19,-0.4445
-2.3695,-3.152,0.005,1.006,-0.06049,1.392e-18,0.05115
-2.224,-3.3785,0.005,1.0118,-0.059853,-8.078e-19,0.044779
-2.2834,-3.0613,0.005,1.0056,-0.063503,3.8162e-19,0.051693
0.94619,1.2852,0.005,1.1824,0.092311,-1.8499e-18,-0.18543
8.4128,-3.7721,0.005,1.0702,0.014163,-3.2652e-22,-0.01488
6.3251,-0.87501,0.005,0.69935,0.040152,4.5859e-19,-0.022704
5.9475,-0.74999,0.005,0.61327,0.040415,1.1063e-18,-0.027036
6.6522,-0.6472,0.005,0.56688,0.033263,-4.6488e-19,-0.018611
-1.0288,-0.55381,0.005,0.76794,-0.21987,-1.0746e-18,0.24424
8.5769,-1.3394,0.005,0.91796,0.028172,2.1547e-20,-0.0088007
0.70865,-0.30449,0.005,-0.0071212,-0.038984,6.1456e-19,-0.26436
4.104,3.1872,0.005,1.1023,-0.0062761,3.0426e-19,-0.047918
-9.466,-3.933,0.005,0.99999,-0.0015265,1.8467e-18,0.056639
19.486,-0.50103,0.005,0.73202,0.0052539,7.69e-21,0.00023405
-3.8379,-0.61085,0.005,0.96286,-0.013584,-1.0783e-18,0.099494
-6.8041,2.8139,0.005,0.9974,0.010021,-5.5663e-18,0.062166
-0.69447,1.2271,0.005,0.99396,0.24991,-7.7553e-20,0.037344
-1.2368,3.8757,0.005,1.0358,0.062093,2.998e-19,0.018969
10.329,6.8719,0.005,1.0588,-0.0059415,1.4475e-18,-0.010848
-0.19132,0.51181,0.005,0.38146,0.16048,4.1853e-19,-0.35037
-0.20883,0.52957,0.005,0.53291,0.23839,-4.8091e-19,-0.34011
18.962,-4.6718,0.005,1.0542,0.0047782,-2.1671e-20,-0.00052183
5.4231,-1.8867,0.005,1.0759,0.031441,1.1001e-18,-0.037677
-7.8825,-2.734,0.005,0.99877,-0.0057949,-1.0071e-17,0.060975
11.356,-0.1777,0.005,0.55745,0.0049191,4.2289e-20,-0.0012678
-2.7463,1.4886,0.005,0.95824,0.054951,-1.6952e-19,0.10174
17.849,5.1895,0.005,1.0535,-0.0046909,1.5125e-19,-0.0012641
-0.84111,3.8624,0.005,1.0451,0.064117,-2.1538e-19,0.0091842
17.436,3.9372,0.005,1.0565,-0.0055423,3.8261e-21,-0.0010872
2.1911,1.8319,0.005,1.1598,0.017502,-8.0562e-19,-0.11423
-0.68827,-3.9082,0.005,1.0488,-0.063224,8.9118e-20,0.0052587
6.1939,-4.6918,0.005,1.0763,0.008505,4.3293e-19,-0.023902
6.4049,2.3968,0.005,1.0815,-0.02397,-2.6462e-19,-0.026217
0.10325,1.3899,0.005,1.1555,0.20664,1.0187e-18,-0.12659
11.28,-3.041,0.005,1.0626,0.012255,-2.5096e-20,-0.0058699
-1.5449,2.2324,0.005,0.99904,0.10397,9.2647e-19,0.056818
0.13664,-0.60307,0.005,0.41661,-0.011711,9.2878e-19,-0.39443
-3.8415,2.0638,0.005,0.98188,0.033428,-2.1669e-18,0.078721
12.679,0.91567,0.005,0.77272,-0.015596,2.5199e-20,-0.00080084
-4.8074,-0.49113,0.005,0.97804,-0.0062343,3.9052e-18,0.084963
-4.6685,-0.28606,0.005,0.97573,-0.0040055,4.3436e-18,0.087311
2.7605,-0.9338,0.005,0.74456,0.050367,-3.6346e-18,-0.12579
14.308,-3.5595,0.005,1.0591,0.0078424,4.8717e-20,-0.0028439
9.5758,3.5878,0.005,1.0667,-0.01355,2.6258e-19,-0.010714
-5.0982,0.80381,0.005,0.98242,0.0084854,2.1397e-20,0.080486
-1.0057,0.003388,0.005,0.59932,0.0028382,-2.8534e-18,0.38364
-1.8877,0.21232,0.005,0.8547,0.026688,3.4373e-18,0.19752
10.565,6.2261,0.005,1.0596,-0.0069842,2.5904e-18,-0.01025
11.825,-2.1363,0.005,1.0381,0.013923,-7.6787e-21,-0.0034002
3.3756,3.8688,0.005,1.0971,0.0071976,-1.8771e-18,-0.044045
7.9382,3.3231,0.005,1.0729,-0.01642,5.8252e-21,-0.016613
3.1013,-4.4551,0.005,1.0888,-0.011817,2.0649e-19,-0.036744
15.922,-1.7782,0.005,0.97937,0.010329,-1.9346e-21,-0.00026189
8.8258,-2.4634,0.005,1.0654,0.018832,-4.8064e-21,-0.011161
9.9568,2.7084,0.005,1.0641,-0.015464,1.909e-19,-0.008124
8.3582,0.35722,0.005,0.49723,-0.015765,-2.3182e-19,-0.0074536
19.086,-3.5423,0.005,1.0557,0.0053185,1.0321e-20,-0.00030194
19.082,-3.3118,0.005,1.055,0.0054674,-4.3392e-21,-0.00026072
14.517,-3.4946,0.005,1.0589,0.0077138,3.7333e-20,-0.0026057
18.961,-2.0163,0.005,1.0001,0.0078425,3.1698e-21,-3.8802e-05
17.594,-4.1201,0.005,1.0561,0.0053946,2.4065e-20,-0.0010739
1.4865,2.952,0.005,1.1177,0.049237,-1.8746e-18,-0.065701
15.627,-0.38463,0.005,0.67212,0.0060212,-7.1765e-21,0.00036105
15.356,-0.20666,0.005,0.64592,0.003528,3.6255e-21,0.00036961
15.238,-0.77908,0.005,0.75113,0.01081,6.6775e-21,0.00018714
-2.8549,-0.37439,0.005,0.93032,-0.017406,1.2267e-18,0.13042
19.898,-1.6312,0.005,0.9455,0.0085732,0,8.6097e-06
-1.2783,0.6306,0.005,0.82159,0.15488,-2.0812e-18,0.21413
-1.0334,-0.14668,0.005,0.62915,-0.081609,4.3908e-18,0.36133
-2.0313,-3.1807,0.005,1.012,-0.066788,-1.4814e-18,0.044728
-1.5115,-2.552,0.005,1.011,-0.094614,1.1243e-19,0.045109
-1.8352,-2.538,0.005,1.0016,-0.08489,6.7741e-19,0.055429
-1.1493,-2.2413,0.005,1.0161,-0.11922,3.1188e-20,0.037938
-1.4601,-2.231,0.005,1.002,-0.10754,0,0.053501
-1.9945,-2.8544,0.005,1.0064,-0.073635,1.2162e-18,0.05077
-1.68,-2.8658,0.005,1.0137,-0.080882,4.0009e-19,0.042843
-1.9123,-3.0195,0.005,1.0114,-0.072301,-3.4287e-19,0.045347
-1.27,-2.4009,0.005,1.0157,-0.10767,6.3885e-19,0.039353
-1.6391,-2.7207,0.005,1.0115,-0.085958,7.9994e-21,0.044894
-1.7016,-2.3822,0.005,0.99992,-0.093329,-1.1454e-18,0.056656
-1.8609,-2.6985,0.005,1.0054,-0.080459,-1.8634e-19,0.051537
1.6072,1.0305,0.005,0.92769,-0.0043328,-2.0997e-18,-0.18715
0.72794,-0.59257,0.005,0.30202,-0.0054828,-2.4982e-19,-0.26283
0.52456,-2.2622,0.005,1.1238,-0.10535,5.823e-18,-0.07562
-0.54576,2.5734,0.005,1.0555,0.11226,-1.0916e-19,-0.0024391
-6.4582,-3.0796,0.005,0.99749,-0.012145,-4.5018e-18,0.06138
-4.6256,-7.2203,0.005,1.0105,-0.011659,2.5467e-18,0.03779
-2.4578,-3.253,0.005,1.0066,-0.057502,9.4886e-19,0.050447
4.3988,-0.97055,0.005,0.75432,0.053017,-7.7641e-20,-0.059435
10.575,-3.1575,0.005,1.0643,0.013127,9.2898e-20,-0.0074612
16.079,0.078235,0.005,0.64992,-0.0012592,3.3627e-21,0.00044691
15.837,0.20057,0.005,0.65317,-0.0031961,9.5027e-21,0.00039934
10.741,2.6649,0.005,1.0613,-0.014059,-2.9919e-20,-0.0062044
9.3103,-0.70306,0.005,0.65658,0.0219,1.4695e-20,-0.0044963
-1.3225,0.21254,0.005,0.75093,0.064299,-2.6481e-18,0.27918
19.386,0.93451,0.005,0.80923,-0.0081986,-2.1141e-22,9.0892e-06
-1.4341,-2.8222,0.005,1.0196,-0.087998,3.1586e-19,0.036263
0.34829,0.54409,0.005,0.18503,-0.012606,-5.5169e-19,-0.33162
-3.8039,1.3899,0.005,0.97144,0.027569,-1.4343e-18,0.09028
-0.58461,0.12069,0.005,0.15985,0.2085,8.0451e-19,0.52207
-7.0644,-4.272,0.005,1.0001,-0.0096997,9.5972e-19,0.055548
0.34119,0.92042,0.005,1.0852,0.1467,-3.3819e-19,-0.26556
15.992,-6.1788,0.005,1.0528,0.0045551,-4.6792e-19,-0.0030013
8.569,0.91598,0.005,0.74363,-0.027898,-3.0059e-20,-0.0074935
5.1808,-7.6506,0.005,1.0629,0.00072917,-1.2628e-18,-0.016769
12.759,0.23343,0.005,0.59934,-0.0053753,2.7637e-21,-0.00051875
8.6209,4.9454,0.005,1.0668,-0.010247,-9.9405e-19,-0.014581
0.54072,-4.7188,0.005,1.0662,-0.040823,9.6842e-20,-0.01417
1.5362,-1.5038,0.005,1.1766,-0.04592,5.9089e-18,-0.15103
-9.4638,-4.5278,0.005,1,-0.00152,-1.5481e-17,0.054943
10.939,2.6294,0.005,1.0602,-0.013768,1.1661e-19,-0.005721
5.5961,3.3989,0.005,1.0872,-0.014159,-6.8336e-19,-0.03202
1.0453,0.69395,0.005,0.48146,-0.0037664,2.1539e-18,-0.23858
6.629,-3.6346,0.005,1.0791,0.014785,1.5915e-20,-0.023929
19.459,4.0711,0.005,1.0552,-0.0049963,8.0147e-21,-0.00023051
0.30553,-1.3513,0.005,1.1828,-0.18391,5.8392e-19,-0.1557
4.452,3.5258,0.005,1.0953,-0.0066208,3.7136e-19,-0.041076
4.2506,3.4534,0.005,1.0977,-0.0054767,8.6466e-19,-0.043509
19.606,-0.65322,0.005,0.75725,0.0065551,-3.0803e-21,0.00028194
4.9183,0.40238,0.005,0.33908,-0.031467,1.0127e-18,-0.045337
10.867,-3.202,0.005,1.0638,0.012576,-4.988e-19,-0.0069074
6.0228,-6.896,0.005,1.0656,0.0028169,-1.4868e-18,-0.018219
18.846,0.24967,0.005,0.69733,-0.0030126,5.268e-21,0.00048349
4.8285,-4.2365,0.005,1.0858,0.0047789,-5.7186e-19,-0.032797
10.632,-4.2199,0.005,1.0633,0.010802,-2.0371e-19,-0.0087855
9.0106,-3.1161,0.005,1.0687,0.015815,9.0665e-20,-0.011814
18.487,-0.75677,0.005,0.76858,0.0079004,-1.7393e-21,0.00045363
10.674,-0.50375,0.005,0.60995,0.014245,4.712e-21,-0.0021988
10.681,-0.79795,0.005,0.71443,0.019354,5.8981e-20,-0.0027712
11.169,2.5732,0.005,1.0587,-0.013533,8.8853e-22,-0.0052387
-7.7422,8.737,0.005,1.0018,0.0019419,-8.1717e-18,0.044576
-4.0378,3.8383,0.005,1.0023,0.030911,2.0022e-19,0.054297
1.6103,-5.5433,0.005,1.0682,-0.022951,1.0426e-18,-0.017965
0.86832,-0.81371,0.005,0.72018,-0.018672,8.5948e-19,-0.24119
15.988,3.8445,0.005,1.0575,-0.0063247,-4.2269e-20,-0.0018463
1.4451,1.0552,0.005,0.97871,0.010933,7.9874e-20,-0.19396
-9.4638,-5.1159,0.005,1.0001,-0.0014704,8.1089e-18,0.053299
-2.209,-4.2767,0.005,1.0211,-0.047002,1.5428e-18,0.033665
15.694,3.5466,0.005,1.0579,-0.0067293,4.8705e-21,-0.0018291
10.961,-0.74289,0.005,0.69773,0.018245,6.6414e-20,-0.0015781
10.768,-0.64658,0.005,0.65896,0.016536,-4.6244e-20,-0.00236
-4.1811,-2.0927,0.005,0.9843,-0.028503,-1.3454e-18,0.076469
-4.2419,-1.9695,0.005,0.98334,-0.02683,1.8156e-18,0.077713
5.3944,5.8003,0.005,1.0721,-0.0025789,3.4437e-18,-0.022496
10.542,-3.5424,0.005,1.0644,0.012335,-1.4597e-19,-0.0081387
1.9522,-0.74772,0.005,0.54062,0.038296,0,-0.17886
-0.60056,0.53345,0.005,0.75596,0.48546,-2.2452e-19,0.15125
-9.4683,-3.3438,0.005,0.99995,-0.0014171,3.5959e-18,0.058203
19.391,-2.2967,0.005,1.0242,0.0070512,-2.3493e-22,-9.534e-05
7.7181,-3.0056,0.005,1.0742,0.018182,2.5512e-19,-0.017383
-3.9176,-0.73278,0.005,0.96552,-0.015321,-9.4575e-19,0.096879
-0.83992,0.69629,0.005,0.82418,0.30571,7.4198e-19,0.17716
4.1766,3.5104,0.005,1.0976,-0.0042644,-1.227e-18,-0.043534
15.354,-0.7263,0.005,0.73862,0.010202,-1.6115e-21,0.0002506
14.671,1.7207,0.005,0.97532,-0.011809,4.0531e-20,-0.00080676
14.89,1.7392,0.005,0.97768,-0.0115,-1.1403e-20,-0.00056876
14.992,3.9692,0.005,1.058,-0.0069157,-6.5507e-21,-0.0026464
1.6675,-3.9835,0.005,1.092,-0.034927,1.1579e-18,-0.039569
0.67226,-0.85998,0.005,0.85905,-0.048914,-1.4647e-18,-0.25082
6.7477,1.7961,0.005,1.0446,-0.030416,1.1918e-19,-0.021814
17.622,-0.66345,0.005,0.74471,0.0077387,-4.7287e-21,0.00040993
-1.4548,0.96191,0.005,0.89261,0.14015,3.1006e-18,0.15515
-1.8683,-3.4088,0.005,1.0185,-0.065196,-5.85e-19,0.037719
6.5942,2.6053,0.005,1.0812,-0.021958,-1.4039e-20,-0.024633
5.8024,-3.5185,0.005,1.085,0.013924,8.712e-20,-0.029944
6.265,3.3954,0.005,1.0823,-0.015795,5.748e-20,-0.0268
13.934,-3.9917,0.005,1.0589,0.0077712,3.103e-20,-0.0035945
0.65876,-0.44887,0.005,0.087681,-0.023997,-7.0029e-19,-0.27179
13.761,1.528,0.005,0.94295,-0.013793,-1.0838e-20,-0.00099071
9.8705,0.75128,0.005,0.68635,-0.021086,3.6318e-20,-0.004103
9.4621,0.35215,0.005,0.53351,-0.012919,-1.7231e-19,-0.0040346
9.2898,0.81725,0.005,0.706,-0.024074,1.0739e-19,-0.0050666
12.255,1.2299,0.005,0.87062,-0.017219,3.2766e-20,-0.0014253
8.9363,1.9261,0.005,1.0365,-0.021934,-2.311e-19,-0.0092352
7.8338,2.1079,0.005,1.0599,-0.023644,-2.6057e-21,-0.014932
9.1946,0.62791,0.005,0.62418,-0.021511,2.0205e-20,-0.0052891
9.8175,0.64683,0.005,0.64341,-0.019418,5.6863e-21,-0.0036402
12.184,1.1418,0.005,0.84328,-0.017342,1.0183e-20,-0.0014861
9.0323,1.9252,0.005,1.0358,-0.02169,-8.3725e-20,-0.008917
8.8755,2.2146,0.005,1.0576,-0.020079,-2.2481e-19,-0.010331
10.193,0.0025815,0.005,0.51113,-0.0001816,1.7261e-20,-0.0024699
