"Points:0","Points:1","Points:2","U:0","U:1","U:2","p"
6.4591,-2.4256,-0.005,1.0812,0.023592,4.4357e-19,-0.025734
-0.15176,-4.3865,-0.005,1.058,-0.051282,8.7548e-19,-0.005054
11.16,-3.4031,-0.005,1.0632,0.011754,6.1923e-20,-0.0066575
0.9871,0.95034,-0.005,0.9266,0.036423,-2.2243e-18,-0.22388
15.887,5.8061,-0.005,1.0536,-0.0049158,-3.7844e-19,-0.0029736
12.355,5.5474,-0.005,1.058,-0.007144,7.8819e-19,-0.0069044
18.822,-3.874,-0.005,1.0558,0.0051856,5.8929e-21,-0.00045761
4.951,-4.1967,-0.005,1.0855,0.0057398,-1.203e-19,-0.032376
1.9006,-1.2195,-0.005,1.0577,0.0013681,2.8074e-18,-0.15919
1.3702,1.0896,-0.005,1.0233,0.022081,1.798e-18,-0.19411
16.859,-1.1945,-0.005,0.86223,0.010818,-1.2146e-21,0.00040921
15.343,-1.7461,-0.005,0.97765,0.010974,-4.7593e-20,-0.00034968
17.585,4.336,-0.005,1.0556,-0.0052715,-4.4223e-20,-0.0011651
2.2188,1.6344,-0.005,1.1563,0.010168,-1.2209e-18,-0.12338
7.6859,-2.8076,-0.005,1.0742,0.01929,-2.7999e-19,-0.017293
11.058,-3.6231,-0.005,1.0633,0.011471,-1.8208e-19,-0.0071732
7.8486,-2.8459,-0.005,1.0734,0.018844,-1.0944e-19,-0.016483
12.563,4.0921,-0.005,1.0603,-0.0089692,-6.757e-20,-0.0053218
10.37,2.3732,-0.005,1.0564,-0.015775,-5.5911e-20,-0.0063594
19.627,-0.86536,-0.005,0.7964,0.0078629,-1.8001e-22,0.00019019
8.7479,-1.1493,-0.005,0.84612,0.028087,9.5276e-21,-0.0077987
8.0084,1.5153,-0.005,0.97367,-0.029027,-4.2721e-20,-0.012334
6.4172,-3.2559,-0.005,1.0817,0.016936,-1.3769e-19,-0.025796
-4.6962,1.7153,-0.005,0.98415,0.019729,-2.969e-18,0.077486
19.305,2.8491,-0.005,1.0489,-0.005918,3.4873e-21,-0.00015467
-2.624,-4.1312,-0.005,1.0148,-0.044566,-9.5102e-19,0.04046
14.488,0.54499,-0.005,0.68711,-0.0093857,4.6659e-21,-4.7434e-05
9.21,-3.0999,-0.005,1.068,0.015555,-8.2493e-20,-0.011096
7.5526,2.8044,-0.005,1.075,-0.019536,-5.3939e-19,-0.01809
7.6629,2.9469,-0.005,1.0745,-0.018574,6.7845e-19,-0.017657
17.726,-2.7267,-0.005,1.0483,0.0065265,-1.5816e-20,-0.00041224
6.4042,4.4814,-0.005,1.0764,-0.010027,7.9957e-19,-0.023457
17.269,-1.0576,-0.005,0.82982,0.010014,3.2017e-21,0.00023262
12.71,4.3055,-0.005,1.0598,-0.0085394,2.1697e-19,-0.0053505
0.79102,0.29012,-0.005,-0.0099034,0.032536,-8.4789e-20,-0.25936
4.6864,-3.2935,-0.005,1.0957,0.010389,5.8932e-19,-0.040918
2.7301,3.4245,-0.005,1.1077,0.016122,-5.5244e-19,-0.054622
-0.86693,1.0232,-0.005,0.92897,0.25393,7.1123e-20,0.099839
17.343,1.3717,-0.005,0.90055,-0.010239,-2.1144e-21,0.00017689
17.374,-1.474,-0.005,0.92205,0.010236,0,-0.0001729
-0.49702,-1.6541,-0.005,1.0532,-0.19198,3.6755e-20,-0.010186
13.728,-4.3944,-0.005,1.0584,0.0075381,2.4026e-19,-0.004176
5.7441,0.58691,-0.005,0.49807,-0.036246,-3.8831e-19,-0.030136
14.944,-1.9993,-0.005,1.0125,0.010343,1.7456e-20,-0.00090255
18.442,3.8395,-0.005,1.0561,-0.0052715,-2.3357e-21,-0.00060343
0.71791,-0.54964,-0.005,0.23165,-0.0097988,-8.1501e-21,-0.26843
4.9508,3.7399,-0.005,1.0895,-0.0086265,-1.4784e-19,-0.035409
8.2337,-3.0362,-0.005,1.0718,0.017357,-2.8003e-19,-0.014857
7.6305,-3.6725,-0.005,1.0737,0.014972,2.1023e-19,-0.018296
12.437,-1.0036,-0.005,0.80124,0.016634,-9.1327e-21,-0.00072922
-3.8132,0.051304,-0.005,0.95965,0.0011057,5.2215e-18,0.10291
14.748,-2.9642,-0.005,1.0569,0.0080645,6.4973e-20,-0.0019295
18.8,-4.8392,-0.005,1.0538,0.0047131,2.7538e-20,-0.00062812
-3.9629,4.1739,-0.005,1.005,0.030326,1.0319e-18,0.050694
-1.8782,-0.99998,-0.005,0.91107,-0.092285,-3.946e-18,0.14332
11.244,-2.507,-0.005,1.0568,0.013635,-6.2956e-20,-0.0049392
-1.1766,-1.4533,-0.005,0.96558,-0.16488,1.7103e-18,0.083014
7.4451,-3.9995,-0.005,1.0736,0.013457,5.4367e-19,-0.019144
8.7287,0.65569,-0.005,0.62574,-0.023755,-1.0974e-19,-0.0063131
0.89864,7.5131,-0.005,1.0492,0.012479,2.5071e-19,-0.002278
9.1411,-1.8959,-0.005,1.0321,0.02159,1.4242e-19,-0.008399
13.766,-0.41372,-0.005,0.6484,0.0080002,-1.5646e-21,2.9081e-05
6.062,1.3027,-0.005,0.92318,-0.041199,4.956e-19,-0.027937
7.7989,4.3777,-0.005,1.0711,-0.012012,-9.1992e-19,-0.017502
17.498,-0.43536,-0.005,0.70297,0.0056123,-1.9203e-20,0.00057109
16.725,-1.4218,-0.005,0.9126,0.010715,-2.7395e-21,6.9165e-05
0.46841,0.39576,-0.005,0.0091112,0.023414,-2.1182e-19,-0.29823
12.111,0.89756,-0.005,0.76275,-0.016415,3.2727e-20,-0.0013884
12.747,0.46698,-0.005,0.64091,-0.010128,-1.208e-20,-0.00038025
14.926,2.8904,-0.005,1.0557,-0.0080117,8.8349e-21,-0.0017402
4.3396,3.0823,-0.005,1.1012,-0.0096296,-9.0352e-19,-0.046433
1.2964,-0.81484,-0.005,0.67059,0.0084531,-2.3536e-18,-0.21778
-3.5572,-1.5991,-0.005,0.97178,-0.034607,2.2164e-20,0.089404
5.3508,2.2884,-0.005,1.0928,-0.024815,-6.1859e-19,-0.038286
1.9672,-1.8624,-0.005,1.1638,-0.028849,1.1303e-18,-0.11762
19.934,1.7416,-0.005,0.96231,-0.0083582,-2.5965e-21,-5.1447e-06
5.1118,0.083346,-0.005,0.23594,-0.0069467,-8.4648e-19,-0.040811
4.8615,0.19475,-0.005,0.23948,-0.016272,-3.0754e-19,-0.046387
1.1177,4.3042,-0.005,1.0798,0.040135,-1.1499e-18,-0.027435
16.368,-3.1125,-0.005,1.0561,0.0066641,-9.9119e-22,-0.0011551
15.593,-2.9493,-0.005,1.0556,0.0074,1.9181e-20,-0.0014298
-0.87606,-0.05739,-0.005,0.5067,-0.051066,1.4105e-18,0.43077
17.538,2.1886,-0.005,1.0211,-0.0078154,1.9057e-21,-0.00032357
13.068,0.90358,-0.005,0.77022,-0.014683,1.0549e-20,-0.00039177
11.2,-2.4078,-0.005,1.0541,0.014054,-2.4205e-20,-0.0048432
16.395,-3.7344,-0.005,1.0573,0.0061726,2.1546e-20,-0.0015267
5.3174,2.9915,-0.005,1.092,-0.016675,8.1685e-19,-0.036295
-1.2322,-1.0847,-0.005,0.91252,-0.17639,2.1905e-18,0.1305
5.8449,-2.6012,-0.005,1.0881,0.021835,6.9266e-19,-0.031756
5.7737,-2.6092,-0.005,1.0889,0.021694,-8.4707e-19,-0.032557
5.9399,2.9966,-0.005,1.0863,-0.018349,-1.4388e-18,-0.030213
-1.396,-6.7013,-0.005,1.0331,-0.022213,1.0154e-18,0.015854
-0.60526,0.087676,-0.005,0.16601,0.15162,6.6284e-19,0.54086
-0.043775,1.4002,-0.005,1.1321,0.22005,-1.0928e-18,-0.10233
-1.2605,-6.9871,-0.005,1.0336,-0.019484,-7.9165e-19,0.014644
16.997,-4.194,-0.005,1.0563,0.0055858,-1.8797e-21,-0.0014255
12.221,-0.56818,-0.005,0.66027,0.012674,-2.2533e-20,-0.00060369
15.159,2.5058,-0.005,1.0465,-0.0085437,-1.9653e-20,-0.0012322
19.516,2.9904,-0.005,1.0513,-0.0057155,-4.3542e-21,-0.00011236
-3.5793,-1.3777,-0.005,0.968,-0.031351,2.0329e-19,0.093529
-4.0068,-3.3063,-0.005,0.99761,-0.032787,-6.4357e-19,0.060319
-1.2527,-3.2973,-0.005,1.0321,-0.07653,8.9356e-19,0.023439
-4.4013,-4.0253,-0.005,1.0023,-0.026743,1.729e-18,0.053834
13.568,0.97678,-0.005,0.79544,-0.014153,-1.3709e-20,-0.00014841
13.607,3.6751,-0.005,1.0597,-0.0083876,4.8535e-20,-0.0036248
5.5024,-2.2709,-0.005,1.0903,0.025325,-3.3407e-19,-0.036289
5.4255,-2.274,-0.005,1.0915,0.025175,3.891e-19,-0.037435
-1.4847,3.5627,-0.005,1.0283,0.066958,-1.8128e-18,0.027146
-1.3183,0.10879,-0.005,0.74016,0.033955,2.0943e-18,0.28894
13.051,-0.0043427,-0.005,0.59096,0.00020541,-7.8386e-22,-0.00018596
14.859,0.21352,-0.005,0.63819,-0.003873,-5.4325e-21,0.00029466
17.356,-1.9947,-0.005,1.0029,0.0086272,-4.6754e-22,-0.00016505
-6.3406,3.7765,-0.005,0.99922,0.013275,-1.066e-17,0.057798
-0.69826,0.60187,-0.005,0.79057,0.39711,0,0.17252
16.536,-4.3085,-0.005,1.0563,0.0057395,-8.5062e-20,-0.0017604
-0.38362,-0.41001,-0.005,0.41287,-0.37036,-9.5974e-21,-0.023995
-2.0961,-1.7497,-0.005,0.96508,-0.086074,-2.5317e-20,0.092651
11.364,-3.9262,-0.005,1.0624,0.01055,-1.859e-21,-0.0069953
13.641,0.30897,-0.005,0.62769,-0.0062893,-6.7394e-21,-3.9518e-05
2.0432,-4.3503,-0.005,1.0877,-0.026342,7.4667e-19,-0.035479
0.55519,2.201,-0.005,1.1283,0.10653,-1.051e-18,-0.080398
17.381,1.2174,-0.005,0.86748,-0.010221,-3.0937e-20,0.00025552
-3.8345,-0.32949,-0.005,0.96109,-0.0075236,-2.5803e-18,0.10143
-0.75884,-3.1514,-0.005,1.0472,-0.085482,2.2737e-19,0.0074797
3.3633,3.1012,-0.005,1.1104,0.0028084,-1.2625e-19,-0.056699
9.4941,-0.01754,-0.005,0.48552,0.00091838,8.0758e-20,-0.0038587
0.23235,-5.804,-0.005,1.0533,-0.029135,-1.4304e-19,-0.0030812
2.6055,-2.2603,-0.005,1.1397,-0.010337,1.4737e-19,-0.087821
-0.52346,0.50182,-0.005,0.74135,0.54863,8.9261e-20,0.099247
-3.417,-2.5382,-0.005,0.98824,-0.042919,-3.6251e-18,0.071136
-3.448,-2.3613,-0.005,0.98516,-0.041895,-2.0423e-18,0.074592
-3.7625,-2.8658,-0.005,0.99295,-0.036719,7.8208e-20,0.066002
-0.38788,-1.8275,-0.005,1.0684,-0.17147,-5.948e-19,-0.023123
12.843,2.1153,-0.005,1.0318,-0.012401,4.8646e-20,-0.0022337
-3.8697,-2.4755,-0.005,0.98789,-0.034756,-3.1057e-19,0.071946
2.9027,4.4218,-0.005,1.0891,0.014151,2.1482e-18,-0.03706
1.0662,-0.52477,-0.005,0.22069,0.0020271,-6.3973e-18,-0.24097
1.0855,2.2039,-0.005,1.1453,0.077324,-8.1334e-19,-0.097077
1.2439,1.9285,-0.005,1.1643,0.071805,7.0927e-19,-0.11806
0.052926,-1.8023,-0.005,1.1162,-0.16195,5.5547e-20,-0.073918
3.5731,1.2908,-0.005,0.98823,-0.043745,-3.4898e-19,-0.084383
-1.0687,1.5732,-0.005,0.98504,0.1671,1.1745e-18,0.063452
-2.0054,-1.0118,-0.005,0.91591,-0.082747,-7.7731e-19,0.13995
-3.1606,-2.3854,-0.005,0.98515,-0.048151,1.824e-18,0.074357
-3.5474,-1.9536,-0.005,0.97816,-0.03811,-9.1646e-19,0.082444
0.95739,1.083,-0.005,1.0855,0.066184,4.9235e-19,-0.21075
7.5055,0.69163,-0.005,0.61621,-0.030272,-3.6323e-19,-0.012076
7.7976,0.073158,-0.005,0.4116,-0.0036897,2.4795e-20,-0.0099532
7.5075,-0.62539,-0.005,0.57967,0.028248,-3.6302e-20,-0.012151
4.422,-7.2015,-0.005,1.0643,-0.0015548,-7.0991e-19,-0.017559
4.7245,-7.5037,-0.005,1.0631,-0.00042529,1.8106e-18,-0.016841
1.193,-0.63335,-0.005,0.3787,0.010654,5.5132e-18,-0.23229
16.494,-3.3696,-0.005,1.0571,0.0063668,2.7606e-20,-0.001256
-0.26242,-0.551,-0.005,0.73954,-0.38934,-1.7753e-19,-0.26875
12.524,-6.4731,-0.005,1.056,0.0057829,4.878e-19,-0.007136
3.0258,-2.7987,-0.005,1.1199,-0.0061545,1.7395e-18,-0.066511
1.1115,6.4734,-0.005,1.0565,0.01913,1.2679e-18,-0.0078252
-1.7019,-0.96281,-0.005,0.90014,-0.10845,-1.1609e-18,0.15182
6.8776,-1.9606,-0.005,1.0588,0.027962,-4.5228e-19,-0.021089
0.10569,-0.8256,-0.005,1.0747,-0.21281,6.964e-20,-0.30295
5.7462,3.196,-0.005,1.087,-0.016296,5.9024e-19,-0.031378
15.013,0.16681,-0.005,0.63676,-0.0029275,-9.0098e-21,0.00035466
-0.97068,-3.5465,-0.005,1.0414,-0.07193,-3.1585e-19,0.013436
4.6851,-1.3615,-0.005,0.97935,0.045131,4.0248e-20,-0.052115
4.6866,-0.67701,-0.005,0.51982,0.047339,-6.8553e-19,-0.051238
0.62406,0.97512,-0.005,1.0534,0.09306,-1.8893e-18,-0.23937
4.0642,1.1594,-0.005,0.89307,-0.050931,-6.5841e-19,-0.069442
-2.1711,4.1843,-0.005,1.0209,0.048552,1.5355e-19,0.033962
-4.2179,0.3324,-0.005,0.96872,0.0060237,-7.5006e-18,0.094147
18.724,1.6659,-0.005,0.9531,-0.0089226,-2.1656e-22,0.00015974
-0.99077,0.68368,-0.005,0.81505,0.24378,-8.0102e-19,0.20112
-0.44144,0.44555,-0.005,0.61521,0.53239,-1.3758e-19,0.030058
-2.3464,-2.3589,-0.005,0.98766,-0.070974,-7.5336e-19,0.070681
-2.448,-2.3683,-0.005,0.98709,-0.067617,2.0128e-18,0.071369
10.069,-5.4393,-0.005,1.0621,0.0086602,-6.6282e-19,-0.010939
0.77599,-0.090653,-0.005,-0.055811,-0.01719,2.9571e-19,-0.25404
16.946,2.216,-0.005,1.0252,-0.0080459,-5.9718e-21,-0.00030251
2.4947,0.13694,-0.005,0.0022198,-0.01322,3.2898e-18,-0.14669
-2.5806,3.3529,-0.005,1.0067,0.054086,-1.941e-18,0.050315
-2.9415,-0.89889,-0.005,0.94433,-0.035304,-1.1151e-18,0.11638
-2.5427,-0.71293,-0.005,0.92414,-0.040049,-1.3913e-18,0.13532
6.6331,2.2096,-0.005,1.0754,-0.025579,6.0767e-20,-0.023886
6.6637,2.5541,-0.005,1.0804,-0.022307,-3.2452e-19,-0.024067
4.2582,-1.5721,-0.005,1.0607,0.037437,1.6892e-18,-0.061639
4.0598,-1.3894,-0.005,1.0124,0.042996,3.2454e-18,-0.067852
2.7793,-1.2466,-0.005,1.006,0.034079,-2.6339e-18,-0.1179
17.357,2.2777,-0.005,1.0286,-0.0076957,3.3499e-21,-0.00035799
11.145,-0.95053,-0.005,0.77524,0.019265,-2.7829e-20,-0.002045
1.7765,-0.53828,-0.005,0.26633,0.032158,3.6523e-18,-0.19417
4.5756,-4.3885,-0.005,1.0856,0.0023506,-3.5382e-18,-0.032984
-2.3865,-3.4353,-0.005,1.0102,-0.056444,-1.6706e-19,0.046499
1.256,-2.8094,-0.005,1.1199,-0.059112,1.8138e-18,-0.068276
17.027,-2.2188,-0.005,1.0249,0.0080524,1.4863e-21,-0.00024962
-5.8462,0.93725,-0.005,0.98883,0.0068111,4.8922e-18,0.074066
0.92853,1.4132,-0.005,1.1939,0.10037,-1.4119e-18,-0.16846
19.695,-3.4161,-0.005,1.055,0.0053533,1.3381e-21,-0.00010213
2.3231,0.63236,-0.005,0.39276,-0.04511,7.0177e-19,-0.15569
-7.1598,1.4442,-0.005,0.99597,0.00525,0,0.066402
3.3747,3.6655,-0.005,1.1004,0.006362,9.8874e-19,-0.047078
-1.8517,0.84458,-0.005,0.89552,0.088114,-3.0226e-21,0.1581
0.61919,-0.14956,-0.005,-0.025713,-0.033919,-1.7713e-19,-0.25997
19.838,-2.8737,-0.005,1.0487,0.0058818,-3.0723e-21,-8.4589e-05
-0.93327,1.0496,-0.005,0.92678,0.23737,-1.3601e-19,0.10563
16.387,4.3519,-0.005,1.0563,-0.005766,-1.0548e-19,-0.0018882
0.5633,-0.06745,-0.005,-0.0099828,-0.013958,5.0747e-20,-0.25334
18.274,2.0399,-0.005,1.0048,-0.0080669,-1.2717e-21,-0.00011868
4.9336,0.72987,-0.005,0.56516,-0.047036,-1.0377e-18,-0.045486
17.378,3.4409,-0.005,1.0566,-0.0058605,5.6836e-21,-0.00089297
0.98929,-1.131,-0.005,1.1175,-0.070255,2.8097e-18,-0.20454
-0.051738,-1.179,-0.005,1.1539,-0.2646,-4.123e-19,-0.13975
5.7325,-1.6318,-0.005,1.0343,0.03619,-1.4992e-19,-0.033158
2.355,0.38978,-0.005,0.13963,-0.0328,2.7225e-18,-0.15543
-8.9749,9.4322,-0.005,1.0005,0.00041465,-1.4925e-17,0.045531
-3.515,3.4149,-0.005,1.0003,0.038947,-1.4626e-18,0.057148
6.2121,1.718,-0.005,1.0411,-0.033206,7.1205e-20,-0.027023
-1.3385,-0.88052,-0.005,0.87598,-0.15764,-1.7957e-18,0.16662
4.6456,-1.5853,-0.005,1.0514,0.03803,-2.0716e-18,-0.052102
9.7089,-3.2669,-0.005,1.0666,0.014241,-2.5089e-19,-0.009828
0.31714,0.47809,-0.005,0.058968,-0.0091417,-4.0507e-19,-0.34403
0.92911,-0.11764,-0.005,-0.071225,-0.012505,-1.1658e-18,-0.24896
-3.3067,4.6677,-0.005,1.012,0.033057,0,0.042137
6.0151,-2.6366,-0.005,1.0864,0.021688,-3.2332e-19,-0.029959
2.4402,4.1462,-0.005,1.0931,0.021044,-1.1483e-18,-0.04066
-2.4049,-3.7036,-0.005,1.0134,-0.052521,1.5505e-18,0.042789
-0.23661,-0.9088,-0.005,1.1185,-0.37853,-4.311e-19,-0.14802
0.5625,0.21113,-0.005,-0.020055,0.039226,-1.0796e-19,-0.26717
-3.5976,1.1183,-0.005,0.96411,0.026792,1.4217e-18,0.097726
-4.1711,0.25835,-0.005,0.96769,0.0047604,-6.2218e-19,0.095133
4.3084,-0.69299,-0.005,0.52035,0.049591,-4.4205e-19,-0.062225
-0.80987,-0.0076425,-0.005,0.43861,-0.0083063,8.6438e-19,0.46539
10.629,0.32513,-0.005,0.56221,-0.01005,9.9014e-20,-0.0021164
19.619,0.75326,-0.005,0.77439,-0.0073485,1.0674e-20,0.00043864
1.7794,2.1773,-0.005,1.1515,0.041313,-1.9411e-18,-0.10195
19.159,-0.89482,-0.005,0.80125,0.0082253,-3.8678e-21,0.00041928
11.211,-5.5461,-0.005,1.0598,0.007872,-2.0275e-19,-0.008718
7.5879,-1.3955,-0.005,0.94386,0.032018,-1.3982e-19,-0.014028
13.417,4.4483,-0.005,1.0587,-0.0077357,-1.462e-20,-0.0046018
14.15,0.48576,-0.005,0.66876,-0.0087939,5.7995e-21,-9.9826e-05
6.8118,-1.2701,-0.005,0.90665,0.036848,7.7932e-19,-0.019444
-4.4583,-4.1752,-0.005,1.0031,-0.025774,1.227e-19,0.052666
4.9272,2.64,-0.005,1.0984,-0.01883,-9.2358e-19,-0.042637
-1.1796,-3.2444,-0.005,1.0337,-0.078799,5.3782e-19,0.021673
9.3911,-3.4683,-0.005,1.0674,0.014112,7.3854e-21,-0.011082
-3.7337,-1.4804,-0.005,0.97198,-0.029914,-1.8752e-18,0.089518
17.741,3.2611,-0.005,1.0558,-0.005846,8.8588e-21,-0.00067803
-3.435,-3.6084,-0.005,1.0029,-0.039043,8.8099e-20,0.054108
0.44231,4.2167,-0.005,1.0708,0.049891,5.7611e-19,-0.018056
-3.6712,1.9668,-0.005,0.97925,0.035844,0,0.08143
2.4457,-0.17041,-0.005,0.0097508,0.016305,3.2312e-18,-0.14905
10.319,3.3677,-0.005,1.065,-0.013056,-1.7989e-20,-0.0084198
0.13179,-0.65689,-0.005,0.62358,-0.058306,-9.9681e-19,-0.3802
-0.71005,-3.0307,-0.005,1.0487,-0.090257,-8.4665e-20,0.0057751
-2.0842,-3.096,-0.005,1.0096,-0.067306,5.3432e-19,0.047352
-2.1597,-2.7929,-0.005,1.002,-0.070703,1.2439e-20,0.05547
11.815,-4.574,-0.005,1.0606,0.0090156,-6.5923e-19,-0.0069226
1.8972,0.10453,-0.005,-0.058286,-0.0078237,7.4027e-19,-0.18614
1.6448,1.1075,-0.005,1.0018,0.0029531,-1.8343e-18,-0.17964
0.58624,-0.038659,-0.005,-0.014335,-0.0093191,1.2262e-19,-0.2527
10.363,-2.1045,-0.005,1.0428,0.017032,-9.7917e-20,-0.0056661
4.4473,-1.3644,-0.005,0.98922,0.044752,-1.3322e-18,-0.057753
19.454,-1.1838,-0.005,0.86154,0.0088454,-2.4106e-21,0.00024682
0.90316,-0.26649,-0.005,-0.02149,-0.021883,1.4394e-18,-0.25252
5.5182,-1.7073,-0.005,1.0528,0.034993,3.6588e-19,-0.036185
1.2907,-0.52289,-0.005,0.22723,0.012514,-1.7528e-19,-0.22911
14.454,-0.020102,-0.005,0.62034,0.0004756,8.7706e-21,0.00024696
-0.41826,2.0729,-0.005,1.0642,0.14734,1.4949e-19,-0.015343
17.35,3.7954,-0.005,1.0567,-0.0056557,-1.6044e-20,-0.0010703
4.4613,-0.81093,-0.005,0.62403,0.052775,1.0496e-18,-0.058605
5.8892,5.2431,-0.005,1.0743,-0.0056639,6.7212e-19,-0.023317
12.071,3.3285,-0.005,1.0617,-0.010606,5.9409e-20,-0.0050731
12.886,2.775,-0.005,1.0578,-0.010406,-3.0867e-21,-0.0032599
11.997,2.9555,-0.005,1.061,-0.01131,7.5367e-21,-0.0046112
19.919,3.9227,-0.005,1.0552,-0.0050492,1.9825e-21,-4.2472e-05
17.935,3.1314,-0.005,1.0547,-0.005892,8.2711e-21,-0.00056626
16.861,0.10892,-0.005,0.66293,-0.0016389,-1.6521e-20,0.00051067
3.2945,-1.7703,-0.005,1.1232,0.019297,9.2446e-19,-0.085538
2.9658,-1.6499,-0.005,1.125,0.016243,1.256e-18,-0.098842
19.456,-1.2683,-0.005,0.87839,0.0090011,3.6689e-21,1.0346e-05
-0.74908,-0.037632,-0.005,0.3656,-0.050437,7.2754e-19,0.4956
-4.7945,0.15153,-0.005,0.97713,0.0019245,-1.6766e-18,0.08603
10.719,4.449,-0.005,1.0627,-0.010253,4.5835e-19,-0.0088594
16.011,-0.70742,-0.005,0.73972,0.0093846,-1.6903e-20,0.00027936
9.3454,-1.9831,-0.005,1.039,0.020406,2.1698e-19,-0.0081844
2.7224,-2.4481,-0.005,1.1324,-0.0093598,-1.6335e-19,-0.079815
-0.54963,-0.094939,-0.005,0.075904,-0.13881,-3.5313e-19,0.55646
-2.3951,4.7062,-0.005,1.0209,0.040047,2.3582e-19,0.032864
18.595,4.0636,-0.005,1.0557,-0.0051272,-1.2218e-20,-0.00059464
-2.6423,-0.59653,-0.005,0.92513,-0.031968,-1.9635e-18,0.13471
11.592,-4.0768,-0.005,1.0618,0.010044,7.0074e-20,-0.0067874
-0.3769,-0.87073,-0.005,1.0508,-0.40548,-3.9412e-19,-0.075811
10.65,-1.106,-0.005,0.83113,0.020955,3.9316e-21,-0.0031913
-0.43449,0.97035,-0.005,1.0375,0.35385,-3.3795e-19,-0.03975
16.582,-0.36744,-0.005,0.68249,0.0053425,5.3534e-21,0.00049802
11.676,-0.60299,-0.005,0.66086,0.014109,2.5593e-20,-0.0014559
10.703,-3.3325,-0.005,1.0641,0.012551,-2.3609e-19,-0.0074724
3.9174,9.5848,-0.005,1.0344,-0.00060166,-5.2795e-19,-0.012274
-0.76659,0.12643,-0.005,0.41821,0.15114,-9.3147e-19,0.46656
11.022,-2.7121,-0.005,1.0611,0.013411,-1.0561e-19,-0.0057518
0.64767,-0.48164,-0.005,0.12339,-0.018453,3.1476e-19,-0.27337
10.258,-1.0743,-0.005,0.81863,0.022168,9.1666e-20,-0.0034395
3.712,1.1871,-0.005,0.92328,-0.049607,-3.6886e-19,-0.080658
7.079,-4.066,-0.005,1.0751,0.012933,-1.7806e-19,-0.020879
7.1591,-4.0109,-0.005,1.0749,0.013274,-8.1393e-19,-0.020526
-7.4431,-7.2068,-0.005,1.0021,-0.0049792,-8.768e-18,0.046283
2.8999,3.4509,-0.005,1.1064,0.01304,-1.7472e-18,-0.05321
8.3426,-0.80073,-0.005,0.68571,0.027774,8.4558e-20,-0.0085349
15.456,-1.8438,-0.005,0.99093,0.010575,3.3176e-20,-0.0006749
5.6729,1.2467,-0.005,0.90962,-0.043834,3.0791e-20,-0.03267
16.385,-2.8636,-0.005,1.0533,0.0069544,7.5358e-21,-0.00097926
4.9595,-2.696,-0.005,1.0976,0.01828,4.8835e-19,-0.041909
10.825,0.82716,-0.005,0.72706,-0.019015,6.0479e-20,-0.0019812
10.952,0.94115,-0.005,0.77226,-0.019439,1.3446e-20,-0.002456
10.732,2.4781,-0.005,1.058,-0.014671,2.1301e-19,-0.0058426
-2.4211,-0.078139,-0.005,0.90249,-0.0055257,-9.1192e-18,0.15598
-0.075383,-0.91876,-0.005,1.1666,-0.32809,-3.4239e-19,-0.21562
15.589,-5.4408,-0.005,1.0546,0.0053419,-2.677e-19,-0.0030482
-1.2518,2.3607,-0.005,1.0153,0.11005,1.0323e-18,0.039733
19.221,-3.7983,-0.005,1.0557,0.0051644,5.843e-22,-0.00029222
1.919,9.5137,-0.005,1.0345,0.00055296,-1.7944e-19,-0.0046345
-2.0841,1.9012,-0.005,0.97271,0.085795,2.0365e-18,0.085056
17.284,-0.48518,-0.005,0.70812,0.006406,1.5764e-20,0.00046792
3.3992,-0.61473,-0.005,0.41859,0.049717,2.1744e-18,-0.09621
0.44297,-2.2339,-0.005,1.1213,-0.11087,-8.2484e-19,-0.073092
7.9919,-0.829,-0.005,0.69304,0.030304,-1.6418e-20,-0.0096953
7.3728,-3.248,-0.005,1.0758,0.017187,-1.5118e-19,-0.019546
8.5766,3.5135,-0.005,1.0701,-0.014993,2.7835e-19,-0.014042
-0.016002,0.67655,-0.005,0.8428,0.19218,-9.0544e-21,-0.3757
-3.4416,1.4125,-0.005,0.96676,0.034402,4.4154e-19,0.094606
10.323,-1.8511,-0.005,1.018,0.018632,-7.0678e-20,-0.0051948
14.852,-3.1622,-0.005,1.058,0.0077434,1.6358e-20,-0.002049
14.253,-3.3749,-0.005,1.0591,0.0080655,2.2139e-20,-0.00271
8.4297,4.1403,-0.005,1.0694,-0.01285,-2.7343e-19,-0.015056
4.6564,1.3704,-0.005,0.98397,-0.044634,-2.033e-18,-0.052883
-0.93967,0.59783,-0.005,0.77792,0.26042,3.1956e-18,0.22713
-6.6318,8.8553,-0.005,1.0042,0.0025942,7.5138e-18,0.042155
0.10809,-0.79091,-0.005,1.0151,-0.18914,3.4701e-19,-0.31794
-1.6373,0.57582,-0.005,0.85177,0.089809,-3.4538e-18,0.19661
1.124,-3.4124,-0.005,1.0986,-0.052942,-6.1883e-20,-0.045977
0.71713,-3.3514,-0.005,1.0923,-0.063535,1.3555e-19,-0.039414
0.96712,-3.2587,-0.005,1.1001,-0.059704,-1.0264e-18,-0.04759
0.77411,-3.2548,-0.005,1.0961,-0.064552,-5.1183e-20,-0.043432
10.337,-3.0964,-0.005,1.0648,0.013658,1.3216e-19,-0.0078795
19.027,0.81793,-0.005,0.78415,-0.0080881,1.1232e-20,0.00022822
10.369,1.3227,-0.005,0.90314,-0.02175,3.0527e-20,-0.0039457
