
[Name]
symmetry 1

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ], X [ m ], Y [ m ]
-6.71679199e-01, -2.07244009e-01, 4.99999970e-02, 5.18970311e-01, 4.06224251e-01, -3.17411721e-01, -6.71679199e-01, -2.07244009e-01
1.16187021e-01, 6.59259915e-01, 4.99999970e-02, -4.08917040e-01, 7.16230512e-01, 7.56023079e-02, 1.16187021e-01, 6.59259915e-01
-6.93294168e-01, -2.52379447e-01, 4.99999970e-02, 4.78578717e-01, 4.80642855e-01, -3.43624383e-01, -6.93294168e-01, -2.52379447e-01
-6.60382628e-01, -2.40398586e-01, 4.99999970e-02, 4.88748252e-01, 4.35073286e-01, -3.63040179e-01, -6.60382628e-01, -2.40398586e-01
8.31998140e-02, 6.64254189e-01, 4.99999970e-02, -4.12122011e-01, 7.71143973e-01, 1.03177913e-01, 8.31998140e-02, 6.64254189e-01
-6.79892123e-01, -2.86617845e-01, 4.99999970e-02, 4.47193384e-01, 5.11064529e-01, -3.84206533e-01, -6.79892123e-01, -2.86617845e-01
-6.47613645e-01, -2.73010433e-01, 4.99999970e-02, 4.54750955e-01, 4.67512906e-01, -4.05385435e-01, -6.47613645e-01, -2.73010433e-01
4.99968007e-02, 6.67589307e-01, 4.99999970e-02, -4.13161784e-01, 8.21951628e-01, 1.33913726e-01, 4.99968007e-02, 6.67589307e-01
-6.64873600e-01, -3.20195198e-01, 4.99999970e-02, 4.12615448e-01, 5.44545591e-01, -4.21534479e-01, -6.64873600e-01, -3.20195198e-01
-6.33296072e-01, -3.04987848e-01, 4.99999970e-02, 4.17336106e-01, 5.03136814e-01, -4.44106758e-01, -6.33296072e-01, -3.04987848e-01
1.66693833e-02, 6.69270992e-01, 4.99999970e-02, -4.11646873e-01, 8.67762804e-01, 1.67368010e-01, 1.66693833e-02, 6.69270992e-01
-6.48048520e-01, -3.52933884e-01, 4.99999970e-02, 3.75216037e-01, 5.80581307e-01, -4.55396354e-01, -6.48048520e-01, -3.52933884e-01
-6.17273390e-01, -3.36173385e-01, 4.99999970e-02, 3.76922518e-01, 5.41381657e-01, -4.78932709e-01, -6.17273390e-01, -3.36173385e-01
-1.67092048e-02, 6.69270098e-01, 4.99999970e-02, -4.07215565e-01, 9.07827020e-01, 2.03015089e-01, -1.67092048e-02, 6.69270098e-01
-6.29581213e-01, -3.84731561e-01, 4.99999970e-02, 3.35441709e-01, 6.18833125e-01, -4.85490382e-01, -6.29581213e-01, -3.84731561e-01
-5.99691391e-01, -3.66466224e-01, 4.99999970e-02, 3.34010601e-01, 5.81843793e-01, -5.09551108e-01, -5.99691391e-01, -3.66466224e-01
-5.00373505e-02, 6.67598665e-01, 4.99999970e-02, -3.99543375e-01, 9.41568136e-01, 2.40268260e-01, -5.00373505e-02, 6.67598665e-01
-6.09750628e-01, -4.15706128e-01, 4.99999970e-02, 2.93665230e-01, 6.59004748e-01, -5.11503935e-01, -6.09750628e-01, -4.15706128e-01
-5.80788374e-01, -3.95960957e-01, 4.99999970e-02, 2.88989544e-01, 6.24174178e-01, -5.35659194e-01, -5.80788374e-01, -3.95960957e-01
-8.32449123e-02, 6.64257348e-01, 4.99999970e-02, -3.88356805e-01, 9.68581200e-01, 2.78504610e-01, -8.32449123e-02, 6.64257348e-01
-5.88438094e-01, -4.45734203e-01, 4.99999970e-02, 2.50311255e-01, 7.00623810e-01, -5.33320189e-01, -5.88438094e-01, -4.45734203e-01
-5.60467422e-01, -4.24547076e-01, 4.99999970e-02, 2.42338508e-01, 6.67845368e-01, -5.57153463e-01, -5.60467422e-01, -4.24547076e-01
-1.16228648e-01, 6.59248650e-01, 4.99999970e-02, -3.73448700e-01, 9.88644183e-01, 3.17088485e-01, -1.16228648e-01, 6.59248650e-01
-5.65559268e-01, -4.74631935e-01, 4.99999970e-02, 2.05766588e-01, 7.43101835e-01, -5.50866544e-01, -5.65559268e-01, -4.74631935e-01
-5.38664520e-01, -4.52061325e-01, 4.99999970e-02, 1.94338411e-01, 7.12089658e-01, -5.73912740e-01, -5.38664520e-01, -4.52061325e-01
-1.48925826e-01, 6.52635157e-01, 4.99999970e-02, -3.54660302e-01, 1.00171185e+00, 3.55400383e-01, -1.48925826e-01, 6.52635157e-01
-5.41127622e-01, -5.02243876e-01, 4.99999970e-02, 1.60563931e-01, 7.85973847e-01, -5.64106941e-01, -5.41127622e-01, -5.02243876e-01
-5.15397847e-01, -4.78363007e-01, 4.99999970e-02, 1.45593628e-01, 7.56328106e-01, -5.86026192e-01, -5.15397847e-01, -4.78363007e-01
-1.81254908e-01, 6.44408584e-01, 4.99999970e-02, -3.31904352e-01, 1.00785816e+00, 3.92825127e-01, -1.81254908e-01, 6.44408584e-01
-5.15407741e-01, -5.28626442e-01, 4.99999970e-02, 1.15101904e-01, 8.28812957e-01, -5.72945774e-01, -5.15407741e-01, -5.28626442e-01
-4.90899742e-01, -5.03489912e-01, 4.99999970e-02, 9.65625718e-02, 8.00278068e-01, -5.93071640e-01, -4.90899742e-01, -5.03489912e-01
-2.13157743e-01, 6.34651005e-01, 4.99999970e-02, -3.05191636e-01, 1.00720227e+00, 4.28742766e-01, -2.13157743e-01, 6.34651005e-01
-4.88403916e-01, -5.53736150e-01, 4.99999970e-02, 6.94785789e-02, 8.70954812e-01, -5.77310801e-01, -4.88403916e-01, -5.53736150e-01
-4.65176672e-01, -5.27401865e-01, 4.99999970e-02, 4.80709188e-02, 8.43139887e-01, -5.94861746e-01, -4.65176672e-01, -5.27401865e-01
-3.75465870e+00, -1.10344028e+00, 4.99999970e-02, 1.57413349e-01, 9.94443297e-01, -1.54398875e-02, -3.75465870e+00, -1.10344028e+00
-3.92988372e+00, -1.20854950e+00, 4.99999970e-02, 1.54703200e-01, 9.96257782e-01, -1.34042287e-02, -3.92988372e+00, -1.20854950e+00
-3.80189800e+00, -1.28640246e+00, 4.99999970e-02, 1.54210418e-01, 9.95773554e-01, -1.61849428e-02, -3.80189800e+00, -1.28640246e+00
4.29249859e+00, -4.66721916e+00, 4.99999970e-02, -4.15840410e-02, 1.07581794e+00, 3.10424622e-03, 4.29249859e+00, -4.66721916e+00
4.49072504e+00, -4.71130180e+00, 4.99999970e-02, -4.04678099e-02, 1.06309664e+00, 2.43539433e-03, 4.49072504e+00, -4.71130180e+00
4.43665457e+00, -4.47605705e+00, 4.99999970e-02, -4.06569093e-02, 1.10525572e+00, 5.59171336e-03, 4.43665457e+00, -4.47605705e+00
4.15143347e+00, -4.49043465e+00, 4.99999970e-02, -4.24039923e-02, 1.10733247e+00, 5.43923257e-03, 4.15143347e+00, -4.49043465e+00
-2.44540140e-01, 6.23242557e-01, 4.99999970e-02, -2.74595976e-01, 9.99930322e-01, 4.62527782e-01, -2.44540140e-01, 6.23242557e-01
1.80165708e+00, 2.35657454e+00, 4.99999970e-02, -8.60556662e-02, 1.20571804e+00, 2.08036248e-02, 1.80165708e+00, 2.35657454e+00
1.58805704e+00, 2.35503650e+00, 4.99999970e-02, -8.54206309e-02, 1.20498478e+00, 2.97963321e-02, 1.58805704e+00, 2.35503650e+00
1.72414255e+00, 2.17167926e+00, 4.99999970e-02, -9.61581543e-02, 1.21653879e+00, 2.46398374e-02, 1.72414255e+00, 2.17167926e+00
-4.54272938e+00, 2.62491226e+00, 4.99999970e-02, 1.31833524e-01, 1.00033391e+00, 6.33777678e-03, -4.54272938e+00, 2.62491226e+00
-4.40932512e+00, 2.78399968e+00, 4.99999970e-02, 1.29425317e-01, 1.00061584e+00, 7.68361939e-03, -4.40932512e+00, 2.78399968e+00
-4.59306908e+00, 2.76794577e+00, 4.99999970e-02, 1.29825965e-01, 1.00030732e+00, 5.13807870e-03, -4.59306908e+00, 2.76794577e+00
-4.43472195e+00, -8.18414271e-01, 4.99999970e-02, 1.56369835e-01, 9.98571217e-01, -4.80301538e-03, -4.43472195e+00, -8.18414271e-01
-4.62265635e+00, -9.69192266e-01, 4.99999970e-02, 1.54228002e-01, 9.99401629e-01, -3.71762482e-03, -4.62265635e+00, -9.69192266e-01
-4.40128565e+00, -1.07306206e+00, 4.99999970e-02, 1.54073238e-01, 9.98649895e-01, -6.32915646e-03, -4.40128565e+00, -1.07306206e+00
-4.60105658e-01, -5.77356160e-01, 4.99999970e-02, 2.44321693e-02, 9.11747098e-01, -5.77270925e-01, -4.60105658e-01, -5.77356160e-01
-4.38230157e-01, -5.49905837e-01, 4.99999970e-02, 9.00001323e-04, 8.84113491e-01, -5.91993511e-01, -4.38230157e-01, -5.49905837e-01
6.17119122e+00, 6.68478668e-01, 4.99999970e-02, -1.36812516e-02, 6.62275553e-01, -3.85751426e-02, 6.17119122e+00, 6.68478668e-01
6.22165966e+00, 4.63773489e-01, 4.99999970e-02, -1.26438001e-02, 5.34872711e-01, -2.99274046e-02, 6.22165966e+00, 4.63773489e-01
6.39111376e+00, 6.13201737e-01, 4.99999970e-02, -1.08429566e-02, 6.35486722e-01, -3.51672396e-02, 6.39111376e+00, 6.13201737e-01
-1.70359087e+00, 4.99881953e-01, 4.99999970e-02, 2.53676832e-01, 8.93839180e-01, 7.32950941e-02, -1.70359087e+00, 4.99881953e-01
-1.91503096e+00, 4.59277004e-01, 4.99999970e-02, 2.38663495e-01, 9.12124634e-01, 5.17594963e-02, -1.91503096e+00, 4.59277004e-01
-1.79422402e+00, 3.05248350e-01, 4.99999970e-02, 2.60306895e-01, 8.89126718e-01, 4.33374941e-02, -1.79422402e+00, 3.05248350e-01
-1.37366927e+00, -9.57983255e-01, 4.99999970e-02, 2.03256965e-01, 9.35078621e-01, -1.51869431e-01, -1.37366927e+00, -9.57983255e-01
-1.22389436e+00, -7.74808049e-01, 4.99999970e-02, 2.42776096e-01, 8.95730317e-01, -1.78449512e-01, -1.22389436e+00, -7.74808049e-01
-1.46310067e+00, -7.44001210e-01, 4.99999970e-02, 2.40785986e-01, 9.02414858e-01, -1.28443509e-01, -1.46310067e+00, -7.44001210e-01
8.01497555e+00, 2.12454367e+00, 4.99999970e-02, -6.64800685e-03, 1.13027346e+00, -2.22080369e-02, 8.01497555e+00, 2.12454367e+00
8.13832283e+00, 2.27567601e+00, 4.99999970e-02, -6.33892091e-03, 1.13222909e+00, -2.07443815e-02, 8.13832283e+00, 2.27567601e+00
7.96172905e+00, 2.29974174e+00, 4.99999970e-02, -7.60302320e-03, 1.13399029e+00, -2.09456217e-02, 7.96172905e+00, 2.29974174e+00
-2.75305271e-01, 6.10324085e-01, 4.99999970e-02, -2.40282029e-01, 9.86419022e-01, 4.93616283e-01, -2.75305271e-01, 6.10324085e-01
4.38373137e+00, 1.63467991e+00, 4.99999970e-02, -4.92775589e-02, 1.14887691e+00, -4.39529233e-02, 4.38373137e+00, 1.63467991e+00
4.28162575e+00, 1.86265028e+00, 4.99999970e-02, -5.10162823e-02, 1.17130578e+00, -3.79728228e-02, 4.28162575e+00, 1.86265028e+00
4.14597368e+00, 1.71070492e+00, 4.99999970e-02, -5.52118048e-02, 1.16546500e+00, -4.15365659e-02, 4.14597368e+00, 1.71070492e+00
-2.67662239e+00, -3.39832520e+00, 4.99999970e-02, 1.04407258e-01, 1.01838410e+00, -2.70784441e-02, -2.67662239e+00, -3.39832520e+00
-2.88642311e+00, -3.43054938e+00, 4.99999970e-02, 1.08344093e-01, 1.01476514e+00, -2.35782545e-02, -2.88642311e+00, -3.43054938e+00
-2.79115367e+00, -3.67204881e+00, 4.99999970e-02, 1.03266500e-01, 1.01729918e+00, -2.08175369e-02, -2.79115367e+00, -3.67204881e+00
-4.30659115e-01, -5.99502802e-01, 4.99999970e-02, -1.92736499e-02, 9.50726390e-01, -5.73025703e-01, -4.30659115e-01, -5.99502802e-01
-4.10191685e-01, -5.71010590e-01, 4.99999970e-02, -4.49796170e-02, 9.22798038e-01, -5.84587216e-01, -4.10191685e-01, -5.71010590e-01
-1.73365569e+00, 2.78437781e+00, 4.99999970e-02, 9.12414491e-02, 1.03775489e+00, 6.16694055e-02, -1.73365569e+00, 2.78437781e+00
-1.86894786e+00, 2.84061456e+00, 4.99999970e-02, 9.47745591e-02, 1.03359723e+00, 5.60455509e-02, -1.86894786e+00, 2.84061456e+00
-1.90432620e+00, 2.67131257e+00, 4.99999970e-02, 1.00515723e-01, 1.03023481e+00, 6.07031807e-02, -1.90432620e+00, 2.67131257e+00
5.77136517e+00, -2.54547071e+00, 4.99999970e-02, -2.77561918e-02, 1.15267241e+00, 2.56085824e-02, 5.77136517e+00, -2.54547071e+00
5.59171581e+00, -2.53073907e+00, 4.99999970e-02, -2.99687125e-02, 1.15508044e+00, 2.63100863e-02, 5.59171581e+00, -2.53073907e+00
5.69022989e+00, -2.72541618e+00, 4.99999970e-02, -2.92610619e-02, 1.15194380e+00, 2.39216071e-02, 5.69022989e+00, -2.72541618e+00
6.58938980e+00, 2.65311629e-01, 4.99999970e-02, -8.44492018e-03, 4.65916187e-01, -1.69680640e-02, 6.58938980e+00, 2.65311629e-01
6.62100220e+00, 4.16628160e-02, 4.99999970e-02, -8.19597021e-03, 4.22649860e-01, -2.44529312e-03, 6.62100220e+00, 4.16628160e-02
6.76832533e+00, 2.07120582e-01, 4.99999970e-02, -7.16789300e-03, 4.57813859e-01, -1.30073307e-02, 6.76832533e+00, 2.07120582e-01
-3.05447280e-01, 5.95909894e-01, 4.99999970e-02, -2.02477038e-01, 9.67042506e-01, 5.21497190e-01, -3.05447280e-01, 5.95909894e-01
4.29943085e+00, 2.01050591e+00, 4.99999970e-02, -5.02859019e-02, 1.17536747e+00, -3.45965698e-02, 4.29943085e+00, 2.01050591e+00
4.11265039e+00, 1.97398221e+00, 4.99999970e-02, -5.43551892e-02, 1.17816353e+00, -3.51654999e-02, 4.11265039e+00, 1.97398221e+00
8.66400909e+00, -3.92867041e+00, 4.99999970e-02, -5.12346206e-03, 1.10217047e+00, 8.34564492e-03, 8.66400909e+00, -3.92867041e+00
8.64316845e+00, -4.13631582e+00, 4.99999970e-02, -5.52430190e-03, 1.08817375e+00, 6.23620162e-03, 8.64316845e+00, -4.13631582e+00
8.87731743e+00, -4.04527998e+00, 4.99999970e-02, -3.56146740e-03, 1.09251702e+00, 7.00322352e-03, 8.87731743e+00, -4.04527998e+00
-4.00114983e-01, -6.20062411e-01, 4.99999970e-02, -6.15129732e-02, 9.87498045e-01, -5.64732432e-01, -4.00114983e-01, -6.20062411e-01
-3.81111652e-01, -5.90612471e-01, 4.99999970e-02, -8.92431214e-02, 9.58657920e-01, -5.72733045e-01, -3.81111652e-01, -5.90612471e-01
6.07615757e+00, 1.50300086e-01, 4.99999970e-02, -1.30038690e-02, 3.98373395e-01, -1.10853473e-02, 6.07615757e+00, 1.50300086e-01
6.25899649e+00, 2.37549946e-01, 4.99999970e-02, -1.15809124e-02, 4.35900778e-01, -1.71060115e-02, 6.25899649e+00, 2.37549946e-01
6.06325245e+00, 3.63888800e-01, 4.99999970e-02, -1.39338160e-02, 4.73048687e-01, -2.54124831e-02, 6.06325245e+00, 3.63888800e-01
-1.44993886e-01, 2.26031399e+00, 4.99999970e-02, -9.12560895e-03, 1.13491142e+00, 1.14591002e-01, -1.44993886e-01, 2.26031399e+00
-2.43741259e-01, 2.11273098e+00, 4.99999970e-02, -6.02764217e-03, 1.13029802e+00, 1.28944069e-01, -2.43741259e-01, 2.11273098e+00
-7.61133954e-02, 2.05912900e+00, 4.99999970e-02, -2.40988191e-02, 1.14867198e+00, 1.30464792e-01, -7.61133954e-02, 2.05912900e+00
-1.89609838e+00, 2.16357613e+00, 4.99999970e-02, 1.17465250e-01, 1.01889765e+00, 7.56432861e-02, -1.89609838e+00, 2.16357613e+00
-2.10268927e+00, 2.10363436e+00, 4.99999970e-02, 1.25338361e-01, 1.01225221e+00, 6.91839904e-02, -2.10268927e+00, 2.10363436e+00
-1.95176232e+00, 1.98373652e+00, 4.99999970e-02, 1.27197936e-01, 1.01147199e+00, 7.86093920e-02, -1.95176232e+00, 1.98373652e+00
-3.34730178e-01, 5.79837143e-01, 4.99999970e-02, -1.61534041e-01, 9.42263007e-01, 5.45642018e-01, -3.34730178e-01, 5.79837143e-01
1.55754220e+00, -1.92960036e+00, 4.99999970e-02, -1.12561762e-01, 1.23278964e+00, -3.38366330e-02, 1.55754220e+00, -1.92960036e+00
1.55876970e+00, -2.18336058e+00, 4.99999970e-02, -9.60184783e-02, 1.21592009e+00, -3.27269956e-02, 1.55876970e+00, -2.18336058e+00
1.69836795e+00, -2.02678967e+00, 4.99999970e-02, -1.05431870e-01, 1.22593796e+00, -2.56439056e-02, 1.69836795e+00, -2.02678967e+00
-2.20713973e+00, 1.51093554e+00, 4.99999970e-02, 1.56542733e-01, 9.88742411e-01, 7.02423304e-02, -2.20713973e+00, 1.51093554e+00
-2.43527246e+00, 1.51137495e+00, 4.99999970e-02, 1.57830864e-01, 9.88661826e-01, 5.84180690e-02, -2.43527246e+00, 1.51137495e+00
-2.31859398e+00, 1.34159458e+00, 4.99999970e-02, 1.66027576e-01, 9.81758416e-01, 6.39517456e-02, -2.31859398e+00, 1.34159458e+00
8.85628223e+00, -1.12625265e+00, 4.99999970e-02, -5.22779301e-04, 9.33957636e-01, 2.79159695e-02, 8.85628223e+00, -1.12625265e+00
8.97315788e+00, -9.70963061e-01, 4.99999970e-02, -3.18772625e-04, 8.71157169e-01, 2.72160415e-02, 8.97315788e+00, -9.70963061e-01
8.83930683e+00, -9.13899302e-01, 4.99999970e-02, -2.46856565e-04, 8.43755722e-01, 2.74906997e-02, 8.83930683e+00, -9.13899302e-01
-3.68728638e-01, -6.39226615e-01, 4.99999970e-02, -1.02021232e-01, 1.02159977e+00, -5.52393019e-01, -3.68728638e-01, -6.39226615e-01
-3.51215929e-01, -6.08866692e-01, 4.99999970e-02, -1.31519049e-01, 9.91114140e-01, -5.56601584e-01, -3.51215929e-01, -6.08866692e-01
3.53938389e+00, 1.12263691e+00, 4.99999970e-02, -7.71285072e-02, 9.83055413e-01, -6.11034334e-02, 3.53938389e+00, 1.12263691e+00
3.61177111e+00, 1.28134012e+00, 4.99999970e-02, -7.34134912e-02, 1.07526648e+00, -5.54923899e-02, 3.61177111e+00, 1.28134012e+00
3.44249582e+00, 1.31188345e+00, 4.99999970e-02, -7.97465891e-02, 1.09502494e+00, -5.33713512e-02, 3.44249582e+00, 1.31188345e+00
-4.69819450e+00, 2.32632542e+00, 4.99999970e-02, 1.36001527e-01, 1.00009096e+00, 4.27644188e-03, -4.69819450e+00, 2.32632542e+00
-4.53456593e+00, 2.38377833e+00, 4.99999970e-02, 1.35171607e-01, 1.00021231e+00, 6.58370182e-03, -4.53456593e+00, 2.38377833e+00
-4.67871428e+00, 2.50356507e+00, 4.99999970e-02, 1.33734375e-01, 1.00009561e+00, 4.45021549e-03, -4.67871428e+00, 2.50356507e+00
-1.78335035e+00, 3.71794009e+00, 4.99999970e-02, 7.86840990e-02, 1.04091060e+00, 3.01160347e-02, -1.78335035e+00, 3.71794009e+00
-1.89420867e+00, 3.50157738e+00, 4.99999970e-02, 8.40541199e-02, 1.03727150e+00, 3.55520323e-02, -1.89420867e+00, 3.50157738e+00
-1.64260972e+00, 3.57077527e+00, 4.99999970e-02, 7.55271167e-02, 1.04495203e+00, 3.67903896e-02, -1.64260972e+00, 3.57077527e+00
-3.63198906e-01, 5.62437773e-01, 4.99999970e-02, -1.17671624e-01, 9.12790656e-01, 5.65681279e-01, -3.63198906e-01, 5.62437773e-01
-3.14084888e+00, -1.21924925e+00, 4.99999970e-02, 1.62100717e-01, 9.88514721e-01, -2.96490993e-02, -3.14084888e+00, -1.21924925e+00
-3.05213642e+00, -1.41155386e+00, 4.99999970e-02, 1.57161221e-01, 9.90839064e-01, -3.42922658e-02, -3.05213642e+00, -1.41155386e+00
-2.92161846e+00, -1.21918428e+00, 4.99999970e-02, 1.64669365e-01, 9.85637426e-01, -3.61140259e-02, -2.92161846e+00, -1.21918428e+00
-3.36462200e-01, -6.56960428e-01, 4.99999970e-02, -1.40370727e-01, 1.05245709e+00, -5.36203682e-01, -3.36462200e-01, -6.56960428e-01
-3.20474327e-01, -6.25743270e-01, 4.99999970e-02, -1.71290532e-01, 1.01955795e+00, -5.36399007e-01, -3.20474327e-01, -6.25743270e-01
6.11505079e+00, -5.24859689e-02, 4.99999970e-02, -1.23894466e-02, 3.83852482e-01, 3.81408096e-03, 6.11505079e+00, -5.24859689e-02
6.23818588e+00, 6.43443540e-02, 4.99999970e-02, -1.14571052e-02, 3.93926531e-01, -4.55161696e-03, 6.23818588e+00, 6.43443540e-02
-4.17505980e+00, 1.14812970e+00, 4.99999970e-02, 1.53863430e-01, 9.97643828e-01, 9.70893446e-03, -4.17505980e+00, 1.14812970e+00
-4.14965963e+00, 9.11054790e-01, 4.99999970e-02, 1.57186523e-01, 9.96953487e-01, 8.37245304e-03, -4.14965963e+00, 9.11054790e-01
-3.96976042e+00, 1.03380656e+00, 4.99999970e-02, 1.57183185e-01, 9.95828927e-01, 1.16887046e-02, -3.96976042e+00, 1.03380656e+00
2.98494864e+00, -4.58654356e+00, 4.99999970e-02, -4.41168025e-02, 1.10590100e+00, 3.16238962e-03, 2.98494864e+00, -4.58654356e+00
2.98057079e+00, -4.78502941e+00, 4.99999970e-02, -4.38392535e-02, 1.06676745e+00, 1.45331386e-03, 2.98057079e+00, -4.78502941e+00
3.98303598e-01, 2.41139841e+00, 4.99999970e-02, -4.43992093e-02, 1.16612506e+00, 8.55610222e-02, 3.98303598e-01, 2.41139841e+00
3.31483662e-01, 2.55620885e+00, 4.99999970e-02, -3.28873321e-02, 1.15418124e+00, 8.04999843e-02, 3.31483662e-01, 2.55620885e+00
2.21035197e-01, 2.34188318e+00, 4.99999970e-02, -3.68028842e-02, 1.15810168e+00, 9.65845138e-02, 2.21035197e-01, 2.34188318e+00
2.30225801e+00, -1.31069696e+00, 4.99999970e-02, -1.32713765e-01, 1.16027296e+00, 2.92538200e-02, 2.30225801e+00, -1.31069696e+00
2.26579499e+00, -1.50338542e+00, 4.99999970e-02, -1.25411361e-01, 1.21548617e+00, 1.60473436e-02, 2.26579499e+00, -1.50338542e+00
2.47949481e+00, -1.42984414e+00, 4.99999970e-02, -1.20185733e-01, 1.18510234e+00, 2.90475003e-02, 2.47949481e+00, -1.42984414e+00
-3.90877098e-01, 5.43739319e-01, 4.99999970e-02, -7.11911693e-02, 8.79229426e-01, 5.81321597e-01, -3.90877098e-01, 5.43739319e-01
6.65223885e+00, -1.80176556e+00, 4.99999970e-02, -1.52586345e-02, 1.12512290e+00, 3.08113042e-02, 6.65223885e+00, -1.80176556e+00
6.60325193e+00, -2.00571847e+00, 4.99999970e-02, -1.66142751e-02, 1.13911808e+00, 2.85186451e-02, 6.60325193e+00, -2.00571847e+00
6.82477903e+00, -1.94210577e+00, 4.99999970e-02, -1.43912844e-02, 1.13331449e+00, 2.83877980e-02, 6.82477903e+00, -1.94210577e+00
3.10855532e+00, -4.69020557e+00, 4.99999970e-02, -4.42086719e-02, 1.08607793e+00, 2.24394607e-03, 3.10855532e+00, -4.69020557e+00
-2.18950224e+00, 2.67337769e-01, 4.99999970e-02, 2.26679683e-01, 9.29328620e-01, 2.26880666e-02, -2.18950224e+00, 2.67337769e-01
-1.99174440e+00, 2.79019445e-01, 4.99999970e-02, 2.41063073e-01, 9.11373198e-01, 2.98447218e-02, -1.99174440e+00, 2.79019445e-01
-2.08241963e+00, 4.01355475e-01, 4.99999970e-02, 2.29261696e-01, 9.24414814e-01, 3.80469933e-02, -2.08241963e+00, 4.01355475e-01
-3.03222716e-01, -6.72813594e-01, 4.99999970e-02, -1.76470429e-01, 1.07938313e+00, -5.16462922e-01, -3.03222716e-01, -6.72813594e-01
-2.88819760e-01, -6.40855014e-01, 4.99999970e-02, -2.08356351e-01, 1.04327977e+00, -5.12479782e-01, -2.88819760e-01, -6.40855014e-01
-4.17566627e-01, 5.23617506e-01, 4.99999970e-02, -2.27032993e-02, 8.42109203e-01, 5.92236757e-01, -4.17566627e-01, 5.23617506e-01
-2.69301742e-01, -6.87027037e-01, 4.99999970e-02, -2.09851548e-01, 1.10187447e+00, -4.93428946e-01, -2.69301742e-01, -6.87027037e-01
-2.56512791e-01, -6.54400408e-01, 4.99999970e-02, -2.42379904e-01, 1.06175244e+00, -4.85210061e-01, -2.56512791e-01, -6.54400408e-01
-9.21048641e-01, 1.55889070e+00, 4.99999970e-02, 8.85485187e-02, 1.04499996e+00, 1.75999016e-01, -9.21048641e-01, 1.55889070e+00
-1.12920785e+00, 1.53471029e+00, 4.99999970e-02, 1.13682203e-01, 1.02309012e+00, 1.57101288e-01, -1.12920785e+00, 1.53471029e+00
-1.00978994e+00, 1.39111745e+00, 4.99999970e-02, 1.13726325e-01, 1.02130997e+00, 1.86871707e-01, -1.00978994e+00, 1.39111745e+00
8.10227013e+00, 4.16969347e+00, 4.99999970e-02, -9.80992895e-03, 1.09181321e+00, -6.36197906e-03, 8.10227013e+00, 4.16969347e+00
8.04027081e+00, 3.99278712e+00, 4.99999970e-02, -1.00956848e-02, 1.10532403e+00, -8.30680691e-03, 8.04027081e+00, 3.99278712e+00
8.19931030e+00, 3.96098542e+00, 4.99999970e-02, -8.92279483e-03, 1.10487795e+00, -8.37557390e-03, 8.19931030e+00, 3.96098542e+00
-4.43217278e-01, 5.02169073e-01, 4.99999970e-02, 2.73287054e-02, 8.02037537e-01, 5.98377407e-01, -4.43217278e-01, 5.02169073e-01
7.91818333e+00, 4.06268501e+00, 4.99999970e-02, -1.10035818e-02, 1.10205567e+00, -7.69168558e-03, 7.91818333e+00, 4.06268501e+00
-2.34706700e-01, -6.99583352e-01, 4.99999970e-02, -2.40348279e-01, 1.11943817e+00, -4.67411190e-01, -2.34706700e-01, -6.99583352e-01
-2.23561525e-01, -6.66363001e-01, 4.99999970e-02, -2.73098052e-01, 1.07455003e+00, -4.54968661e-01, -2.23561525e-01, -6.66363001e-01
-2.95575213e+00, 3.76937556e+00, 4.99999970e-02, 1.04952618e-01, 1.01484799e+00, 1.75976697e-02, -2.95575213e+00, 3.76937556e+00
-2.79888821e+00, 3.80811119e+00, 4.99999970e-02, 1.02436215e-01, 1.01747203e+00, 1.83862429e-02, -2.79888821e+00, 3.80811119e+00
-2.92340159e+00, 3.90166521e+00, 4.99999970e-02, 1.03533968e-01, 1.01549113e+00, 1.57268438e-02, -2.92340159e+00, 3.90166521e+00
-1.22421548e-01, -2.56002522e+00, 4.99999970e-02, -3.18995607e-03, 1.12687314e+00, -9.14854258e-02, -1.22421548e-01, -2.56002522e+00
-3.05147432e-02, -2.34350538e+00, 4.99999970e-02, -1.68505367e-02, 1.14099741e+00, -1.04897015e-01, -3.05147432e-02, -2.34350538e+00
-2.26980492e-01, -2.33090878e+00, 4.99999970e-02, -1.21446489e-03, 1.12593234e+00, -1.09745137e-01, -2.26980492e-01, -2.33090878e+00
-4.67715561e-01, 4.79393214e-01, 4.99999970e-02, 7.90319964e-02, 7.59587228e-01, 5.99435031e-01, -4.67715561e-01, 4.79393214e-01
-1.99533865e-01, -7.10304558e-01, 4.99999970e-02, -2.67868131e-01, 1.13150966e+00, -4.38739955e-01, -1.99533865e-01, -7.10304558e-01
-1.90062106e-01, -6.76586449e-01, 4.99999970e-02, -3.00365627e-01, 1.08117294e+00, -4.22233641e-01, -1.90062106e-01, -6.76586449e-01
6.71953106e+00, -4.03009272e+00, 4.99999970e-02, -2.08071154e-02, 1.11675036e+00, 9.70753469e-03, 6.71953106e+00, -4.03009272e+00
6.88096094e+00, -4.12048054e+00, 4.99999970e-02, -1.97688844e-02, 1.10985732e+00, 8.38994328e-03, 6.88096094e+00, -4.12048054e+00
