
[Name]
symmetry 1

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ], X [ m ], Y [ m ]
1.25371099e+00, -1.24944992e-01, 4.99999970e-02, -2.44824350e-01, -9.56250355e-02, 4.87717625e-04, 1.25371099e+00, -1.24944992e-01
1.24653065e+00, -1.87375158e-01, 4.99999970e-02, -2.45812878e-01, -6.94196969e-02, -5.53549384e-04, 1.24653065e+00, -1.87375158e-01
6.32025146e+00, -4.20203733e+00, 4.99999970e-02, -2.48323940e-02, 1.10927880e+00, 8.08630139e-03, 6.32025146e+00, -4.20203733e+00
6.47085238e+00, -4.02173376e+00, 4.99999970e-02, -2.32635289e-02, 1.12018049e+00, 1.02180094e-02, 6.47085238e+00, -4.02173376e+00
7.63683128e+00, 2.36241531e+00, 4.99999970e-02, -9.74179339e-03, 1.13661230e+00, -2.14548167e-02, 7.63683128e+00, 2.36241531e+00
1.23560870e+00, -2.49314949e-01, 4.99999970e-02, -2.47250140e-01, -3.16992663e-02, -1.54954061e-04, 1.23560870e+00, -2.49314949e-01
5.71189451e+00, -1.62006271e+00, 4.99999970e-02, -2.45382953e-02, 1.11504471e+00, 3.87385823e-02, 5.71189451e+00, -1.62006271e+00
1.00812972e+00, 4.61499310e+00, 4.99999970e-02, -1.58852972e-02, 1.09805965e+00, 2.27094092e-03, 1.00812972e+00, 4.61499310e+00
1.22109890e+00, -3.10448170e-01, 4.99999970e-02, -2.48323336e-01, 1.37591250e-02, 1.27381471e-03, 1.22109890e+00, -3.10448170e-01
-1.61429298e+00, 6.96635902e-01, 4.99999970e-02, 2.37625092e-01, 9.08580959e-01, 1.03411250e-01, -1.61429298e+00, 6.96635902e-01
5.72345257e+00, -1.86535144e+00, 4.99999970e-02, -2.57542543e-02, 1.14290011e+00, 3.45277861e-02, 5.72345257e+00, -1.86535144e+00
1.20395088e+00, -3.70837688e-01, 4.99999970e-02, -2.49560341e-01, 6.88131005e-02, 2.01226701e-03, 1.20395088e+00, -3.70837688e-01
1.18460226e+00, -4.30580765e-01, 4.99999970e-02, -2.51550287e-01, 1.35645568e-01, 3.06227244e-03, 1.18460226e+00, -4.30580765e-01
1.16172695e+00, -4.89179760e-01, 4.99999970e-02, -2.53076077e-01, 2.10262045e-01, 5.06032305e-03, 1.16172695e+00, -4.89179760e-01
-3.58082801e-01, 1.27309752e+00, 4.99999970e-02, -2.29344368e-02, 1.13401508e+00, 2.63817489e-01, -3.58082801e-01, 1.27309752e+00
1.13549268e+00, -5.46255350e-01, 4.99999970e-02, -2.53823400e-01, 2.92635739e-01, 7.17069488e-03, 1.13549268e+00, -5.46255350e-01
2.75610089e+00, -3.53045106e+00, 4.99999970e-02, -5.20602614e-02, 1.16317821e+00, 3.12604220e-03, 2.75610089e+00, -3.53045106e+00
1.10749376e+00, -6.02500796e-01, 4.99999970e-02, -2.54525572e-01, 3.84049743e-01, 8.44701007e-03, 1.10749376e+00, -6.02500796e-01
1.07602882e+00, -6.57021821e-01, 4.99999970e-02, -2.54921407e-01, 4.81371105e-01, 8.83823261e-03, 1.07602882e+00, -6.57021821e-01
1.04122281e+00, -7.09323943e-01, 4.99999970e-02, -2.54623920e-01, 5.82574606e-01, 6.88330410e-03, 1.04122281e+00, -7.09323943e-01
1.00449061e+00, -7.60224819e-01, 4.99999970e-02, -2.54637867e-01, 6.86962664e-01, 1.55725610e-03, 1.00449061e+00, -7.60224819e-01
9.65866625e-01, -8.09731901e-01, 4.99999970e-02, -2.53936827e-01, 7.91021585e-01, -6.27887761e-03, 9.65866625e-01, -8.09731901e-01
9.24872577e-01, -8.57454598e-01, 4.99999970e-02, -2.51859814e-01, 8.90066743e-01, -1.72038916e-02, 9.24872577e-01, -8.57454598e-01
8.81100178e-01, -9.02712703e-01, 4.99999970e-02, -2.49236509e-01, 9.79791760e-01, -3.03101316e-02, 8.81100178e-01, -9.02712703e-01
8.34677994e-01, -9.45246398e-01, 4.99999970e-02, -2.45428950e-01, 1.05778491e+00, -4.55495417e-02, 8.34677994e-01, -9.45246398e-01
-2.09373617e+00, 3.05688715e+00, 4.99999970e-02, 9.68323573e-02, 1.02899921e+00, 4.49860133e-02, -2.09373617e+00, 3.05688715e+00
7.85995722e-01, -9.85035300e-01, 4.99999970e-02, -2.41301700e-01, 1.12339437e+00, -6.30018190e-02, 7.85995722e-01, -9.85035300e-01
3.79276848e+00, 3.83315396e+00, 4.99999970e-02, -4.62279953e-02, 1.15358102e+00, -1.06468638e-02, 3.79276848e+00, 3.83315396e+00
7.35859931e-01, -1.02283287e+00, 4.99999970e-02, -2.36954942e-01, 1.17619205e+00, -8.06928426e-02, 7.35859931e-01, -1.02283287e+00
7.72542298e-01, -1.07382059e+00, 4.99999970e-02, -2.26001546e-01, 1.20718336e+00, -8.31164643e-02, 7.72542298e-01, -1.07382059e+00
8.70471954e+00, -4.52463722e+00, 4.99999970e-02, -5.22088399e-03, 1.04766798e+00, 2.35088100e-03, 8.70471954e+00, -4.52463722e+00
6.84253991e-01, -1.05868340e+00, 4.99999970e-02, -2.31675997e-01, 1.21652544e+00, -9.76568013e-02, 6.84253991e-01, -1.05868340e+00
6.41008854e+00, 1.89280045e+00, 4.99999970e-02, -1.81161650e-02, 1.13589060e+00, -3.07332203e-02, 6.41008854e+00, 1.89280045e+00
6.35138464e+00, 1.66384351e+00, 4.99999970e-02, -1.73028260e-02, 1.11278307e+00, -3.42581570e-02, 6.35138464e+00, 1.66384351e+00
6.30847633e-01, -1.09191382e+00, 4.99999970e-02, -2.25681797e-01, 1.24496746e+00, -1.13678843e-01, 6.30847633e-01, -1.09191382e+00
5.75368941e-01, -1.12162507e+00, 4.99999970e-02, -2.19081149e-01, 1.26354313e+00, -1.29037365e-01, 5.75368941e-01, -1.12162507e+00
5.07728815e+00, -2.97942162e+00, 4.99999970e-02, -3.66839357e-02, 1.15561211e+00, 2.16642767e-02, 5.07728815e+00, -2.97942162e+00
5.18618584e-01, -1.14854228e+00, 4.99999970e-02, -2.11837411e-01, 1.27432179e+00, -1.43542737e-01, 5.18618584e-01, -1.14854228e+00
5.94700241e+00, -1.69480309e-01, 4.99999970e-02, -1.45065794e-02, 3.92646074e-01, 1.31017342e-02, 5.94700241e+00, -1.69480309e-01
4.60898161e-01, -1.17343163e+00, 4.99999970e-02, -2.04087362e-01, 1.27880597e+00, -1.56880870e-01, 4.60898161e-01, -1.17343163e+00
4.01913315e-01, -1.19530487e+00, 4.99999970e-02, -1.95622563e-01, 1.27920651e+00, -1.69602960e-01, 4.01913315e-01, -1.19530487e+00
3.41622710e-01, -1.21334291e+00, 4.99999970e-02, -1.86591029e-01, 1.27625215e+00, -1.81879058e-01, 3.41622710e-01, -1.21334291e+00
2.80584157e-01, -1.22810912e+00, 4.99999970e-02, -1.77271038e-01, 1.27038801e+00, -1.93249792e-01, 2.80584157e-01, -1.22810912e+00
2.19054967e-01, -1.24053299e+00, 4.99999970e-02, -1.66569486e-01, 1.26244450e+00, -2.03960612e-01, 2.19054967e-01, -1.24053299e+00
2.62286186e+00, 3.61799288e+00, 4.99999970e-02, -5.08731231e-02, 1.16100514e+00, -1.76253298e-03, 2.62286186e+00, 3.61799288e+00
8.34656239e+00, -5.56418933e-02, 4.99999970e-02, -8.98936560e-05, 5.21711290e-01, 3.05206352e-03, 8.34656239e+00, -5.56418933e-02
2.18227029e+00, -3.57027960e+00, 4.99999970e-02, -4.95011546e-02, 1.16056359e+00, -4.71014902e-03, 2.18227029e+00, -3.57027960e+00
2.00043750e+00, -3.54337478e+00, 4.99999970e-02, -4.80930805e-02, 1.15926683e+00, -7.59412954e-03, 2.00043750e+00, -3.54337478e+00
1.56997085e-01, -1.25004792e+00, 4.99999970e-02, -1.55357957e-01, 1.25281250e+00, -2.14348331e-01, 1.56997085e-01, -1.25004792e+00
9.45181176e-02, -1.25641656e+00, 4.99999970e-02, -1.43767938e-01, 1.24241257e+00, -2.24320367e-01, 9.45181176e-02, -1.25641656e+00
3.17954421e-02, -1.25967622e+00, 4.99999970e-02, -1.29775703e-01, 1.23064363e+00, -2.33719081e-01, 3.17954421e-02, -1.25967622e+00
-3.10306754e-02, -1.25969911e+00, 4.99999970e-02, -1.15667418e-01, 1.21739089e+00, -2.42887169e-01, -3.10306754e-02, -1.25969911e+00
-9.37601551e-02, -1.25654101e+00, 4.99999970e-02, -1.00698695e-01, 1.20343423e+00, -2.51663744e-01, -9.37601551e-02, -1.25654101e+00
-1.56253919e-01, -1.25019324e+00, 4.99999970e-02, -8.52603987e-02, 1.18860579e+00, -2.59774804e-01, -1.56253919e-01, -1.25019324e+00
4.23897362e+00, -5.68131745e-01, 4.99999970e-02, -5.06214462e-02, 5.09968340e-01, 5.14681451e-02, 4.23897362e+00, -5.68131745e-01
-2.18307436e-01, -1.24065137e+00, 4.99999970e-02, -6.98593780e-02, 1.17362773e+00, -2.67314017e-01, -2.18307436e-01, -1.24065137e+00
4.08261871e+00, -7.57076323e-01, 4.99999970e-02, -5.57681136e-02, 6.68075085e-01, 5.98401427e-02, 4.08261871e+00, -7.57076323e-01
-2.79831022e-01, -1.22819555e+00, 4.99999970e-02, -5.11736162e-02, 1.15742826e+00, -2.73646325e-01, -2.79831022e-01, -1.22819555e+00
-3.16255069e+00, -2.93364072e+00, 4.99999970e-02, 1.19761109e-01, 1.00850236e+00, -2.60412898e-02, -3.16255069e+00, -2.93364072e+00
-3.40680152e-01, -1.21277928e+00, 4.99999970e-02, -3.30910534e-02, 1.13995016e+00, -2.79268801e-01, -3.40680152e-01, -1.21277928e+00
6.20935023e-01, -2.54409647e+00, 4.99999970e-02, -4.86717336e-02, 1.16987169e+00, -7.01277032e-02, 6.20935023e-01, -2.54409647e+00
8.30491900e-01, -2.59921598e+00, 4.99999970e-02, -5.54283783e-02, 1.17500007e+00, -5.93626983e-02, 8.30491900e-01, -2.59921598e+00
-4.00802255e-01, -1.19467938e+00, 4.99999970e-02, -1.48061411e-02, 1.12259138e+00, -2.84159422e-01, -4.00802255e-01, -1.19467938e+00
-4.59906220e-01, -1.17330325e+00, 4.99999970e-02, 5.57985157e-03, 1.10416126e+00, -2.87680447e-01, -4.59906220e-01, -1.17330325e+00
-5.17902255e-01, -1.14917564e+00, 4.99999970e-02, 2.51318030e-02, 1.08528268e+00, -2.90342510e-01, -5.17902255e-01, -1.14917564e+00
8.22049236e+00, 3.51464820e+00, 4.99999970e-02, -8.03100970e-03, 1.12148368e+00, -1.24291601e-02, 8.22049236e+00, 3.51464820e+00
-5.74778259e-01, -1.12229049e+00, 4.99999970e-02, 4.58334647e-02, 1.06623805e+00, -2.91795731e-01, -5.74778259e-01, -1.12229049e+00
-6.29751086e-01, -1.09173799e+00, 4.99999970e-02, 6.74808472e-02, 1.04587340e+00, -2.92050362e-01, -6.29751086e-01, -1.09173799e+00
6.54541349e+00, 4.05282497e+00, 4.99999970e-02, -2.26210579e-02, 1.11790049e+00, -9.69062094e-03, 6.54541349e+00, 4.05282497e+00
-6.83355331e-01, -1.05901992e+00, 4.99999970e-02, 8.74788389e-02, 1.02560031e+00, -2.91474491e-01, -6.83355331e-01, -1.05901992e+00
-7.35776186e-01, -1.02426338e+00, 4.99999970e-02, 1.07828587e-01, 1.00615025e+00, -2.89058656e-01, -7.35776186e-01, -1.02426338e+00
-7.86265016e-01, -9.86645281e-01, 4.99999970e-02, 1.29371628e-01, 9.86050487e-01, -2.84650564e-01, -7.86265016e-01, -9.86645281e-01
6.58244085e+00, -3.81159806e+00, 4.99999970e-02, -2.19456479e-02, 1.12785375e+00, 1.23292776e-02, 6.58244085e+00, -3.81159806e+00
-8.34742546e-01, -9.46407378e-01, 4.99999970e-02, 1.50386870e-01, 9.65523124e-01, -2.79359043e-01, -8.34742546e-01, -9.46407378e-01
-8.80839109e-01, -9.03427422e-01, 4.99999970e-02, 1.70932367e-01, 9.45741534e-01, -2.72914737e-01, -8.80839109e-01, -9.03427422e-01
-9.24774528e-01, -8.58317673e-01, 4.99999970e-02, 1.91443890e-01, 9.26146865e-01, -2.64715612e-01, -9.24774528e-01, -8.58317673e-01
-9.66577947e-01, -8.11165750e-01, 4.99999970e-02, 2.11058781e-01, 9.07061934e-01, -2.55322695e-01, -9.66577947e-01, -8.11165750e-01
-3.20397830e+00, 7.32535303e-01, 4.99999970e-02, 1.72039956e-01, 9.82920647e-01, 1.95357408e-02, -3.20397830e+00, 7.32535303e-01
-1.00545239e+00, -7.61599243e-01, 4.99999970e-02, 2.30012238e-01, 8.89222920e-01, -2.44550660e-01, -1.00545239e+00, -7.61599243e-01
-2.41299582e+00, 4.50986338e+00, 4.99999970e-02, 9.02560651e-02, 1.02437627e+00, 7.25843990e-03, -2.41299582e+00, 4.50986338e+00
1.05427814e+00, 7.98461497e-01, 4.99999970e-02, -2.48996288e-01, 7.57701039e-01, -3.92981619e-03, 1.05427814e+00, 7.98461497e-01
-1.04144561e+00, -7.10003436e-01, 4.99999970e-02, 2.48946786e-01, 8.72424245e-01, -2.31968343e-01, -1.04144561e+00, -7.10003436e-01
1.06638968e+00, -4.64508677e+00, 4.99999970e-02, -1.71375647e-02, 1.09455907e+00, -1.86861155e-03, 1.06638968e+00, -4.64508677e+00
-1.07503235e+00, -6.56935394e-01, 4.99999970e-02, 2.67404348e-01, 8.55773628e-01, -2.17698932e-01, -1.07503235e+00, -6.56935394e-01
1.43727303e+00, 7.52017140e-01, 4.99999970e-02, -2.17585415e-01, 6.46756649e-01, -2.94335950e-02, 1.43727303e+00, 7.52017140e-01
5.49802685e+00, 5.95285654e-01, 4.99999970e-02, -2.21170038e-02, 5.80734253e-01, -4.09417376e-02, 5.49802685e+00, 5.95285654e-01
5.72242212e+00, 6.93942130e-01, 4.99999970e-02, -1.88431963e-02, 6.66842282e-01, -4.30260897e-02, 5.72242212e+00, 6.93942130e-01
-1.10670865e+00, -6.02723658e-01, 4.99999970e-02, 2.83886522e-01, 8.39252710e-01, -2.02539474e-01, -1.10670865e+00, -6.02723658e-01
-1.13550603e+00, -5.46843708e-01, 4.99999970e-02, 2.99026221e-01, 8.24336171e-01, -1.86163053e-01, -1.13550603e+00, -5.46843708e-01
7.08863020e+00, -6.19670570e-01, 4.99999970e-02, -5.92756132e-03, 6.60631478e-01, 3.06837484e-02, 7.08863020e+00, -6.19670570e-01
-1.16093230e+00, -4.89404768e-01, 4.99999970e-02, 3.12775195e-01, 8.10312390e-01, -1.68458462e-01, -1.16093230e+00, -4.89404768e-01
-2.13160300e+00, -3.14273071e+00, 4.99999970e-02, 9.66980979e-02, 1.02895415e+00, -4.20622192e-02, -2.13160300e+00, -3.14273071e+00
-1.18377030e+00, -4.30930257e-01, 4.99999970e-02, 3.25378925e-01, 7.98391700e-01, -1.49940237e-01, -1.18377030e+00, -4.30930257e-01
-1.40507507e+00, -2.12883735e+00, 4.99999970e-02, 9.85107198e-02, 1.03715003e+00, -1.00330234e-01, -1.40507507e+00, -2.12883735e+00
-1.20439053e+00, -3.71612638e-01, 4.99999970e-02, 3.37177455e-01, 7.88701296e-01, -1.30106926e-01, -1.20439053e+00, -3.71612638e-01
6.59463072e+00, 3.06274629e+00, 4.99999970e-02, -2.03927793e-02, 1.14023948e+00, -1.88266318e-02, 6.59463072e+00, 3.06274629e+00
-3.86861658e+00, 7.16007710e-01, 4.99999970e-02, 1.61627278e-01, 9.93684351e-01, 9.77035705e-03, -3.86861658e+00, 7.16007710e-01
-3.69520044e+00, 5.69399297e-01, 4.99999970e-02, 1.65791854e-01, 9.90764558e-01, 9.57398769e-03, -3.69520044e+00, 5.69399297e-01
-1.22155893e+00, -3.11094552e-01, 4.99999970e-02, 3.47348541e-01, 7.79795468e-01, -1.09978124e-01, -1.22155893e+00, -3.11094552e-01
8.21265697e+00, -1.35503817e+00, 4.99999970e-02, -3.29710753e-03, 1.01782751e+00, 2.87057366e-02, 8.21265697e+00, -1.35503817e+00
8.42513275e+00, -1.31586444e+00, 4.99999970e-02, -2.26433738e-03, 1.00410306e+00, 2.82744486e-02, 8.42513275e+00, -1.31586444e+00
-1.23490727e+00, -2.49703005e-01, 4.99999970e-02, 3.56685519e-01, 7.73473918e-01, -8.91685113e-02, -1.23490727e+00, -2.49703005e-01
-1.24559975e+00, -1.87843233e-01, 4.99999970e-02, 3.62877578e-01, 7.67171025e-01, -6.69090524e-02, -1.24559975e+00, -1.87843233e-01
-1.25339651e+00, -1.25557646e-01, 4.99999970e-02, 3.66318703e-01, 7.60354877e-01, -4.48358282e-02, -1.25339651e+00, -1.25557646e-01
-1.25809705e+00, -6.29612431e-02, 4.99999970e-02, 3.68872195e-01, 7.57108212e-01, -2.27029920e-02, -1.25809705e+00, -6.29612431e-02
-1.25967181e+00, -2.07814941e-04, 4.99999970e-02, 3.69660497e-01, 7.57102847e-01, -1.55024696e-04, -1.25967181e+00, -2.07814941e-04
-1.25811660e+00, 6.25460073e-02, 4.99999970e-02, 3.69018048e-01, 7.59345651e-01, 2.25125123e-02, -1.25811660e+00, 6.25460073e-02
3.61208773e+00, -8.19193572e-02, 4.99999970e-02, -7.52668083e-02, 1.49191380e-01, 9.15645156e-03, 3.61208773e+00, -8.19193572e-02
3.77259898e+00, -1.92106664e-01, 4.99999970e-02, -6.73969761e-02, 1.99261084e-01, 2.05832887e-02, 3.77259898e+00, -1.92106664e-01
-1.25343657e+00, 1.25143781e-01, 4.99999970e-02, 3.66134673e-01, 7.61547685e-01, 4.49140370e-02, -1.25343657e+00, 1.25143781e-01
-1.24566329e+00, 1.87432453e-01, 4.99999970e-02, 3.61024141e-01, 7.64798820e-01, 6.66923150e-02, -1.24566329e+00, 1.87432453e-01
-1.23499405e+00, 2.49297425e-01, 4.99999970e-02, 3.55314672e-01, 7.72170067e-01, 8.85086358e-02, -1.23499405e+00, 2.49297425e-01
-1.22166622e+00, 3.10694665e-01, 4.99999970e-02, 3.47456843e-01, 7.80156851e-01, 1.10312022e-01, -1.22166622e+00, 3.10694665e-01
4.58984089e+00, -2.41955495e+00, 4.99999970e-02, -4.41775881e-02, 1.16902602e+00, 2.81647909e-02, 4.58984089e+00, -2.41955495e+00
4.47966146e+00, -2.62767315e+00, 4.99999970e-02, -4.54481840e-02, 1.16765010e+00, 2.50500999e-02, 4.47966146e+00, -2.62767315e+00
6.60791159e+00, -6.46161258e-01, 4.99999970e-02, -9.43985209e-03, 6.63944662e-01, 3.45871709e-02, 6.60791159e+00, -6.46161258e-01
-1.20450652e+00, 3.71215373e-01, 4.99999970e-02, 3.37172657e-01, 7.88334966e-01, 1.30830541e-01, -1.20450652e+00, 3.71215373e-01
-3.91753316e+00, 1.22723961e+00, 4.99999970e-02, 1.54442206e-01, 9.96335685e-01, 1.38753094e-02, -3.91753316e+00, 1.22723961e+00
-1.18390501e+00, 4.30536687e-01, 4.99999970e-02, 3.26239645e-01, 7.99604058e-01, 1.50084585e-01, -1.18390501e+00, 4.30536687e-01
-1.16110361e+00, 4.89025235e-01, 4.99999970e-02, 3.13563973e-01, 8.12601328e-01, 1.69125348e-01, -1.16110361e+00, 4.89025235e-01
-3.82778311e+00, -4.24942923e+00, 4.99999970e-02, 1.12016305e-01, 1.00475490e+00, -5.38342772e-03, -3.82778311e+00, -4.24942923e+00
6.17790604e+00, -1.88816047e+00, 4.99999970e-02, -2.04686839e-02, 1.13829029e+00, 3.20340842e-02, 6.17790604e+00, -1.88816047e+00
-1.13568914e+00, 5.46471238e-01, 4.99999970e-02, 2.99283862e-01, 8.26437473e-01, 1.86846182e-01, -1.13568914e+00, 5.46471238e-01
-1.10689604e+00, 6.02351665e-01, 4.99999970e-02, 2.84104258e-01, 8.40231657e-01, 2.03476295e-01, -1.10689604e+00, 6.02351665e-01
-1.47006071e+00, 5.29989243e-01, 4.99999970e-02, 2.74380058e-01, 8.70520890e-01, 1.06274895e-01, -1.47006071e+00, 5.29989243e-01
-1.07524621e+00, 6.56576931e-01, 4.99999970e-02, 2.67903000e-01, 8.54409397e-01, 2.18321636e-01, -1.07524621e+00, 6.56576931e-01
-1.04168701e+00, 7.09664166e-01, 4.99999970e-02, 2.49724403e-01, 8.70579004e-01, 2.31121391e-01, -1.04168701e+00, 7.09664166e-01
-1.00570154e+00, 7.61268437e-01, 4.99999970e-02, 2.30611697e-01, 8.88374507e-01, 2.43151426e-01, -1.00570154e+00, 7.61268437e-01
-9.66827869e-01, 8.10835004e-01, 4.99999970e-02, 2.11610362e-01, 9.07176614e-01, 2.54209131e-01, -9.66827869e-01, 8.10835004e-01
-9.25047278e-01, 8.58003557e-01, 4.99999970e-02, 1.91797674e-01, 9.25966263e-01, 2.63916433e-01, -9.25047278e-01, 8.58003557e-01
3.05268884e-01, -2.84875107e+00, 4.99999970e-02, -2.12893225e-02, 1.14100182e+00, -6.61324337e-02, 3.05268884e-01, -2.84875107e+00
2.02814293e+00, 2.35804415e+00, 4.99999970e-02, -8.57773796e-02, 1.20540762e+00, 1.22065237e-02, 2.02814293e+00, 2.35804415e+00
-8.81132483e-01, 9.03133392e-01, 4.99999970e-02, 1.71297923e-01, 9.45402503e-01, 2.71943271e-01, -8.81132483e-01, 9.03133392e-01
4.98640251e+00, 1.03355372e+00, 4.99999970e-02, -3.36012207e-02, 9.00888026e-01, -5.40628955e-02, 4.98640251e+00, 1.03355372e+00
-8.35034251e-01, 9.46109235e-01, 4.99999970e-02, 1.49873167e-01, 9.65439081e-01, 2.78601766e-01, -8.35034251e-01, 9.46109235e-01
-7.86570489e-01, 9.86355007e-01, 4.99999970e-02, 1.28030419e-01, 9.85361218e-01, 2.84215450e-01, -7.86570489e-01, 9.86355007e-01
8.59855270e+00, -1.46451938e+00, 4.99999970e-02, -2.03287392e-03, 1.04683459e+00, 2.66629327e-02, 8.59855270e+00, -1.46451938e+00
-7.36101806e-01, 1.02399325e+00, 4.99999970e-02, 1.06407203e-01, 1.00507367e+00, 2.88603902e-01, -7.36101806e-01, 1.02399325e+00
-6.83704317e-01, 1.05877674e+00, 4.99999970e-02, 8.56576785e-02, 1.02490342e+00, 2.91227013e-01, -6.83704317e-01, 1.05877674e+00
1.25806892e+00, 6.27258569e-02, 4.99999970e-02, -2.44493589e-01, -1.09585710e-01, 8.85630259e-04, 1.25806892e+00, 6.27258569e-02
-6.30124986e-01, 1.09153640e+00, 4.99999970e-02, 6.52478412e-02, 1.04498351e+00, 2.92200506e-01, -6.30124986e-01, 1.09153640e+00
8.83930683e+00, -1.39722800e+00, 4.99999970e-02, -1.07839692e-03, 1.02537405e+00, 2.66349185e-02, 8.83930683e+00, -1.39722800e+00
8.95596027e+00, -1.63744831e+00, 4.99999970e-02, -1.22324598e-03, 1.07784784e+00, 2.44643446e-02, 8.95596027e+00, -1.63744831e+00
-5.75165689e-01, 1.12211978e+00, 4.99999970e-02, 4.49878275e-02, 1.06484401e+00, 2.91787773e-01, -5.75165689e-01, 1.12211978e+00
-5.18288851e-01, 1.14901054e+00, 4.99999970e-02, 2.50279345e-02, 1.08456755e+00, 2.90294796e-01, -5.18288851e-01, 1.14901054e+00
7.12283421e+00, -1.06892657e+00, 4.99999970e-02, -7.50257215e-03, 9.15075004e-01, 3.61205973e-02, 7.12283421e+00, -1.06892657e+00
-4.60300267e-01, 1.17315292e+00, 4.99999970e-02, 4.86647105e-03, 1.10379267e+00, 2.87652075e-01, -4.60300267e-01, 1.17315292e+00
-4.01203454e-01, 1.19455290e+00, 4.99999970e-02, -1.46475937e-02, 1.12223291e+00, 2.83923149e-01, -4.01203454e-01, 1.19455290e+00
5.86858702e+00, -2.35378742e+00, 4.99999970e-02, -2.59795617e-02, 1.15265608e+00, 2.74790917e-02, 5.86858702e+00, -2.35378742e+00
8.42652225e+00, -5.13587236e-01, 4.99999970e-02, -4.79136739e-04, 6.51110113e-01, 2.15640962e-02, 8.42652225e+00, -5.13587236e-01
-3.41085255e-01, 1.21266317e+00, 4.99999970e-02, -3.31396386e-02, 1.13984478e+00, 2.79154748e-01, -3.41085255e-01, 1.21266317e+00
-2.80242294e-01, 1.22810304e+00, 4.99999970e-02, -5.02517745e-02, 1.15692878e+00, 2.73254365e-01, -2.80242294e-01, 1.22810304e+00
-2.18722761e-01, 1.24058175e+00, 4.99999970e-02, -6.80656731e-02, 1.17384577e+00, 2.66681254e-01, -2.18722761e-01, 1.24058175e+00
-1.56671479e-01, 1.25014460e+00, 4.99999970e-02, -8.58843178e-02, 1.18932271e+00, 2.59399205e-01, -1.56671479e-01, 1.25014460e+00
7.81708574e+00, 4.42036009e+00, 4.99999970e-02, -1.21964188e-02, 1.07038653e+00, -3.88474762e-03, 7.81708574e+00, 4.42036009e+00
-9.41789821e-02, 1.25651193e+00, 4.99999970e-02, -1.01126380e-01, 1.20334601e+00, 2.51296699e-01, -9.41789821e-02, 1.25651193e+00
7.62368584e+00, 1.68122387e+00, 4.99999970e-02, -7.33984308e-03, 1.09629047e+00, -2.80034747e-02, 7.62368584e+00, 1.68122387e+00
7.50987148e+00, 1.84146893e+00, 4.99999970e-02, -8.72869510e-03, 1.11937273e+00, -2.64580753e-02, 7.50987148e+00, 1.84146893e+00
-3.14501189e-02, 1.25968909e+00, 4.99999970e-02, -1.14800960e-01, 1.21723902e+00, 2.42447108e-01, -3.14501189e-02, 1.25968909e+00
5.36090024e-02, -4.43760586e+00, 4.99999970e-02, 1.29476646e-02, 1.09299576e+00, -9.66558140e-03, 5.36090024e-02, -4.43760586e+00
3.13757062e-02, 1.25968385e+00, 4.99999970e-02, -1.29358202e-01, 1.23094225e+00, 2.33366594e-01, 3.13757062e-02, 1.25968385e+00
9.40984115e-02, 1.25644314e+00, 4.99999970e-02, -1.43797353e-01, 1.24293923e+00, 2.24082634e-01, 9.40984115e-02, 1.25644314e+00
5.52477026e+00, -1.96257401e+00, 4.99999970e-02, -2.91636866e-02, 1.15168631e+00, 3.37995999e-02, 5.52477026e+00, -1.96257401e+00
5.27274036e+00, -1.85696340e+00, 4.99999970e-02, -3.27579305e-02, 1.14971101e+00, 3.66537832e-02, 5.27274036e+00, -1.85696340e+00
1.56578436e-01, 1.25009561e+00, 4.99999970e-02, -1.55698612e-01, 1.25324845e+00, 2.14363530e-01, 1.56578436e-01, 1.25009561e+00
2.18639076e-01, 1.24060404e+00, 4.99999970e-02, -1.66678026e-01, 1.26247454e+00, 2.03982070e-01, 2.18639076e-01, 1.24060404e+00
2.80175209e-01, 1.22821128e+00, 4.99999970e-02, -1.77063897e-01, 1.27044487e+00, 1.93077356e-01, 2.80175209e-01, 1.22821128e+00
3.41220766e-01, 1.21346200e+00, 4.99999970e-02, -1.86683357e-01, 1.27638447e+00, 1.81680441e-01, 3.41220766e-01, 1.21346200e+00
4.21107006e+00, -9.65684474e-01, 4.99999970e-02, -5.27107231e-02, 8.46900046e-01, 6.03936650e-02, 4.21107006e+00, -9.65684474e-01
6.70427752e+00, -3.14262700e+00, 4.99999970e-02, -1.97526030e-02, 1.13864267e+00, 1.80638693e-02, 6.70427752e+00, -3.14262700e+00
4.01511014e-01, 1.19542289e+00, 4.99999970e-02, -1.95556000e-01, 1.27968740e+00, 1.69523463e-01, 4.01511014e-01, 1.19542289e+00
4.28060341e+00, -1.19885421e+00, 4.99999970e-02, -5.14904894e-02, 1.00774336e+00, 5.63646257e-02, 4.28060341e+00, -1.19885421e+00
4.00079489e+00, -2.51674175e-01, 4.99999970e-02, -5.87309152e-02, 2.60680109e-01, 2.86664311e-02, 4.00079489e+00, -2.51674175e-01
6.22389507e+00, -3.97016215e+00, 4.99999970e-02, -2.54398324e-02, 1.12552571e+00, 1.11250365e-02, 6.22389507e+00, -3.97016215e+00
6.08119774e+00, -4.14585352e+00, 4.99999970e-02, -2.69104112e-02, 1.11706161e+00, 9.18798894e-03, 6.08119774e+00, -4.14585352e+00
